Id	Life	AttackNormal	DefenseNormal	Crit
7013	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
7102	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
7300	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
7301	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
7302	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
7303	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
7304	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
7305	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
7306	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
7307	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
7308	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000000000000
7309	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
7401	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
7402	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
7403	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
7404	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
7405	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
7406	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
7407	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
7408	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
7409	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
7410	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
7411	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
7412	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
7413	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
7414	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8021	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8025	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8033	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8036	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8048	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8050	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8051	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8052	0x0001869F00000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8110	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8120	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8130	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8131	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8132	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8140	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8141	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8142	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8143	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8150	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8151	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8152	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8160	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8161	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8170	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8171	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8172	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8175	0x000186A000000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8180	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8181	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8190	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8191	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8192	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8210	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8213	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8214	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8215	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8216	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8235	0x000186A000000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8060	0x000186A000000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8759	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8760	0x0000000100000000	0x000012A500000000	0x000005DC00000000	0x0000000000000000
8245	0x000186A000000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8310	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8311	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8312	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8313	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8316	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8318	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8320	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8330	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8331	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8334	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8340	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8350	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8351	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8352	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8353	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8360	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8380	0x0000000A00000000	0x0000000100000000	0x0000000100000000	0x0000000000000000
8381	0x0000000100000000	0x000003E800000000	0x0000000100000000	0x0000000100000000
8382	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8390	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8391	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8393	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8400	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8420	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8426	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8430	0x0000000100000000	0x0000000100000000	0x0000000000000000	0x0000000100000000
8431	0x0000000100000000	0x0000000100000000	0x0000000000000000	0x0000000100000000
8432	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8433	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8434	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8440	0x0000000100000000	0x0000000100000000	0x0000000000000000	0x0000000100000000
8460	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8461	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8462	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8470	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8471	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8472	0x0000271000000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8482	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8483	0x0000000100000000	0x0000009600000000	0x000005DC00000000	0x0000000100000000
8490	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8491	0x0000000100000000	0x000002E09C27E188	0x000005DC00000000	0x0000000100000000
8510	0x000186A000000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8511	0x00000A2800000000	0x000001A400000000	0x0000004E00000000	0x0000003400000000
8512	0x000186A000000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8513	0x000186A000000000	0x000003BA00000000	0x000005DC00000000	0x0000000100000000
8530	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8531	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8532	0x0000000100000000	0x000003FB00000000	0x000005DC00000000	0x0000000000000000
8535	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8536	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8537	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8550	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8555	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8556	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8557	0x0000000100000000	0x0000055000000000	0x000005DC00000000	0x0000000000000000
8558	0x0000000100000000	0x0000021600000000	0x000005DC00000000	0x0000000000000000
8562	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8563	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8565	0x0016E36000000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8566	0x0016E36000000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8567	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8568	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8570	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8571	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8572	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8575	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8220	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8221	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
8701	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8704	0x000186A000000000	0x0000006400000000	0x000005DC00000000	0x0000000000000000
8705	0x000186A000000000	0x0000006400000000	0x000005DC00000000	0x0000000000000000
8731	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8736	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8737	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8750	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8751	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8752	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8753	0x0000038400000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
8754	0x0000000100000000	0x0000055000000000	0x000005DC00000000	0x0000000000000000
8755	0x0000000100000000	0x0000055000000000	0x000005DC00000000	0x0000000000000000
8756	0x0000000100000000	0x0000055000000000	0x000005DC00000000	0x0000000000000000
8762	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8765	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8769	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8775	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8781	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8782	0x000F424000000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8783	0x000F424000000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8790	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8791	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000000000000
8792	0x00802C8000000000	0x000017D400000000	0x000005DC00000000	0x0000000000000000
8793	0x0007B0C000000000	0x000004C400000000	0x000005DC00000000	0x0000000000000000
8801	0x0000000100000000	0x000003E800000000	0x000005DC00000000	0x0000000100000000
8802	0x0000000100000000	0x0000032000000000	0x000005DC00000000	0x0000000100000000
8803	0x0000000100000000	0x0000064000000000	0x000005DC00000000	0x0000000000000000
8804	0x000002BC00000000	0x0000004600000000	0x0000005000000000	0x0000003C00000000
8805	0x0000000100000000	0x0000032000000000	0x000005DC00000000	0x0000000100000000
8806	0x000002BC00000000	0x0000004600000000	0x0000005000000000	0x0000003C00000000
8807	0x0000000100000000	0x0000032000000000	0x000005DC00000000	0x0000000100000000
8808	0x0000000100000000	0x000003E800000000	0x000005DC00000000	0x0000000100000000
8809	0x0000000100000000	0x000003E800000000	0x000005DC00000000	0x0000000100000000
8810	0x0000000100000000	0x0000064000000000	0x000005DC00000000	0x0000000000000000
8811	0x0000000100000000	0x0000032000000000	0x000005DC00000000	0x0000000100000000
8812	0x0000000100000000	0x0000064000000000	0x000005DC00000000	0x0000000000000000
8813	0x0000000100000000	0x0000064000000000	0x000005DC00000000	0x0000000000000000
8814	0x0000000100000000	0x000003E800000000	0x000005DC00000000	0x0000000000000000
8815	0x0000000100000000	0x0000064000000000	0x000005DC00000000	0x0000000000000000
8816	0x0000000100000000	0x0000064000000000	0x000005DC00000000	0x0000000000000000
8817	0x0000000100000000	0x0000064000000000	0x000005DC00000000	0x0000000000000000
8495	0x0010C8E000000000	0x0000138800000000	0x000005DC00000000	0x0000000100000000
8496	0x000F424000000000	0x0000138800000000	0x000005DC00000000	0x0000000100000000
8497	0x00B71B0000000000	0x0000177000000000	0x000005DC00000000	0x0000000000000000
8498	0x00B71B0000000000	0x0000095300000000	0x000005DC00000000	0x0000000000000000
9001	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9002	0x0000000100000000	0x0000000000000000	0x0000000000000000	0x0000000000000000
9003	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9004	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
9008	0x000001711EB7C780	0x0000002B00000000	0x000000213851DF10	0x00000018028F5328
9009	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9010	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9011	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9012	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9013	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9014	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9015	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9016	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9017	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9018	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9019	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9020	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9021	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9022	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9023	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
9025	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9026	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9027	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
9028	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
9029	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
9030	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
9031	0x0000000100000000	0x0000000100000000	0x000005DC00000000	0x0000000100000000
9033	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9034	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9035	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9036	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9037	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9038	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
9039	0x0000000100000000	0x0000000100000000	0x0000000100000000	0x0000000100000000
