Id	Life	AttackNormal	DefenseNormal	Crit
8215	0x0000012C00000000	0x0000000200000000	0x000000027FFFFFF1	0x0000000000000000
8216	0x0000000D00000000	0x0000000400000000	0x0000000300000000	0x0000000000000000
8220	0x00003A9800000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
8221	0x00003A9800000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
8235	0x0000271000000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
8310	0x0000016800000000	0x0000000200000000	0x0000000500000000	0x0000000000000000
8311	0x000000F000000000	0x0000000200000000	0x0000000500000000	0x0000000000000000
8312	0x0000043800000000	0x0000000200000000	0x0000000500000000	0x0000000000000000
8313	0x00003A9800000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
8316	0x00003A9800000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
8318	0x00003A9800000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
8320	0x0000014A00000000	0x0000000200000000	0x0000000500000000	0x0000000000000000
8330	0x0000014A00000000	0x0000000200000000	0x0000000500000000	0x0000000000000000
8331	0x0000038400000000	0x0000000200000000	0x0000000500000000	0x0000000000000000
8340	0x0000012C00000000	0x0000000200000000	0x0000000500000000	0x0000000000000000
8350	0x0000017C00000000	0x0000000200000000	0x0000000500000000	0x0000000000000000
8351	0x00000EDA00000000	0x0000000300000000	0x0000000000000000	0x0000000000000000
8352	0x0000017C00000000	0x0000000200000000	0x0000000500000000	0x0000000000000000
8353	0x0000038400000000	0x0000000200000000	0x0000000500000000	0x0000000000000000
8354	0x0000017C00000000	0x00000007266663B8	0x0000000500000000	0x0000000000000000
8380	0x000001C200000000	0x0000000200000000	0x0000000500000000	0x0000000000000000
8381	0x0000038400000000	0x0000000200000000	0x0000000200000000	0x0000000000000000
8382	0x000005DC00000000	0x0000000200000000	0x0000000000000000	0x0000000000000000
8390	0x000005DC00000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
8391	0x0000025800000000	0x000000063FFFFDA8	0x0000000000000000	0x0000000000000000
8392	0x00000E1000000000	0x0000000C00000000	0x0000000000000000	0x0000000000000000
8393	0x00000EA600000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
8400	0x000001F400000000	0x000000037FFFFFEB	0x0000000000000000	0x0000000000000000
8401	0x000001F400000000	0x000000037FFFFFEB	0x0000000000000000	0x0000000000000000
8402	0x0000015E00000000	0x000000037FFFFFEB	0x0000000000000000	0x0000000000000000
8420	0x000005DC00000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
8421	0x0000009600000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
8422	0x000008CA00000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
8426	0x00000EDA00000000	0x0000000300000000	0x0000000000000000	0x0000000000000000
8432	0x00000EDA00000000	0x0000000300000000	0x0000000000000000	0x0000000000000000
8460	0x0000036B00000000	0x0000000900000000	0x0000000000000000	0x0000000000000000
8461	0x000001B500000000	0x0000000900000000	0x0000000000000000	0x0000000000000000
8462	0x00000DAC00000000	0x000000047FFFFFE5	0x0000000000000000	0x0000000000000000
8470	0x00000BB800000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
8482	0x0000007D00000000	0x0000000853332993	0x0000000500000000	0x0000000000000000
8490	0x00000BB800000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
8491	0x00003A9800000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
8492	0x000000C800000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
8493	0x00003A9800000000	0x000000071BCC6B10	0x0000000000000000	0x0000000000000000
8497	0x00003A9800000000	0x000000071BCC6B10	0x0000000000000000	0x0000000000000000
8510	0x00003A9800000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
8511	0x0000006400000000	0x0000001400000000	0x0000001200000000	0x0000000C00000000
8512	0x00003A9800000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
8555	0x0000007D00000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
8556	0x0000007D00000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
8557	0x00003A9800000000	0x0000000A00000000	0x0000000000000000	0x0000000000000000
8558	0x00003A9800000000	0x0000000400000000	0x0000000000000000	0x0000000000000000
8562	0x00003A9800000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
8563	0x00003A9800000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
8567	0x00003A9800000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
8568	0x00003A9800000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
8570	0x00003A9800000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
8571	0x0000138800000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
8572	0x00003A9800000000	0x0000000A00000000	0x0000000000000000	0x0000000000000000
8575	0x00003A9800000000	0x0000000A00000000	0x0000000000000000	0x0000000000000000
8701	0x00001F4000000000	0x000000077FFFFFD3	0x0000000A00000000	0x0000000000000000
8703	0x0000006400000000	0x000000077FFFFFD3	0x0000000A00000000	0x0000000000000000
8704	0x00001A9000000000	0x0000000D00000000	0x0000000000000000	0x0000000000000000
8705	0x00001E7800000000	0x0000000F00000000	0x0000000000000000	0x0000000000000000
8731	0x0000177000000000	0x000000077FFFFFD3	0x0000000A00000000	0x0000000000000000
8733	0x0000106800000000	0x000000077FFFFFD3	0x0000000A00000000	0x0000000000000000
8736	0x0000019000000000	0x0000000200000000	0x0000000500000000	0x0000000000000000
8741	0x0000010A00000000	0x0000000200000000	0x0000000500000000	0x0000000000000000
8742	0x0000000000000000	0x0000000200000000	0x0000000500000000	0x0000000000000000
8743	0x000003E800000000	0x0000000200000000	0x0000000500000000	0x0000000000000000
8745	0x000008CA00000000	0x0000000600000000	0x0000000800000000	0x0000000000000000
8750	0x00001F4000000000	0x000000077FFFFFD3	0x0000000A00000000	0x0000000000000000
8751	0x00001F4000000000	0x000000077FFFFFD3	0x0000000A00000000	0x0000000000000000
8752	0x00001F4000000000	0x000000077FFFFFD3	0x0000000A00000000	0x0000000000000000
8753	0x0000000000000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
8754	0x0000271000000000	0x0000000A00000000	0x0000000000000000	0x0000000000000000
8755	0x0000271000000000	0x0000000A00000000	0x0000000000000000	0x0000000000000000
8756	0x0000271000000000	0x0000000A00000000	0x0000000000000000	0x0000000000000000
8759	0x00003A9800000000	0x0000000A00000000	0x0000000000000000	0x0000000000000000
8762	0x0000138800000000	0x0000000A00000000	0x0000000000000000	0x0000000000000000
8763	0x0000232800000000	0x0000000A00000000	0x0000000000000000	0x0000000000000000
8765	0x00003A9800000000	0x0000000A00000000	0x0000000000000000	0x0000000000000000
8766	0x00000B2C00000000	0x0000000A00000000	0x0000000000000000	0x0000000000000000
8767	0x00000F5A00000000	0x0000000A00000000	0x0000000000000000	0x0000000000000000
8768	0x00003A9800000000	0x0000000A00000000	0x0000000000000000	0x0000000000000000
8769	0x00003A9800000000	0x0000000A00000000	0x0000000000000000	0x0000000000000000
8782	0x00003A9800000000	0x0000000A00000000	0x0000000000000000	0x0000000000000000
8790	0x00003A9800000000	0x0000000A00000000	0x0000000000000000	0x0000000000000000
8791	0x0000407400000000	0x0000000A00000000	0x0000000000000000	0x0000000000000000
8792	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000
8793	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000
8794	0x000036B000000000	0x0000001900000000	0x0000000000000000	0x0000000000000000
8795	0x00003A9800000000	0x0000001600000000	0x0000000000000000	0x0000000000000000
8796	0x00004E2000000000	0x0000001900000000	0x0000000000000000	0x0000000000000000
9001	0x000012C000000000	0x0000000F00000000	0x0000002800000000	0x0000000000000000
9002	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000
9009	0x0000003C00000000	0x0000000300000000	0x0000000300000000	0x0000000000000000
9010	0x0000004B00000000	0x00000003B333331D	0x00000003B333331D	0x0000000000000000
9011	0x0000006400000000	0x0000000500000000	0x0000000500000000	0x0000000000000000
9012	0x0000006400000000	0x0000000500000000	0x0000000500000000	0x0000000000000000
9013	0x0000006400000000	0x0000000500000000	0x0000000500000000	0x0000000000000000
9014	0x0000003200000000	0x000000027FFFFFF1	0x000000027FFFFFF1	0x0000000000000000
9015	0x0000006400000000	0x0000000500000000	0x0000000500000000	0x0000000000000000
9016	0x0000003C00000000	0x0000000300000000	0x0000000300000000	0x0000000000000000
9017	0x0000005000000000	0x0000000400000000	0x0000000400000000	0x0000000000000000
9018	0x0000006400000000	0x0000000500000000	0x0000000500000000	0x0000000000000000
9019	0x0000007300000000	0x00000005B3333311	0x00000005B3333311	0x0000000000000000
9020	0x0000003200000000	0x000000027FFFFFF1	0x000000027FFFFFF1	0x0000000000000000
9021	0x0000007D00000000	0x000000063333330E	0x000000063333330E	0x0000000000000000
9025	0x0000007D00000000	0x000000063FFFFDA8	0x000000077FFFFFD3	0x0000000000000000
9026	0x0000007D00000000	0x000000063FFFFDA8	0x000000077FFFFFD3	0x0000000000000000
9033	0x0000007D00000000	0x000000063FFFFDA8	0x000000077FFFFFD3	0x0000000000000000
9034	0x0000007D00000000	0x000000063FFFFDA8	0x000000077FFFFFD3	0x0000000000000000
9035	0x0000007D00000000	0x000000063FFFFDA8	0x000000077FFFFFD3	0x0000000000000000
9036	0x0000007D00000000	0x000000063FFFFDA8	0x000000077FFFFFD3	0x0000000000000000
9037	0x0000007D00000000	0x000000063FFFFDA8	0x000000077FFFFFD3	0x0000000000000000
9038	0x0000006400000000	0x0000000500000000	0x0000000500000000	0x0000000000000000
9039	0x0000038400000000	0x0000000A00000000	0x000000007FFFFFFD	0x0000000000000000
9064	0x000000FA00000000	0x0000000500000000	0x0000000500000000	0x0000000000000000
9065	0x0000007D00000000	0x0000000500000000	0x0000000500000000	0x0000000000000000
9066	0x000000C800000000	0x0000000500000000	0x0000000500000000	0x0000000000000000
9067	0x000000AF00000000	0x0000000500000000	0x0000000500000000	0x0000000000000000
9068	0x000000FA00000000	0x0000000500000000	0x0000000500000000	0x0000000000000000
9080	0x000000FA00000000	0x0000000853332993	0x000000057FFFFFDF	0x0000000000000000
9100	0x0000003200000000	0x0000000853332993	0x0000000500000000	0x0000000000000000
9101	0x000000383FFFEAE8	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
9102	0x0000002800000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
9110	0x0000003200000000	0x000000068F5C2680	0x0000000000000000	0x0000000000000000
9111	0x000000383FFFEAE8	0x00000004EB851CE0	0x0000000000000000	0x0000000000000000
9112	0x0000002800000000	0x00000004EB851CE0	0x0000000000000000	0x0000000000000000
9190	0x0000003200000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
9199	0x0000003200000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
9200	0x0000007D00000000	0x0000000853332993	0x0000000500000000	0x0000000000000000
9201	0x0000008C9EB81D30	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
9202	0x0000006400000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
9203	0x0000009AAE1440E0	0x00000009266662F8	0x000000057FFFFFDF	0x0000000000000000
9204	0x0000006E00000000	0x00000006DFFFF80D	0x000000057FFFFFDF	0x0000000000000000
9205	0x000000B99EB80C50	0x0000000A4A3D6CC8	0x000000057FFFFFDF	0x0000000000000000
9290	0x0000007D00000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
9299	0x0000007D00000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
9300	0x0000007D00000000	0x0000000853332993	0x0000000500000000	0x0000000000000000
9301	0x0000008C9EB81D30	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
9302	0x0000006400000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
9303	0x000000C07FFFFB7D	0x00000009266662F8	0x000000057FFFFFDF	0x0000000000000000
9304	0x000000A500000000	0x00000006DFFFF80D	0x000000057FFFFFDF	0x0000000000000000
9305	0x000000FA00000000	0x00000009266662F8	0x000000057FFFFFDF	0x0000000000000000
9306	0x000000C000000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
9307	0x000000F100000000	0x0000000A4A3D6CC8	0x000000057FFFFFDF	0x0000000000000000
9308	0x000001F400000000	0x0000006400000000	0x0000000000000000	0x0000000000000000
9310	0x0000007D00000000	0x000000068F5C2680	0x0000000000000000	0x0000000000000000
9311	0x0000008C9FFF5D67	0x00000004EB851CE0	0x0000000000000000	0x0000000000000000
9312	0x0000006400000000	0x00000004EB851CE0	0x0000000000000000	0x0000000000000000
9313	0x000000C07FFFFB7D	0x0000000735C28CA8	0x0000000000000000	0x0000000000000000
9314	0x000000A500000000	0x0000000568F5C088	0x0000000000000000	0x0000000000000000
9315	0x000001F400000000	0x0000000C00000000	0x0000000000000000	0x0000000000000000
9316	0x000002BC00000000	0x0000001500000000	0x0000000000000000	0x0000000000000000
9317	0x0000119400000000	0x0000000900000000	0x0000000000000000	0x0000000000000000
9318	0x0000177000000000	0x0000000A00000000	0x0000000000000000	0x0000000000000000
9319	0x000001F400000000	0x0000000C00000000	0x0000000000000000	0x0000000000000000
9320	0x0000106800000000	0x0000000300000000	0x0000000000000000	0x0000000000000000
9321	0x0000119400000000	0x0000000900000000	0x0000000000000000	0x0000000000000000
9322	0x0000119400000000	0x0000000900000000	0x0000000000000000	0x0000000000000000
9323	0x0000119400000000	0x00000001D985BBB8	0x0000000000000000	0x0000000000000000
9330	0x00003A9800000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
9349	0x00003A9800000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
9391	0x0000007D00000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
9390	0x0000007D00000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
9398	0x0000007D00000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
9399	0x0000007D00000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
9400	0x0000012C00000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
9401	0x0000007D00000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
9402	0x0000007D00000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
9403	0x0000007D00000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
9404	0x000006D600000000	0x0000000B7FFFFFBB	0x0000000000000000	0x0000000000000000
9405	0x000033B300000000	0x0000001E00000000	0x0000000000000000	0x0000000000000000
9406	0x000033B300000000	0x0000002400000000	0x0000000000000000	0x0000000000000000
9410	0x0000006400000000	0x000000013FFFFF88	0x0000000500000000	0x0000000000000000
9411	0x0000006400000000	0x0000000E00000000	0x0000000000000000	0x0000000000000000
9420	0x000000DC00000000	0x000000037FFFFFEB	0x0000000500000000	0x0000000000000000
9497	0x0000010000000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
9498	0x0000010000000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
9499	0x0000010000000000	0x000000077FFFFFD3	0x0000000000000000	0x0000000000000000
9522	0x0000006400000000	0x0000000900000000	0x0000000500000000	0x0000000000000000
9523	0x0000003C00000000	0x0000000566666646	0x0000000300000000	0x0000000000000000
9524	0x0000004AE66664A5	0x00000006CCCCCCA4	0x00000003CCCCCCB6	0x0000000000000000
9525	0x0000006400000000	0x0000000900000000	0x0000000500000000	0x0000000000000000
9526	0x0000006400000000	0x0000000900000000	0x0000000500000000	0x0000000000000000
9527	0x0000006400000000	0x0000000900000000	0x0000000500000000	0x0000000000000000
9528	0x00000031E666653B	0x000000047FFFFFE5	0x000000027FFFFFF1	0x0000000000000000
9529	0x0000006400000000	0x0000000900000000	0x0000000500000000	0x0000000000000000
9530	0x0000003C00000000	0x0000000566666646	0x0000000300000000	0x0000000000000000
9531	0x0000005000000000	0x0000000733333308	0x0000000400000000	0x0000000000000000
9532	0x0000006400000000	0x0000000900000000	0x0000000500000000	0x0000000000000000
9533	0x00000072E66663B5	0x0000000A66666628	0x00000005CCCCCCAA	0x0000000000000000
9534	0x00000031E666653B	0x000000047FFFFFE5	0x000000027FFFFFF1	0x0000000000000000
9535	0x0000007D00000000	0x0000000B4CCCCC89	0x000000064CCCCCA7	0x0000000000000000
9536	0x0000003200000000	0x0000000600000000	0x0000000500000000	0x0000000000000000
9537	0x0000001E00000000	0x0000000399999984	0x0000000300000000	0x0000000000000000
9538	0x0000002500000000	0x000000047FFFFFE5	0x00000003BFFFFE98	0x0000000000000000
9539	0x0000003200000000	0x0000000600000000	0x0000000500000000	0x0000000000000000
9540	0x0000001E00000000	0x0000000399999984	0x0000000300000000	0x0000000000000000
9541	0x000000A000000000	0x0000000733333308	0x0000000100000000	0x0000000000000000
9542	0x0000005F3AE123F8	0x00000005B3333311	0x00000000CA3D7058	0x0000000000000000
9543	0x0000007707ADE7D8	0x0000000733333308	0x00000000FD70A378	0x0000000000000000
9544	0x000000BE7332EBC8	0x0000000B66666622	0x00000001970A3CD8	0x0000000000000000
9545	0x0000005F75C26B90	0x00000005B3333311	0x00000000CCCCCCC8	0x0000000000000000
9547	0x0000006400000000	0x0000000900000000	0x0000000500000000	0x0000000000000000
9701	0x0000003F00000000	0x0000000D00000000	0x0000000300000000	0x0000000000000000
9702	0x0000009600000000	0x0000000C00000000	0x000000077FFFFFD3	0x0000000000000000
9703	0x0000009600000000	0x000000077FFFFFD3	0x000000077FFFFFD3	0x0000000000000000
9704	0x000003E800000000	0x0000000A00000000	0x000000007FFFFFFD	0x0000000000000000
9711	0x0000003F00000000	0x0000000D00000000	0x0000000300000000	0x0000000000000000
9712	0x0000007D00000000	0x0000000C00000000	0x000000077FFFFFD3	0x0000000000000000
9713	0x0000007D00000000	0x000000077FFFFFD3	0x000000077FFFFFD3	0x0000000000000000
9721	0x0000003F00000000	0x0000000D00000000	0x0000000300000000	0x0000000000000000
9722	0x0000009600000000	0x0000000C00000000	0x000000077FFFFFD3	0x0000000000000000
9723	0x0000009600000000	0x000000077FFFFFD3	0x000000077FFFFFD3	0x0000000000000000
9724	0x000003E800000000	0x0000000A00000000	0x000000007FFFFFFD	0x0000000000000000
9731	0x0000003F00000000	0x0000000D00000000	0x0000000300000000	0x0000000000000000
9732	0x0000007D00000000	0x0000000C00000000	0x000000077FFFFFD3	0x0000000000000000
9733	0x0000007D00000000	0x000000077FFFFFD3	0x000000077FFFFFD3	0x0000000000000000
9734	0x0000012C00000000	0x000000027FFFFFF1	0x000000027FFFFFF1	0x0000000000000000
9735	0x0000038400000000	0x000000027FFFFFF1	0x000000027FFFFFF1	0x0000000000000000
9741	0x0000003F00000000	0x0000000D00000000	0x0000000300000000	0x0000000000000000
9742	0x0000007D00000000	0x0000000C00000000	0x000000077FFFFFD3	0x0000000000000000
9743	0x0000007D00000000	0x000000077FFFFFD3	0x000000077FFFFFD3	0x0000000000000000
9744	0x000003E800000000	0x0000000A00000000	0x000000007FFFFFFD	0x0000000000000000
9751	0x0000003F00000000	0x0000000D00000000	0x0000000300000000	0x0000000000000000
9752	0x0000007D00000000	0x0000000C00000000	0x000000077FFFFFD3	0x0000000000000000
9753	0x0000007D00000000	0x000000077FFFFFD3	0x000000077FFFFFD3	0x0000000000000000
9754	0x000003E800000000	0x0000000A00000000	0x000000007FFFFFFD	0x0000000000000000
9801	0x0000DEA800000000	0x0000006400000000	0x0000012C00000000	0x0000000000000000
9802	0x00002EE000000000	0x0000008C00000000	0x0000012C00000000	0x0000000000000000
9803	0x0001388000000000	0x0000006400000000	0x0000012C00000000	0x0000000000000000
60001	0x0000271000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000
60002	0x0000271000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000
60003	0x0000271000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000
60004	0x0000271000000000	0x000000027FFFFFF1	0x0000000500000000	0x000000012147ADA8
60005	0x0000271000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000
60010	0x0000000000000000	0x0000000000000000	0x0000000000000000	0x0000000000000000
81100	0x0000012C00000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
81200	0x0000006400000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
81300	0x0000012C00000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
81310	0x0000006400000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
81400	0x0000041A00000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
81410	0x0000001E00000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
81420	0x0000012C00000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
81430	0x0000012C00000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
81500	0x0000012C00000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
81600	0x0000012C00000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
81700	0x0000012C00000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
81800	0x0000012C00000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
81900	0x000000C800000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
82100	0x0000012C00000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
82150	0x0000012C00000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
82151	0x0000034800000000	0x0000000200000000	0x00000000028F5C28	0x0000000000000000
82160	0x0000000D00000000	0x0000000400000000	0x0000000500000000	0x0000000000000000
82161	0x0000000F00000000	0x0000000400000000	0x0000000200000000	0x0000000000000000
83100	0x000000C800000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
83101	0x0000060E00000000	0x0000000200000000	0x0000000033333332	0x0000000000000000
83110	0x0000006400000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
83500	0x000001C200000000	0x000000037FFFFFEB	0x0000000500000000	0x0000000000000000
83520	0x0000019000000000	0x0000000300000000	0x0000000500000000	0x0000000000000000
83521	0x000005F000000000	0x0000000200000000	0x0000000033333332	0x0000000000000000
83600	0x000001F400000000	0x0000000500000000	0x0000000500000000	0x0000000000000000
83601	0x0000035200000000	0x000000043FFFFE68	0x00000000028F5C28	0x0000000000000000
83602	0x000005DC00000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
83610	0x0000028A00000000	0x000000063FFFFDA8	0x0000000500000000	0x0000000000000000
83700	0x000001C200000000	0x0000000400000000	0x0000000500000000	0x0000000000000000
83705	0x0000076200000000	0x0000000200000000	0x0000000000000000	0x0000000000000000
83710	0x0000038400000000	0x00000006BFFFFD78	0x0000000500000000	0x0000000000000000
83712	0x0000038400000000	0x000000037FFFFFEB	0x000000010CCCCC68	0x0000000000000000
83713	0x0000038400000000	0x000000078F5C2620	0x0000000047AE1460	0x0000000000000000
83714	0x00003A9800000000	0x000000056C841B48	0x0000000000000000	0x0000000000000000
84100	0x0000038400000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
84110	0x0000038400000000	0x0000000500000000	0x0000000000000000	0x0000000000000000
84101	0x0000038400000000	0x0000000A00000000	0x0000000000000000	0x0000000000000000
84111	0x0000038400000000	0x0000000A00000000	0x0000000000000000	0x0000000000000000
84120	0x00000B2400000000	0x0000000300000000	0x0000000000000000	0x0000000000000000
84130	0x00000B2400000000	0x0000000300000000	0x0000000000000000	0x0000000000000000
