Id	TemplateId	Count	Params[0]	Params[1]	Params[2]
12143	8930004	1			
12144	8930005	1			
12145	8930006	1			
12146	8930007	1			
12147	8930008	1			
12148	8930009	1			
12149	8930010	1			
12150	8930011	1			
12151	8930012	1			
12152	8930013	1			
12153	8930014	1			
12154	8930015	1			
12155	8930016	1			
12160	1011003	1	1	3	1
12161	1031003	1	1	3	1
12162	1061003	1	1	3	1
12163	1071003	1	1	3	1
12164	1051003	1	1	3	1
12165	1021003	1	1	3	1
12166	1041003	1	1	3	1
12167	1021004	1	1	3	1
12168	1141003	1	1	3	1
12170	2261	1			
12171	2262	1			
12172	2263	1			
12173	2264	1			
12174	2265	1			
12175	2266	1			
12176	2267	1			
12177	2268	1			
12178	2269	1			
12179	2270	1			
12180	2271	1			
12181	2272	1			
12182	2273	1			
12183	2274	1			
12184	2275	1			
12185	2276	1			
12186	2277	1			
12190	8940001	1			
12191	8940002	1			
12192	8940003	1			
12193	8940004	1			
12194	8940005	1			
12195	8940006	1			
12196	8940007	1			
12197	8940008	1			
12198	8940009	1			
12199	8940010	1			
12200	8940011	1			
12201	8940012	1			
12202	8940013	1			
12203	8940014	1			
12204	8940015	1			
12205	8940016	1			
12206	8940017	1			
12210	6610305	1			
12211	6110305	1			
12212	6510305	1			
12213	6210305	1			
12214	6000204	1			
12215	6000304	1			
12216	6000404	1			
12217	6000704	1			
12218	6210204	1			
12219	6910104	1			
12220	6000105	1			
12221	6310106	1			
12222	6410104	1			
12223	6810304	1			
12224	6000604	1			
12230	1011003	1	1	3	1
12231	1031003	1	1	3	1
12232	1061003	1	1	3	1
12233	1071003	1	1	3	1
12234	1051003	1	1	3	1
12235	1021003	1	1	3	1
12236	1041003	1	1	3	1
12237	1021004	1	1	3	1
12238	1141003	1	1	3	1
12239	1171003	1	1	3	1
12240	9010227	1			
12250	2321	1			
12251	2322	1			
12252	2323	1			
12253	2324	1			
12254	2325	1			
12255	2326	1			
12256	2327	1			
12257	2328	1			
12258	2329	1			
12259	2330	1			
12260	2331	1			
12261	2332	1			
12262	2333	1			
12263	2334	1			
12264	2335	1			
12265	2336	1			
12266	2337	1			
12267	2338	1			
12268	2339	1			
12270	8970001	1			
12271	8970002	1			
12272	8970003	1			
12273	8970004	1			
12274	8970005	1			
12275	8970006	1			
12276	8970007	1			
12277	8970008	1			
12278	8970009	1			
12279	8970010	1			
12280	8970011	1			
12281	8970012	1			
12282	8970013	1			
12283	8970014	1			
12284	8970015	1			
12285	8970016	1			
12286	8970017	1			
12287	8970018	1			
12288	8970019	1			
12290	16050000	1			
12300	2350	1			
12301	2351	1			
12302	2352	1			
12303	2354	1			
12304	2355	1			
12305	2356	1			
12306	2357	1			
12307	2358	1			
12308	2359	1			
12309	2360	1			
12310	2361	1			
12311	2362	1			
12312	2363	1			
12313	2364	1			
12314	2365	1			
12315	2366	1			
12316	2367	1			
12317	2368	1			
12318	2369	1			
12320	8981001	1			
12321	8981002	1			
12322	8981003	1			
12323	8981005	1			
12324	8981006	1			
12325	8981007	1			
12326	8981008	1			
12327	8981009	1			
12328	8981010	1			
12329	8981011	1			
12330	8981012	1			
12331	8981013	1			
12332	8981014	1			
12333	8981015	1			
12334	8981016	1			
12335	8981017	1			
12336	8981018	1			
12337	8981019	1			
12338	8981020	1			
12340	2375	1			
12341	2376	1			
12342	2377	1			
12343	2378	1			
12344	2380	1			
12345	2381	1			
12346	2382	1			
12347	2383	1			
12348	2384	1			
12349	2385	1			
12350	2386	1			
12351	2387	1			
12352	2388	1			
12353	2389	1			
12354	2390	1			
12360	8981101	1			
12361	8981102	1			
12362	8981103	1			
12363	8981104	1			
12364	8981106	1			
12365	8981107	1			
12366	8981108	1			
12367	8981109	1			
12368	8981110	1			
12369	8981111	1			
12370	8981112	1			
12371	8981113	1			
12372	8981114	1			
12373	8981115	1			
12374	8981116	1			
12380	2402	1			
12381	2403	1			
12382	2404	1			
12383	2405	1			
12384	2406	1			
12385	2407	1			
12386	2408	1			
12387	2409	1			
12388	2410	1			
12389	2411	1			
12390	2412	1			
12391	2413	1			
12392	2414	1			
12393	2415	1			
12394	2416	1			
12395	2417	1			
12396	2418	1			
12397	2419	1			
12398	2420	1			
12400	8981401	1			
12401	8981402	1			
12402	8981403	1			
12403	8981404	1			
12404	8981405	1			
12405	8981406	1			
12406	8981407	1			
12407	8981408	1			
12408	8981409	1			
12409	8981410	1			
12410	8981411	1			
12411	8981412	1			
12412	8981413	1			
12413	8981414	1			
12414	8981415	1			
12415	8981416	1			
12416	8981417	1			
12417	8981418	1			
12418	8981419	1			
12420	515	1			
12421	516	1			
12422	517	1			
12423	521	1			
12424	523	1			
12425	522	1			
12426	514	1			
12427	532	1			
12428	535	1			
12429	538	1			
12430	545	1			
12431	203	1			
12432	204	1			
12433	206	1			
12440	201	1			
12441	202	1			
12442	205	1			
12443	207	1			
12444	209	1			
12450	29	900			
12451	40103	28			
12452	40113	16			
12453	31104	79			
12454	40104	84			
12455	40114	48			
12456	40100	80			
12457	40110	64			
12458	31204	474			
12459	30014	25			
12460	12	352			
12461	1	5000000			
12462	1011003	1	1	3	1
12463	1031003	1	1	3	1
12464	1061003	1	1	3	1
12465	1071003	1	1	3	1
12466	1051003	1	1	3	1
12467	1021003	1	1	3	1
12468	1041003	1	1	3	1
12469	1021004	1	1	3	1
12470	1141003	1	1	3	1
12471	1171003	1	1	3	1
12480	1011003	1	1	3	1
12481	1031003	1	1	3	1
12482	1061003	1	1	3	1
12483	1071003	1	1	3	1
12484	1051003	1	1	3	1
12485	1021003	1	1	3	1
12486	1041003	1	1	3	1
12487	1021004	1	1	3	1
12488	1141003	1	1	3	1
12489	1171003	1	1	3	1
12490	1121003	1	1	3	1
12491	1131003	1	1	3	1
12492	1031004	1	1	3	1
12493	1531004	1	1	3	1
12500	94038	1			
12510	16030000	1			
12511	16040000	1			
12512	16060000	1			
12513	16080000	1			
12514	16100000	1			
12515	16110000	1			
12520	16010000	1			
12521	16020000	1			
12522	16050000	1			
12523	16070000	1			
12524	16090000	1			
12530	1031003	1	1	3	1
12531	1011003	1	1	3	1
12532	1071003	1	1	3	1
12533	1061003	1	1	3	1
12534	1051003	1	1	3	1
12535	1021003	1	1	3	1
12536	1041003	1	1	3	1
12537	1021004	1	1	3	1
12538	1141003	1	1	3	1
12539	1171003	1	1	3	1
12540	1061002	1	1	2	1
12541	1091002	1	1	2	1
12542	1121002	1	1	2	1
12543	1161002	1	1	2	1
12544	1221002	1	1	2	1
12550	1031002	1	1	2	1
12551	1111002	1	1	2	1
12552	1131002	1	1	2	1
12553	1211002	1	1	2	1
12560	2036001	1	1	0	
12561	2016002	1	1	0	
12562	2076002	1	1	0	
12563	2066002	1	1	0	
12564	2056002	1	1	0	
12565	2026004	1	1	0	
12566	2046002	1	1	0	
12567	2026005	1	1	0	
12568	2116001	1	1	0	
12569	2176001	1	1	0	
12570	2035001	1	1	0	
12571	2015001	1	1	0	
12572	2075001	1	1	0	
12573	2065001	1	1	0	
12574	2055001	1	1	0	
12575	2025001	1	1	0	
12576	2045001	1	1	0	
12577	2115001	1	1	0	
12578	2175001	1	1	0	
12580	2035001	1	1	0	
12581	2015001	1	1	0	
12582	2075001	1	1	0	
12583	2065001	1	1	0	
12584	2055001	1	1	0	
12590	2065001	1	1	0	
12591	2095001	1	1	0	
12592	2145001	1	1	0	
12593	2215001	1	1	0	
12600	2035001	1	1	0	
12601	2015001	1	1	0	
12602	2025001	1	1	0	
12603	2185001	1	1	0	
12610	3015002	1	1	0	
12611	3045002	1	1	0	
12620	3016011	1	1	0	
12621	3046011	1	1	0	
12630	3026007	1	1	0	
12631	3036007	1	1	0	
12632	3056007	1	1	0	
12633	3066007	1	1	0	
12640	9010239	1			
12650	2460	1			
12651	2461	1			
12652	2462	1			
12653	2463	1			
12654	2464	1			
12655	2465	1			
12656	2466	1			
12657	2467	1			
12658	2468	1			
12659	2469	1			
12660	2470	1			
12661	2471	1			
12662	2472	1			
12663	2473	1			
12664	2474	1			
12665	2475	1			
12670	8981801	1			
12671	8981802	1			
12672	8981803	1			
12673	8981804	1			
12674	8981805	1			
12675	8981806	1			
12676	8981807	1			
12677	8981808	1			
12678	8981809	1			
12679	8981810	1			
12680	8981811	1			
12681	8981812	1			
12682	8981813	1			
12683	8981814	1			
12684	8981815	1			
12685	8981816	1			
12690	523	1			
12691	535	1			
12700	2492	1			
12701	2493	1			
12702	2494	1			
12703	2495	1			
12704	2496	1			
12705	2497	1			
12706	2498	1			
12707	2499	1			
12708	2500	1			
12709	2501	1			
12710	2502	1			
12711	2503	1			
12712	2504	1			
12713	2505	1			
12714	2506	1			
12715	2507	1			
12716	2508	1			
12717	2509	1			
12718	2510	1			
12720	8982001	1			
12721	8982002	1			
12722	8982003	1			
12723	8982004	1			
12724	8982005	1			
12725	8982006	1			
12726	8982007	1			
12727	8982008	1			
12728	8982009	1			
12729	8982010	1			
12730	8982011	1			
12731	8982012	1			
12732	8982013	1			
12733	8982014	1			
12734	8982015	1			
12735	8982016	1			
12736	8982017	1			
12737	8982018	1			
12738	8982019	1			
12740	1011003	1	1	3	1
12741	1031003	1	1	3	1
12742	1061003	1	1	3	1
12743	1071003	1	1	3	1
12744	1051003	1	1	3	1
12745	1021003	1	1	3	1
12746	1041003	1	1	3	1
12747	1021004	1	1	3	1
12748	1141003	1	1	3	1
12749	1171003	1	1	3	1
12750	1121003	1	1	3	1
12751	1131003	1	1	3	1
12752	1031004	1	1	3	1
12753	1531004	1	1	3	1
12754	1051004	1	1	3	1
12755	1071004	1	1	3	1
12760	2512	1			
12761	2513	1			
12762	2514	1			
12763	2515	1			
12764	2516	1			
12765	2517	1			
12766	2518	1			
12767	2519	1			
12768	2520	1			
12769	2521	1			
12770	2522	1			
12771	2523	1			
12772	2524	1			
12773	2525	1			
12774	2526	1			
12775	2527	1			
12776	2528	1			
12777	2529	1			
12780	8982101	1			
12781	8982102	1			
12782	8982103	1			
12783	8982104	1			
12784	8982105	1			
12785	8982106	1			
12786	8982107	1			
12787	8982108	1			
12788	8982109	1			
12789	8982110	1			
12790	8982111	1			
12791	8982112	1			
12792	8982113	1			
12793	8982114	1			
12794	8982115	1			
12795	8982116	1			
12796	8982117	1			
12797	8982118	1			
12800	515	1			
12801	516	1			
12802	517	1			
12803	521	1			
12804	523	1			
12805	535	1			
12820	2533	1			
12821	2534	1			
12822	2535	1			
12823	2536	1			
12824	2537	1			
12825	2538	1			
12826	2539	1			
12827	2540	1			
12828	2541	1			
12829	2542	1			
12830	2543	1			
12831	2544	1			
12832	2545	1			
12833	2546	1			
12834	2547	1			
12835	2548	1			
12836	2549	1			
12837	2550	1			
12838	2551	1			
12840	8982201	1			
12841	8982202	1			
12842	8982203	1			
12843	8982204	1			
12844	8982205	1			
12845	8982206	1			
12846	8982207	1			
12847	8982208	1			
12848	8982209	1			
12849	8982210	1			
12850	8982211	1			
12851	8982212	1			
12852	8982213	1			
12853	8982214	1			
12854	8982215	1			
12855	8982216	1			
12856	8982217	1			
12857	8982218	1			
12858	8982219	1			
12860	16030000	1			
12861	16040000	1			
12862	16060000	1			
12863	16080000	1			
12864	16100000	1			
12865	16110000	1			
12866	16120000	1			
12867	16130000	1			
12868	16140000	1			
13000	50000	250			
18000	9010211	1			
18010	9010221	1			
18020	9010225	1			
18030	9010237	1			
18040	9010244	1			
21042	40103	2			
21052	40103	4			
21062	40103	5			
21072	40103	5			
21113	40104	1			
21123	40104	2			
21133	40104	2			
21143	40104	2			
21183	40104	1			
21193	40104	2			
21203	40104	2			
21213	40104	2			
21253	40104	1			
21263	40104	2			
21273	40104	2			
21283	40104	2			
21323	40104	1			
21333	40104	2			
21343	40104	2			
21353	40104	2			
21393	40104	1			
21403	40104	2			
21413	40104	2			
21423	40104	2			
21463	40104	1			
21473	40104	2			
21483	40104	2			
21493	40104	2			
22041	40100	2			
22042	40103	2			
22051	40100	4			
22052	40103	4			
22061	40100	5			
22062	40103	5			
22071	40100	5			
22072	40103	5			
22111	40100	1			
22113	40104	1			
22121	40100	2			
22123	40104	2			
22131	40100	2			
22133	40104	2			
22141	40100	2			
22143	40104	2			
22181	40100	1			
22183	40104	1			
22191	40100	2			
22193	40104	2			
22201	40100	2			
22203	40104	2			
22211	40100	2			
22213	40104	2			
22251	40100	1			
22253	40104	1			
22261	40100	2			
22263	40104	2			
22271	40100	2			
22273	40104	2			
22281	40100	2			
22283	40104	2			
22321	40100	1			
22323	40104	1			
22331	40100	2			
22333	40104	2			
22341	40100	2			
22343	40104	2			
22351	40100	2			
22353	40104	2			
22391	40100	1			
22393	40104	1			
22401	40100	2			
22403	40104	2			
22411	40100	2			
22413	40104	2			
22421	40100	2			
22423	40104	2			
22461	40100	1			
22463	40104	1			
22471	40100	2			
22473	40104	2			
22481	40100	2			
22483	40104	2			
22491	40100	2			
22493	40104	2			
23041	40110	1			
23042	40113	1			
23043	40100	1			
23044	40103	1			
23051	40110	2			
23052	40113	2			
23053	40100	2			
23054	40103	2			
23061	40110	4			
23062	40113	4			
23063	40100	4			
23064	40103	4			
23071	40110	4			
23072	40113	4			
23073	40100	4			
23074	40103	4			
23121	40110	1			
23123	40114	1			
23125	40100	1			
23127	40104	1			
23131	40110	2			
23133	40114	2			
23135	40100	2			
23137	40104	2			
23141	40110	2			
23143	40114	2			
23145	40100	2			
23147	40104	2			
23191	40110	1			
23193	40114	1			
23195	40100	1			
23197	40104	1			
23201	40110	2			
23203	40114	2			
23205	40100	2			
23207	40104	2			
23211	40110	2			
23213	40114	2			
23215	40100	2			
23217	40104	2			
23261	40110	1			
23263	40114	1			
23265	40100	1			
23267	40104	1			
23271	40110	2			
23273	40114	2			
23275	40100	2			
23277	40104	2			
23281	40110	2			
23283	40114	2			
23285	40100	2			
23287	40104	2			
23331	40110	1			
23333	40114	1			
23335	40100	1			
23337	40104	1			
23341	40110	2			
23343	40114	2			
23345	40100	2			
23347	40104	2			
23351	40110	2			
23353	40114	2			
23355	40100	2			
23357	40104	2			
23401	40110	1			
23403	40114	1			
23405	40100	1			
23407	40104	1			
23411	40110	2			
23413	40114	2			
23415	40100	2			
23417	40104	2			
23421	40110	2			
23423	40114	2			
23425	40100	2			
23427	40104	2			
23471	40110	1			
23473	40114	1			
23475	40100	1			
23477	40104	1			
23481	40110	2			
23483	40114	2			
23485	40100	2			
23487	40104	2			
23491	40110	2			
23493	40114	2			
23495	40100	2			
23497	40104	2			
24041	40110	2			
24042	40113	2			
24043	40100	1			
24044	40103	1			
24051	40110	5			
24052	40113	5			
24053	40100	2			
24054	40103	2			
24061	40110	7			
24062	40113	7			
24063	40100	4			
24064	40103	4			
24071	40110	7			
24072	40113	7			
24073	40100	4			
24074	40103	4			
24111	40110	1			
24113	40114	1			
24121	40110	2			
24123	40114	2			
24125	40100	1			
24127	40104	1			
24131	40110	3			
24133	40114	3			
24135	40100	2			
24137	40104	2			
24141	40110	3			
24143	40114	3			
24145	40100	2			
24147	40104	2			
24181	40110	1			
24183	40114	1			
24191	40110	2			
24193	40114	2			
24195	40100	1			
24197	40104	1			
24201	40110	3			
24203	40114	3			
24205	40100	2			
24207	40104	2			
24211	40110	3			
24213	40114	3			
24215	40100	2			
24217	40104	2			
24251	40110	1			
24253	40114	1			
24261	40110	2			
24263	40114	2			
24265	40100	1			
24267	40104	1			
24271	40110	3			
24273	40114	3			
24275	40100	2			
24277	40104	2			
24281	40110	3			
24283	40114	3			
24285	40100	2			
24287	40104	2			
24321	40110	1			
24323	40114	1			
24331	40110	2			
24333	40114	2			
24335	40100	1			
24337	40104	1			
24341	40110	3			
24343	40114	3			
24345	40100	2			
24347	40104	2			
24351	40110	3			
24353	40114	3			
24355	40100	2			
