SkillLevelId	Ability
15632807	0
15632808	0
15632809	0
15632810	0
15632811	0
15632812	0
15632813	0
15632814	0
15632815	0
15632816	0
15632817	0
15632818	0
15632819	0
15632820	0
15632821	0
15632822	0
15632823	0
15632824	0
15632825	0
15632826	0
15632827	0
15632828	0
15632829	0
15632830	0
15632831	0
15632832	0
15632833	0
15632834	0
15632835	0
15632901	0
15632902	0
15632903	0
15632904	0
15632905	0
15632906	0
15632907	0
15632908	0
15632909	0
15632910	0
15632911	0
15632912	0
15632913	0
15632914	0
15632915	0
15632916	0
15632917	0
15632918	0
15632919	0
15632920	0
15632921	0
15632922	0
15632923	0
15632924	0
15632925	0
15632926	0
15632927	0
15632928	0
15632929	0
15632930	0
15632931	0
15632932	0
15632933	0
15632934	0
15632935	0
15633001	0
15633101	0
15633201	0
10122801	0
10122802	0
10122803	0
10122804	0
10122805	0
10122806	0
10122807	0
10122808	0
10122809	0
10122810	0
10122811	0
10122812	0
10122813	0
10122814	0
10122815	0
10122816	0
10122817	0
10122818	0
10122819	0
10122820	0
10122821	0
10122822	0
10122823	0
10122824	0
10122825	0
10122826	0
10122827	0
10122828	0
10122829	0
10122830	0
10122831	0
10122832	0
10122833	0
10122834	0
10122835	0
10122901	0
10122902	0
10122903	0
10122904	0
10122905	0
10122906	0
10122907	0
10122908	0
10122909	0
10122910	0
10122911	0
10122912	0
10122913	0
10122914	0
10122915	0
10122916	0
10122917	0
10122918	0
10122919	0
10122920	0
10122921	0
10122922	0
10122923	0
10122924	0
10122925	0
10122926	0
10122927	0
10122928	0
10122929	0
10122930	0
10122931	0
10122932	0
10122933	0
10122934	0
10122935	0
10123001	0
10123002	0
10123003	0
10123004	0
10123005	0
10123006	0
10123007	0
10123008	0
10123009	0
10123010	0
10123011	0
10123012	0
10123013	0
10123014	0
10123015	0
10123016	0
10123017	0
10123018	0
10123019	0
10123020	0
10123021	0
10123022	0
10123023	0
10123024	0
10123025	0
10123026	0
10123027	0
10123028	0
10123029	0
10123030	0
10123031	0
10123032	0
10123033	0
10123034	0
10123035	0
15132801	0
15132802	0
15132803	0
15132804	0
15132805	0
15132806	0
15132807	0
15132808	0
15132809	0
15132810	0
15132811	0
15132812	0
15132813	0
15132814	0
15132815	0
15132816	0
15132817	0
15132818	0
15132819	0
15132820	0
15132821	0
15132822	0
15132823	0
15132824	0
15132825	0
15132826	0
15132827	0
15132828	0
15132829	0
15132830	0
15132831	0
15132832	0
15132833	0
15132834	0
15132835	0
15132901	0
15132902	0
15132903	0
15132904	0
15132905	0
15132906	0
15132907	0
15132908	0
15132909	0
15132910	0
15132911	0
15132912	0
15132913	0
15132914	0
15132915	0
15132916	0
15132917	0
15132918	0
15132919	0
15132920	0
15132921	0
15132922	0
15132923	0
15132924	0
15132925	0
15132926	0
15132927	0
15132928	0
15132929	0
15132930	0
15132931	0
15132932	0
15132933	0
15132934	0
15132935	0
15133001	0
15133101	0
15133201	0
10322801	0
10322802	0
10322803	0
10322804	0
10322805	0
10322806	0
10322807	0
10322808	0
10322809	0
10322810	0
10322811	0
10322812	0
10322813	0
10322814	0
10322815	0
10322816	0
10322817	0
10322818	0
10322819	0
10322820	0
10322821	0
10322822	0
10322823	0
10322824	0
10322825	0
10322826	0
10322827	0
10322828	0
10322829	0
10322830	0
10322831	0
10322832	0
10322833	0
10322834	0
10322835	0
10322901	0
10322902	0
10322903	0
10322904	0
10322905	0
10322906	0
10322907	0
10322908	0
10322909	0
10322910	0
10322911	0
10322912	0
10322913	0
10322914	0
10322915	0
10322916	0
10322917	0
10322918	0
10322919	0
10322920	0
10322921	0
10322922	0
10322923	0
10322924	0
10322925	0
10322926	0
10322927	0
10322928	0
10322929	0
10322930	0
10322931	0
10322932	0
10322933	0
10322934	0
10322935	0
10323001	0
10323002	0
10323003	0
10323004	0
10323005	0
10323006	0
10323007	0
10323008	0
10323009	0
10323010	0
10323011	0
10323012	0
10323013	0
10323014	0
10323015	0
10323016	0
10323017	0
10323018	0
10323019	0
10323020	0
10323021	0
10323022	0
10323023	0
10323024	0
10323025	0
10323026	0
10323027	0
10323028	0
10323029	0
10323030	0
10323031	0
10323032	0
10323033	0
10323034	0
10323035	0
15732801	0
15732802	0
15732803	0
15732804	0
15732805	0
15732806	0
15732807	0
15732808	0
15732809	0
15732810	0
15732811	0
15732812	0
15732813	0
15732814	0
15732815	0
15732816	0
15732817	0
15732818	0
15732819	0
15732820	0
15732821	0
15732822	0
15732823	0
15732824	0
15732825	0
15732826	0
15732827	0
15732828	0
15732829	0
15732830	0
15732831	0
15732832	0
15732833	0
15732834	0
15732835	0
15732901	0
15732902	0
15732903	0
15732904	0
15732905	0
15732906	0
15732907	0
15732908	0
15732909	0
15732910	0
15732911	0
15732912	0
15732913	0
15732914	0
15732915	0
15732916	0
15732917	0
15732918	0
15732919	0
15732920	0
15732921	0
15732922	0
15732923	0
15732924	0
15732925	0
15732926	0
15732927	0
15732928	0
15732929	0
15732930	0
15732931	0
15732932	0
15732933	0
15732934	0
15732935	0
15733001	0
15733101	0
15733201	0
15232801	0
15232802	0
15232803	0
15232804	0
15232805	0
15232806	0
15232807	0
15232808	0
15232809	0
15232810	0
15232811	0
15232812	0
15232813	0
15232814	0
15232815	0
15232816	0
15232817	0
15232818	0
15232819	0
15232820	0
15232821	0
15232822	0
15232823	0
15232824	0
15232825	0
15232826	0
15232827	0
15232828	0
15232829	0
15232830	0
15232831	0
15232832	0
15232833	0
15232834	0
15232835	0
15232901	0
15232902	0
15232903	0
15232904	0
15232905	0
15232906	0
15232907	0
15232908	0
15232909	0
15232910	0
15232911	0
15232912	0
15232913	0
15232914	0
15232915	0
15232916	0
15232917	0
15232918	0
15232919	0
15232920	0
15232921	0
15232922	0
15232923	0
15232924	0
15232925	0
15232926	0
15232927	0
15232928	0
15232929	0
15232930	0
15232931	0
15232932	0
15232933	0
15232934	0
15232935	0
15233001	0
15233101	0
15233201	0
10832801	0
10832802	0
10832803	0
10832804	0
10832805	0
10832806	0
10832807	0
10832808	0
10832809	0
10832810	0
10832811	0
10832812	0
10832813	0
10832814	0
10832815	0
10832816	0
10832817	0
10832818	0
10832819	0
10832820	0
10832821	0
10832822	0
10832823	0
10832824	0
10832825	0
10832826	0
10832827	0
10832828	0
10832829	0
10832830	0
10832831	0
10832832	0
10832833	0
10832834	0
10832835	0
10832901	0
10832902	0
10832903	0
10832904	0
10832905	0
10832906	0
10832907	0
10832908	0
10832909	0
10832910	0
10832911	0
10832912	0
10832913	0
10832914	0
10832915	0
10832916	0
10832917	0
10832918	0
10832919	0
10832920	0
10832921	0
10832922	0
10832923	0
10832924	0
10832925	0
10832926	0
10832927	0
10832928	0
10832929	0
10832930	0
10832931	0
10832932	0
10832933	0
10832934	0
10832935	0
10833001	0
10833002	0
10833003	0
10833004	0
10833005	0
10833006	0
10833007	0
10833008	0
10833009	0
10833010	0
10833011	0
10833012	0
10833013	0
10833014	0
10833015	0
10833016	0
10833017	0
10833018	0
10833019	0
10833020	0
10833021	0
10833022	0
10833023	0
10833024	0
10833025	0
10833026	0
10833027	0
10833028	0
10833029	0
10833030	0
10833031	0
10833032	0
10833033	0
10833034	0
10833035	0
11432801	0
11432802	0
11432803	0
11432804	0
11432805	0
11432806	0
11432807	0
11432808	0
11432809	0
11432810	0
11432811	0
11432812	0
11432813	0
11432814	0
11432815	0
11432816	0
11432817	0
11432818	0
11432819	0
11432820	0
11432821	0
11432822	0
11432823	0
11432824	0
11432825	0
11432826	0
11432827	0
11432828	0
11432829	0
11432830	0
11432831	0
11432832	0
11432833	0
11432834	0
11432835	0
11432901	0
11432902	0
11432903	0
11432904	0
11432905	0
11432906	0
11432907	0
11432908	0
11432909	0
11432910	0
11432911	0
11432912	0
11432913	0
11432914	0
11432915	0
11432916	0
11432917	0
11432918	0
11432919	0
11432920	0
11432921	0
11432922	0
11432923	0
11432924	0
11432925	0
11432926	0
11432927	0
11432928	0
11432929	0
11432930	0
11432931	0
11432932	0
11432933	0
11432934	0
11432935	0
11433001	0
11433002	0
11433003	0
11433004	0
11433005	0
11433006	0
11433007	0
11433008	0
11433009	0
11433010	0
11433011	0
11433012	0
11433013	0
11433014	0
11433015	0
11433016	0
11433017	0
11433018	0
11433019	0
11433020	0
11433021	0
11433022	0
11433023	0
11433024	0
11433025	0
11433026	0
11433027	0
11433028	0
11433029	0
11433030	0
11433031	0
11433032	0
11433033	0
11433034	0
11433035	0
15332801	0
15332802	0
15332803	0
15332804	0
15332805	0
15332806	0
15332807	0
15332808	0
15332809	0
15332810	0
15332811	0
15332812	0
15332813	0
15332814	0
15332815	0
15332816	0
15332817	0
15332818	0
15332819	0
15332820	0
15332821	0
15332822	0
15332823	0
15332824	0
15332825	0
15332826	0
15332827	0
15332828	0
15332829	0
15332830	0
15332831	0
15332832	0
15332833	0
15332834	0
15332835	0
15332901	0
15332902	0
15332903	0
15332904	0
15332905	0
15332906	0
15332907	0
15332908	0
15332909	0
15332910	0
15332911	0
15332912	0
15332913	0
15332914	0
15332915	0
15332916	0
15332917	0
15332918	0
15332919	0
15332920	0
15332921	0
15332922	0
15332923	0
15332924	0
15332925	0
15332926	0
15332927	0
15332928	0
15332929	0
15332930	0
15332931	0
15332932	0
15332933	0
15332934	0
15332935	0
15333001	0
15333101	0
15333201	0
11332801	0
11332802	0
11332803	0
11332804	0
11332805	0
11332806	0
11332807	0
11332808	0
11332809	0
11332810	0
11332811	0
11332812	0
11332813	0
11332814	0
11332815	0
11332816	0
11332817	0
11332818	0
11332819	0
11332820	0
11332821	0
11332822	0
11332823	0
11332824	0
11332825	0
11332826	0
11332827	0
11332828	0
11332829	0
11332830	0
11332831	0
11332832	0
11332833	0
11332834	0
11332835	0
11332901	0
11332902	0
11332903	0
11332904	0
11332905	0
11332906	0
11332907	0
11332908	0
11332909	0
11332910	0
11332911	0
11332912	0
11332913	0
11332914	0
11332915	0
11332916	0
11332917	0
11332918	0
11332919	0
11332920	0
11332921	0
11332922	0
11332923	0
11332924	0
11332925	0
11332926	0
11332927	0
11332928	0
11332929	0
11332930	0
11332931	0
11332932	0
11332933	0
11332934	0
11332935	0
11333001	0
11333002	0
11333003	0
11333004	0
11333005	0
11333006	0
11333007	0
11333008	0
11333009	0
11333010	0
11333011	0
11333012	0
11333013	0
11333014	0
11333015	0
11333016	0
11333017	0
11333018	0
11333019	0
11333020	0
11333021	0
11333022	0
11333023	0
11333024	0
11333025	0
11333026	0
11333027	0
11333028	0
11333029	0
11333030	0
11333031	0
11333032	0
11333033	0
11333034	0
11333035	0
10532801	0
10532802	0
10532803	0
10532804	0
10532805	0
10532806	0
10532807	0
10532808	0
10532809	0
10532810	0
10532811	0
10532812	0
10532813	0
10532814	0
10532815	0
10532816	0
10532817	0
10532818	0
10532819	0
10532820	0
10532821	0
10532822	0
10532823	0
10532824	0
10532825	0
10532826	0
10532827	0
10532828	0
10532829	0
10532830	0
10532831	0
10532832	0
10532833	0
10532834	0
10532835	0
10532901	0
10532902	0
10532903	0
10532904	0
10532905	0
10532906	0
10532907	0
10532908	0
10532909	0
10532910	0
10532911	0
10532912	0
10532913	0
10532914	0
10532915	0
10532916	0
10532917	0
10532918	0
10532919	0
10532920	0
10532921	0
10532922	0
10532923	0
10532924	0
10532925	0
10532926	0
10532927	0
10532928	0
10532929	0
10532930	0
10532931	0
10532932	0
10532933	0
10532934	0
10532935	0
10533001	0
10533002	0
10533003	0
10533004	0
10533005	0
10533006	0
10533007	0
10533008	0
10533009	0
10533010	0
10533011	0
10533012	0
10533013	0
10533014	0
10533015	0
10533016	0
10533017	0
10533018	0
10533019	0
10533020	0
10533021	0
10533022	0
10533023	0
10533024	0
10533025	0
10533026	0
10533027	0
10533028	0
10533029	0
10533030	0
10533031	0
10533032	0
10533033	0
10533034	0
10533035	0
10232801	0
10232802	0
10232803	0
10232804	0
10232805	0
10232806	0
10232807	0
10232808	0
10232809	0
10232810	0
10232811	0
10232812	0
10232813	0
10232814	0
10232815	0
10232816	0
10232817	0
10232818	0
10232819	0
10232820	0
10232821	0
10232822	0
10232823	0
10232824	0
10232825	0
10232826	0
10232827	0
10232828	0
10232829	0
10232830	0
10232831	0
10232832	0
10232833	0
10232834	0
10232835	0
10232901	0
10232902	0
10232903	0
10232904	0
10232905	0
10232906	0
10232907	0
10232908	0
10232909	0
10232910	0
10232911	0
10232912	0
10232913	0
10232914	0
10232915	0
10232916	0
10232917	0
10232918	0
10232919	0
10232920	0
10232921	0
10232922	0
10232923	0
10232924	0
10232925	0
10232926	0
10232927	0
10232928	0
10232929	0
10232930	0
10232931	0
10232932	0
10232933	0
10232934	0
10232935	0
10233001	0
10233002	0
10233003	0
10233004	0
10233005	0
10233006	0
10233007	0
10233008	0
10233009	0
10233010	0
10233011	0
10233012	0
10233013	0
10233014	0
10233015	0
10233016	0
10233017	0
10233018	0
10233019	0
10233020	0
10233021	0
10233022	0
10233023	0
10233024	0
10233025	0
10233026	0
10233027	0
10233028	0
10233029	0
10233030	0
10233031	0
10233032	0
10233033	0
10233034	0
10233035	0
10432801	0
10432802	0
10432803	0
10432804	0
10432805	0
10432806	0
10432807	0
10432808	0
10432809	0
10432810	0
10432811	0
10432812	0
10432813	0
10432814	0
10432815	0
10432816	0
10432817	0
10432818	0
10432819	0
10432820	0
10432821	0
10432822	0
10432823	0
10432824	0
10432825	0
10432826	0
10432827	0
10432828	0
10432829	0
10432830	0
10432831	0
10432832	0
10432833	0
10432834	0
10432835	0
10432901	0
10432902	0
10432903	0
10432904	0
10432905	0
10432906	0
10432907	0
10432908	0
10432909	0
10432910	0
10432911	0
10432912	0
10432913	0
10432914	0
10432915	0
10432916	0
10432917	0
10432918	0
10432919	0
10432920	0
10432921	0
10432922	0
10432923	0
10432924	0
10432925	0
10432926	0
10432927	0
10432928	0
10432929	0
10432930	0
10432931	0
10432932	0
10432933	0
10432934	0
10432935	0
10433001	0
10433002	0
10433003	0
10433004	0
10433005	0
10433006	0
10433007	0
10433008	0
10433009	0
10433010	0
10433011	0
10433012	0
10433013	0
10433014	0
10433015	0
10433016	0
10433017	0
10433018	0
10433019	0
10433020	0
10433021	0
10433022	0
10433023	0
10433024	0
10433025	0
10433026	0
10433027	0
10433028	0
10433029	0
10433030	0
10433031	0
10433032	0
10433033	0
10433034	0
10433035	0
11322801	0
11322802	0
11322803	0
11322804	0
11322805	0
11322806	0
11322807	0
11322808	0
11322809	0
11322810	0
11322811	0
11322812	0
11322813	0
11322814	0
11322815	0
11322816	0
11322817	0
11322818	0
11322819	0
11322820	0
11322821	0
11322822	0
11322823	0
11322824	0
11322825	0
11322826	0
11322827	0
11322828	0
11322829	0
11322830	0
11322831	0
11322832	0
11322833	0
11322834	0
11322835	0
11322901	0
11322902	0
11322903	0
11322904	0
11322905	0
11322906	0
11322907	0
11322908	0
11322909	0
11322910	0
11322911	0
11322912	0
11322913	0
11322914	0
11322915	0
11322916	0
11322917	0
11322918	0
11322919	0
11322920	0
11322921	0
11322922	0
11322923	0
11322924	0
11322925	0
11322926	0
11322927	0
11322928	0
11322929	0
11322930	0
11322931	0
11322932	0
11322933	0
11322934	0
11322935	0
11323001	0
11323002	0
11323003	0
11323004	0
11323005	0
11323006	0
11323007	0
11323008	0
11323009	0
11323010	0
11323011	0
11323012	0
11323013	0
11323014	0
11323015	0
11323016	0
11323017	0
11323018	0
11323019	0
11323020	0
11323021	0
11323022	0
11323023	0
11323024	0
11323025	0
11323026	0
11323027	0
11323028	0
11323029	0
11323030	0
11323031	0
11323032	0
11323033	0
11323034	0
11323035	0
10342901	0
10342902	0
10342903	0
10342904	0
10342905	0
10342906	0
10342907	0
10342908	0
10342909	0
10342910	0
10342911	0
10342912	0
10342913	0
10342914	0
10342915	0
10342916	0
10342917	0
10342918	0
10342919	0
10342920	0
10342921	0
10342922	0
10342923	0
10342924	0
10342925	0
10342926	0
10342927	0
10342928	0
10342929	0
10342930	0
10342931	0
10342932	0
10342933	0
10342934	0
10342935	0
10343001	0
10343002	0
10343003	0
10343004	0
10343005	0
10343006	0
10343007	0
10343008	0
10343009	0
10343010	0
10343011	0
10343012	0
10343013	0
10343014	0
10343015	0
10343016	0
10343017	0
10343018	0
10343019	0
10343020	0
10343021	0
10343022	0
10343023	0
10343024	0
10343025	0
10343026	0
10343027	0
10343028	0
10343029	0
10343030	0
10343031	0
10343032	0
10343033	0
10343034	0
10343035	0
10343101	0
10343102	0
10343103	0
10343104	0
10343105	0
10343106	0
10343107	0
10343108	0
10343109	0
10343110	0
10343111	0
10343112	0
10343113	0
10343114	0
10343115	0
10343116	0
10343117	0
10343118	0
10343119	0
10343120	0
10343121	0
10343122	0
10343123	0
10343124	0
10343125	0
10343126	0
10343127	0
10343128	0
10343129	0
10343130	0
10343131	0
10343132	0
10343133	0
10343134	0
10343135	0
10742801	0
10742802	0
10742803	0
10742804	0
10742805	0
10742806	0
10742807	0
10742808	0
10742809	0
10742810	0
10742811	0
10742812	0
10742813	0
10742814	0
10742815	0
10742816	0
10742817	0
10742818	0
10742819	0
10742820	0
10742821	0
10742822	0
10742823	0
10742824	0
10742825	0
10742826	0
10742827	0
10742828	0
10742829	0
10742830	0
10742831	0
10742832	0
10742833	0
10742834	0
10742835	0
10742901	0
10742902	0
10742903	0
10742904	0
10742905	0
10742906	0
10742907	0
10742908	0
10742909	0
10742910	0
10742911	0
10742912	0
10742913	0
10742914	0
10742915	0
10742916	0
10742917	0
10742918	0
10742919	0
10742920	0
10742921	0
10742922	0
10742923	0
10742924	0
10742925	0
10742926	0
10742927	0
10742928	0
10742929	0
10742930	0
10742931	0
10742932	0
10742933	0
10742934	0
10742935	0
10743001	0
10743002	0
10743003	0
10743004	0
10743005	0
10743006	0
10743007	0
10743008	0
10743009	0
10743010	0
10743011	0
10743012	0
10743013	0
10743014	0
10743015	0
10743016	0
10743017	0
10743018	0
10743019	0
10743020	0
10743021	0
10743022	0
10743023	0
10743024	0
10743025	0
10743026	0
10743027	0
10743028	0
10743029	0
10743030	0
10743031	0
10743032	0
10743033	0
10743034	0
10743035	0
10442801	0
10442802	0
10442803	0
10442804	0
10442805	0
10442806	0
10442807	0
10442808	0
10442809	0
10442810	0
10442811	0
10442812	0
10442813	0
10442814	0
10442815	0
10442816	0
10442817	0
10442818	0
10442819	0
10442820	0
10442821	0
10442822	0
10442823	0
10442824	0
10442825	0
10442826	0
10442827	0
10442828	0
10442829	0
10442830	0
10442831	0
10442832	0
10442833	0
10442834	0
10442835	0
10442901	0
10442902	0
10442903	0
10442904	0
10442905	0
10442906	0
10442907	0
10442908	0
10442909	0
10442910	0
10442911	0
10442912	0
10442913	0
10442914	0
10442915	0
10442916	0
10442917	0
10442918	0
10442919	0
10442920	0
10442921	0
10442922	0
10442923	0
10442924	0
10442925	0
10442926	0
10442927	0
10442928	0
10442929	0
10442930	0
10442931	0
10442932	0
10442933	0
10442934	0
10442935	0
10443001	0
10443002	0
10443003	0
10443004	0
10443005	0
10443006	0
10443007	0
10443008	0
10443009	0
10443010	0
10443011	0
10443012	0
10443013	0
10443014	0
10443015	0
10443016	0
10443017	0
10443018	0
10443019	0
10443020	0
10443021	0
10443022	0
10443023	0
10443024	0
10443025	0
10443026	0
10443027	0
10443028	0
10443029	0
10443030	0
10443031	0
10443032	0
10443033	0
10443034	0
10443035	0
10252801	0
10252802	0
10252803	0
10252804	0
10252805	0
10252806	0
10252807	0
10252808	0
10252809	0
10252810	0
10252811	0
10252812	0
10252813	0
10252814	0
10252815	0
10252816	0
10252817	0
10252818	0
10252819	0
10252820	0
10252821	0
10252822	0
10252823	0
10252824	0
10252825	0
10252826	0
10252827	0
10252828	0
10252829	0
10252830	0
10252831	0
10252832	0
10252833	0
10252834	0
10252835	0
10252901	0
10252902	0
10252903	0
10252904	0
10252905	0
10252906	0
10252907	0
10252908	0
10252909	0
10252910	0
10252911	0
10252912	0
10252913	0
10252914	0
10252915	0
10252916	0
10252917	0
10252918	0
10252919	0
10252920	0
10252921	0
10252922	0
10252923	0
10252924	0
10252925	0
10252926	0
10252927	0
10252928	0
10252929	0
10252930	0
10252931	0
10252932	0
10252933	0
10252934	0
10252935	0
10253001	0
10253002	0
10253003	0
10253004	0
10253005	0
10253006	0
10253007	0
10253008	0
10253009	0
10253010	0
10253011	0
10253012	0
10253013	0
10253014	0
10253015	0
10253016	0
10253017	0
10253018	0
10253019	0
10253020	0
10253021	0
10253022	0
10253023	0
10253024	0
10253025	0
10253026	0
10253027	0
10253028	0
10253029	0
10253030	0
10253031	0
10253032	0
10253033	0
10253034	0
10253035	0
10253101	0
10253102	0
10253103	0
10253104	0
10253105	0
10253106	0
10253107	0
10253108	0
10253109	0
10253110	0
10253111	0
10253112	0
10253113	0
10253114	0
10253115	0
10253116	0
10253117	0
10253118	0
10253119	0
10253120	0
10253121	0
10253122	0
10253123	0
10253124	0
10253125	0
10253126	0
10253127	0
10253128	0
10253129	0
10253130	0
10253131	0
10253132	0
10253133	0
10253134	0
10253135	0
12632801	0
12632802	0
12632803	0
12632804	0
12632805	0
12632806	0
12632807	0
12632808	0
12632809	0
12632810	0
12632811	0
12632812	0
12632813	0
12632814	0
12632815	0
12632816	0
12632817	0
12632818	0
12632819	0
12632820	0
12632821	0
12632822	0
12632823	0
12632824	0
12632825	0
12632826	0
12632827	0
12632828	0
12632829	0
12632830	0
12632831	0
12632832	0
12632833	0
12632834	0
12632835	0
12632901	0
12632902	0
12632903	0
12632904	0
12632905	0
12632906	0
12632907	0
12632908	0
12632909	0
12632910	0
12632911	0
12632912	0
12632913	0
12632914	0
12632915	0
12632916	0
12632917	0
12632918	0
12632919	0
12632920	0
12632921	0
12632922	0
12632923	0
12632924	0
12632925	0
12632926	0
12632927	0
12632928	0
12632929	0
12632930	0
12632931	0
12632932	0
12632933	0
12632934	0
12632935	0
12633001	0
12633002	0
12633003	0
12633004	0
12633005	0
12633006	0
12633007	0
12633008	0
12633009	0
12633010	0
12633011	0
12633012	0
12633013	0
12633014	0
12633015	0
12633016	0
12633017	0
12633018	0
12633019	0
12633020	0
12633021	0
12633022	0
12633023	0
12633024	0
12633025	0
12633026	0
12633027	0
12633028	0
12633029	0
12633030	0
12633031	0
12633032	0
12633033	0
12633034	0
12633035	0
10842801	0
10842802	0
10842803	0
10842804	0
10842805	0
10842806	0
10842807	0
10842808	0
10842809	0
10842810	0
10842811	0
10842812	0
10842813	0
10842814	0
10842815	0
10842816	0
10842817	0
10842818	0
10842819	0
10842820	0
10842821	0
10842822	0
10842823	0
10842824	0
10842825	0
10842826	0
10842827	0
10842828	0
10842829	0
10842830	0
10842831	0
10842832	0
10842833	0
10842834	0
10842835	0
10842901	0
10842902	0
10842903	0
10842904	0
10842905	0
10842906	0
10842907	0
10842908	0
10842909	0
10842910	0
10842911	0
10842912	0
10842913	0
10842914	0
10842915	0
10842916	0
10842917	0
10842918	0
10842919	0
10842920	0
10842921	0
10842922	0
10842923	0
10842924	0
10842925	0
10842926	0
10842927	0
10842928	0
10842929	0
10842930	0
10842931	0
10842932	0
10842933	0
10842934	0
10842935	0
10843001	0
10843002	0
10843003	0
10843004	0
10843005	0
10843006	0
10843007	0
10843008	0
10843009	0
10843010	0
10843011	0
10843012	0
10843013	0
10843014	0
10843015	0
10843016	0
10843017	0
10843018	0
10843019	0
10843020	0
10843021	0
10843022	0
10843023	0
10843024	0
10843025	0
10843026	0
10843027	0
10843028	0
10843029	0
10843030	0
10843031	0
10843032	0
10843033	0
10843034	0
10843035	0
11742801	0
11742802	0
11742803	0
11742804	0
11742805	0
11742806	0
11742807	0
11742808	0
11742809	0
11742810	0
11742811	0
11742812	0
11742813	0
11742814	0
11742815	0
11742816	0
11742817	0
11742818	0
11742819	0
11742820	0
11742821	0
11742822	0
11742823	0
11742824	0
11742825	0
11742826	0
11742827	0
11742828	0
11742829	0
11742830	0
11742831	0
11742832	0
11742833	0
11742834	0
11742835	0
11742901	0
11742902	0
11742903	0
11742904	0
11742905	0
11742906	0
11742907	0
11742908	0
11742909	0
11742910	0
11742911	0
11742912	0
11742913	0
11742914	0
11742915	0
11742916	0
11742917	0
11742918	0
11742919	0
11742920	0
11742921	0
11742922	0
11742923	0
11742924	0
11742925	0
11742926	0
11742927	0
11742928	0
11742929	0
11742930	0
11742931	0
11742932	0
11742933	0
11742934	0
11742935	0
11743001	0
11743002	0
11743003	0
11743004	0
11743005	0
11743006	0
11743007	0
11743008	0
11743009	0
11743010	0
11743011	0
11743012	0
11743013	0
11743014	0
11743015	0
11743016	0
11743017	0
11743018	0
11743019	0
11743020	0
11743021	0
11743022	0
11743023	0
11743024	0
11743025	0
11743026	0
11743027	0
11743028	0
11743029	0
11743030	0
11743031	0
11743032	0
11743033	0
