Id	ChapterId	CountWeight[1]	CountWeight[2]	CountWeight[3]	FightWeight	FightFactor[1]	FightFactor[2]	FightFactor[3]	FightFactor[4]	FightFactor[5]	FightFactor[6]	FightFactor[7]	FightFloor	FightTop	EventTop	ShopTop	FightLibId	EventLibId	ShopLibId	RewardProbability[1]	RewardProbability[2]	ItemBoxWeight[1]	ItemBoxWeight[2]	RecruitTicketWeight[1]	RecruitTicketWeight[2]	GoldWeight[1]	GoldWeight[2]	ItemBoxGroupId[1]	ItemBoxGroupId[2]	RecruitTicketGroupId[1]	RecruitTicketGroupId[2]	GoldGroupId[1]	GoldGroupId[2]	EventWeight	ShopWeight	ShopFloor	EventFloor
63	11	1000	3000	6000	5000	150692	173668	199032	226784	256773	289448	324808		3	3	1	5005	1005	1054	100	5	2000	1000	6000	0	2000	0	1	3	1	1	1	1	3000	2000	1	
64	11	1000	3000	6000	7000	172536	200075	230435	263781	299947	339597	382399		3	3	1	5006	1005	1051	100	5	2000	1000	6000	0	2000	0	1	3	1	1	1	1	3000			
65	11	10000	0	0		193602	225869	261600	300795	343635	390486	441348		3	3	1	5007	5001	1051	100	100	0	1000	7000	0	3000	0	2	2	2	2	2	2	10000			1
66	12	10000	0	0	1000	167867	197047	229245	264966	304040	346803	393424		3	3	1	6001	1006	1061	100	5	2000	1000	6000	0	2000	0	1	3	1	1	1	1				
67	12	10000	0	0		194041	229020	267865	311129	358442	410543	467429		3	3	1	6002	1006	1065	100	5	2000	1000	6000	0	2000	0	1	3	1	1	1	1		1000	1	
68	12	10000	0	0		221110	262531	308754	360180	416808	479239	547673		3	3	1	6003	1006	1061	100	100	0	1000	7000	0	3000	0	2	2	2	2	2	2	10000			1
69	13	10000	0	0		167867	197047	229245	264966	304040	346803	393424				1	6002	1006	1071	100	5	2000	1000	6000	0	2000	0	1	3	1	1	1	1		1000	1	
70	13	0	10000	0		167867	197047	229245	264966	304040	346803	393424			2		6002	10071	1071	100	5	2000	1000	6000	0	2000	0	1	3	1	1	1	1	10000			2
71	13	10000	0	0		194041	229020	267865	311129	358442	410543	467429			1		6002	10072	1071	100	5	2000	1000	6000	0	2000	0	1	3	1	1	1	1	10000			1
72	13	10000	0	0		194041	229020	267865	311129	358442	410543	467429			1		6002	10073	1071	100	5	2000	1000	6000	0	2000	0	1	3	1	1	1	1	10000			1
73	13	10000	0	0		221110	262531	308754	360180	416808	479239	547673			1		6002	10074	1071	100	5	2000	1000	6000	0	2000	0	1	3	1	1	1	1	10000			1
74	13	10000	0	0		221110	262531	308754	360180	416808	479239	547673			1		6002	10075	1071	100	5	2000	1000	6000	0	2000	0	1	3	1	1	1	1	10000			1
75	14	10000	0	0		167867	197047	229245	264966	304040	346803	393424				1	6002	1006	1071	100	5	2000	1000	6000	0	2000	0	1	3	1	1	1	1		1000	1	
76	14	0	10000	0		167867	197047	229245	264966	304040	346803	393424			2		6002	10071	1071	100	5	2000	1000	6000	0	2000	0	1	3	1	1	1	1	10000			2
77	14	10000	0	0		194041	229020	267865	311129	358442	410543	467429			1		6002	10072	1071	100	5	2000	1000	6000	0	2000	0	1	3	1	1	1	1	10000			1
78	14	10000	0	0		194041	229020	267865	311129	358442	410543	467429			1		6002	10073	1071	100	5	2000	1000	6000	0	2000	0	1	3	1	1	1	1	10000			1
79	14	10000	0	0		221110	262531	308754	360180	416808	479239	547673			1		6002	10074	1071	100	5	2000	1000	6000	0	2000	0	1	3	1	1	1	1	10000			1
80	14	10000	0	0		221110	262531	308754	360180	416808	479239	547673			1		6002	10075	1071	100	5	2000	1000	6000	0	2000	0	1	3	1	1	1	1	10000			1
81	15	10000	0	0		221110	262531	308754	360180	416808	479239	547673			1		6002	10076	1071	100	5	2000	1000	6000	0	2000	0	1	3	1	1	1	1	10000			1
82	15	10000	0	0		221110	262531	308754	360180	416808	479239	547673			1		6002	10077	1071	100	5	2000	1000	6000	0	2000	0	1	3	1	1	1	1	10000			1
83	16	10000	0	0		221110	262531	308754	360180	416808	479239	547673			1		6002	10076	1071	100	5	2000	1000	6000	0	2000	0	1	3	1	1	1	1	10000			1
84	16	10000	0	0		221110	262531	308754	360180	416808	479239	547673			1		6002	10077	1071	100	5	2000	1000	6000	0	2000	0	1	3	1	1	1	1	10000			1
