Id	TemplateId	Count	Params[0]	Params[1]	Params[2]
50030071	1	13500			
50030081	1	13500			
50030091	1	13500			
50030101	1	13500			
50030111	1	30000			
50030121	1	30000			
50030131	1	30000			
50030141	1	30000			
50030160	4	180			
50030170	7	30			
50030180	7	60			
50030190	7	75			
50030200	7	90			
50030210	7	75			
50030220	7	45			
50030230	7	150			
50030240	7	75			
50030250	7	75			
50030260	7	120			
50030280	90031	3			
50030290	90031	3			
50030300	13	5			
50030320	7	30			
50030161	13	5			
50030171	13	5			
50030181	13	10			
50030191	13	10			
50030201	13	10			
50030211	13	15			
50030221	13	10			
50030231	13	20			
50030241	13	10			
50030251	13	10			
50030261	13	15			
50030281	13	5			
50030291	7	30			
50030321	13	5			
50030262	97050	3			
50030292	13	5			
50033120	3	40			
50033130	3	40			
50033140	3	40			
50033150	3	50			
50033160	3	50			
50033170	3	50			
50033180	3	65			
50033190	3	65			
50033200	3	180			
50033210	3	120			
50033220	3	180			
50033230	3	120			
50033121	1	4500			
50033131	1	4500			
50033141	1	4500			
50033151	1	4500			
50033161	1	4500			
50033171	1	4500			
50033181	1	4500			
50033191	1	4500			
50033201	1	10000			
50033211	1	10000			
50033221	1	10000			
50033231	1	10000			
50033310	3	120			
50033320	3	120			
50033330	3	120			
50033340	3	150			
50033350	3	150			
50033360	3	150			
50033370	3	195			
50033380	3	195			
50033390	3	540			
50033400	3	360			
50033410	3	540			
50033420	3	360			
50033311	1	13500			
50033321	1	13500			
50033331	1	13500			
50033341	1	13500			
50033351	1	13500			
50033361	1	13500			
50033371	1	13500			
50033381	1	13500			
50033391	1	30000			
50033401	1	30000			
50033411	1	30000			
50033421	1	30000			
50033440	4	180			
50033450	7	30			
50033460	7	60			
50033470	7	75			
50033480	7	90			
50033490	7	75			
50033500	7	45			
50033510	7	150			
50033520	7	75			
50033530	7	75			
50033540	7	120			
50033550	7	90			
50033560	90031	3			
50033570	90031	3			
50033580	13	5			
50033590	13	5			
50033600	7	30			
50033441	13	5			
50033451	13	5			
50033461	13	10			
50033471	13	10			
50033481	13	10			
50033491	13	15			
50033501	13	10			
50033511	13	20			
50033521	13	10			
50033531	13	10			
50033541	13	15			
50033551	13	10			
50033561	13	5			
50033571	7	30			
50033601	13	5			
50033542	97050	3			
50033572	13	5			
7012210	50000	70			
7012211	3014002	1	1	0	
7012212	3024002	1	1	0	
7012213	7	60			
7012220	50000	70			
7012221	30013	2			
7012222	1	10000			
7012223	7	60			
7012230	50000	70			
7012231	3025003	1	1	0	
7012232	3055003	1	1	0	
7012233	7	60			
7012240	50000	70			
7012241	94045	1			
7012242	1	10000			
7012243	7	60			
7012250	50000	70			
7012251	31104	3			
7012252	1	10000			
7012253	7	60			
7012260	50000	70			
7012261	40103	5			
7012262	40100	5			
7012263	7	60			
7012270	50000	70			
7012271	31204	9			
7012272	1	10000			
7012273	7	60			
7012280	50000	70			
7012281	40104	5			
7012282	40100	5			
7012283	7	60			
7012290	50000	70			
7012291	12	10			
7012292	1	10000			
7012293	7	60			
7012300	50000	70			
7012301	31104	3			
7012302	1	10000			
7012303	7	60			
7012310	50000	70			
7012311	12	10			
7012312	1	10000			
7012313	7	60			
7012320	50000	70			
7012321	30013	2			
7012322	1	10000			
7012323	7	60			
7012330	50000	70			
7012331	12	10			
7012332	1	10000			
7012333	7	60			
7012340	50000	70			
7012341	40103	5			
7012342	40100	5			
7012343	7	60			
7012350	50000	70			
7012351	40104	5			
7012352	40100	5			
7012353	7	60			
7012360	50000	70			
7012361	30013	2			
7012362	1	10000			
7012363	7	60			
7012370	50000	70			
7012371	31204	9			
7012372	1	10000			
7012373	7	60			
7012380	50000	70			
7012381	30013	2			
7012382	1	10000			
7012383	7	60			
7012390	50000	70			
7012391	30013	2			
7012392	1	10000			
7012393	7	60			
7012400	50000	70			
7012401	40104	5			
7012402	40100	5			
7012403	7	60			
7012410	50000	70			
7012411	31204	9			
7012412	1	10000			
7012413	7	60			
7012420	50000	70			
7012421	31104	3			
7012422	1	10000			
7012423	7	60			
7012430	50000	70			
7012431	40104	5			
7012432	40100	5			
7012433	7	60			
7012440	50000	70			
7012441	12	10			
7012442	1	10000			
7012443	7	60			
7012450	50000	70			
7012451	94044	1			
7012452	40100	5			
7012453	7	60			
7012460	50000	70			
7012461	40113	2			
7012462	40110	2			
7012463	7	60			
7012470	50000	70			
7012471	12	10			
7012472	1	10000			
7012473	7	60			
7012480	50000	70			
7012481	31104	3			
7012482	1	10000			
7012483	7	60			
7012490	50000	70			
7012491	40103	5			
7012492	40100	5			
7012493	7	60			
7012500	50000	70			
7012501	40113	2			
7012502	40110	2			
7012503	7	60			
7012510	50000	70			
7012511	12	10			
7012512	1	10000			
7012513	7	60			
7012520	50000	70			
7012521	40104	5			
7012522	40100	5			
7012523	7	60			
7012530	50000	70			
7012531	40114	4			
7012532	40110	4			
7012533	7	60			
7012540	50000	70			
7012541	30013	2			
7012542	1	10000			
7012543	7	60			
7012550	50000	70			
7012551	12	10			
7012552	1	10000			
7012553	7	60			
7012560	50000	70			
7012561	31204	9			
7012562	1	10000			
7012563	7	60			
7012570	50000	70			
7012571	40104	10			
7012572	40100	10			
7012573	7	60			
7012580	50000	70			
7012581	30013	2			
7012582	1	10000			
7012583	7	60			
7012590	50000	70			
7012591	31104	3			
7012592	1	10000			
7012593	7	60			
7012600	50000	70			
7012601	40113	2			
7012602	40110	2			
7012603	7	60			
7012610	50000	70			
7012611	30013	2			
7012612	1	10000			
7012613	7	60			
7012620	50000	70			
7012621	40103	10			
7012622	40100	10			
7012623	7	60			
7012630	50000	70			
7012631	12	10			
7012632	1	10000			
7012633	7	60			
7012640	50000	70			
7012641	40103	10			
7012642	40100	10			
7012643	7	60			
7012650	50000	70			
7012651	30013	2			
7012652	1	10000			
7012653	7	60			
7012660	50000	70			
7012661	12	10			
7012662	1	10000			
7012663	7	60			
7012670	50000	70			
7012671	40113	2			
7012672	40110	2			
7012673	7	60			
7012680	50000	70			
7012681	40104	10			
7012682	40100	10			
7012683	7	60			
7012690	50000	70			
7012691	40114	4			
7012692	40110	4			
7012693	7	60			
7012700	50000	70			
7012701	31204	9			
7012702	1	10000			
7012703	7	60			
7012710	50000	70			
7012711	40104	10			
7012712	40100	10			
7012713	7	60			
7012720	50000	70			
7012721	30013	2			
7012722	1	10000			
7012723	7	60			
7012730	50000	70			
7012731	40114	4			
7012732	40110	4			
7012733	7	60			
7012740	50000	70			
7012741	12	10			
7012742	1	10000			
7012743	7	60			
7012750	50000	70			
7012751	40113	2			
7012752	40110	2			
7012753	7	60			
7012760	50000	70			
7012761	31104	3			
7012762	1	10000			
7012763	7	60			
7012770	50000	70			
7012771	40113	2			
7012772	40110	2			
7012773	7	60			
10010	1	1000			
10011	12	1			
10020	1	1000			
10021	12	1			
10030	1	2000			
10031	12	2			
10033	3	5			
10040	1	3000			
10041	12	2			
10043	3	10			
10050	1	5000			
10051	12	3			
10053	3	15			
10100	1	50000			
10101	3	20			
10110	1	50000			
10111	3	30			
300000	1	3000			
300001	28	100			
300100	1	5000			
300101	28	100			
300200	1	7500			
300201	28	100			
300300	1	10000			
300301	28	100			
302000	1	3000			
302001	12	3			
302002	30013	1			
302100	1	5000			
302101	12	7			
302102	30013	2			
302200	1	7500			
302201	12	12			
302202	30013	3			
302300	1	10000			
302301	12	20			
302302	30013	5			
303000	1	3000			
303001	40113	1			
303002	40110	1			
303100	1	5000			
303101	40113	2			
303102	40110	2			
303200	1	7500			
303201	40113	3			
303202	40110	3			
303300	1	10000			
303301	40113	4			
303302	40110	4			
304000	1	3000			
304001	200	5			
304100	1	5000			
304101	200	10			
304200	1	7500			
304201	200	15			
304300	1	10000			
304301	200	20			
304800	1	3000			
304801	200	5			
304810	1	5000			
304811	200	10			
304820	1	7500			
304821	200	15			
304830	1	10000			
304831	200	20			
304840	1	15000			
304841	200	25			
305000	1	3000			
305001	23	50			
305100	1	5000			
305101	23	100			
305200	1	7500			
305201	23	150			
305300	1	10000			
305301	23	200			
305700	1	3000			
305701	23	50			
305710	1	5000			
305711	23	100			
305720	1	7500			
305721	23	150			
305730	1	10000			
305731	23	200			
306000	1	3000			
306001	3934001	1	1	0	
306002	3934001	1	1	0	
306100	1	5000			
306101	3934001	1	1	0	
306102	3934001	1	1	0	
306200	1	7500			
306201	3934001	1	1	0	
306202	3934001	1	1	0	
306300	1	10000			
306301	3934001	1	1	0	
306302	3934001	1	1	0	
306310	1	15000			
306311	31204	5			
306320	1	18000			
306321	31204	8			
306330	1	21000			
306331	31204	10			
306340	1	5000			
306341	31104	5			
306350	1	7500			
306351	31104	8			
306360	1	10000			
306361	31104	10			
313000	1	10000			
313001	3	50			
313100	1	10000			
313101	3	50			
313200	1	10000			
313201	3	50			
313300	1	10000			
313301	3	50			
313400	1	10000			
313401	3	50			
313500	1	10000			
313501	3	50			
313600	1	10000			
313601	3	50			
313700	1	10000			
313701	3	50			
313800	1	10000			
313801	3	50			
314000	1	20000			
314001	3	50			
314100	1	20000			
314101	3	50			
314200	1	20000			
314201	3	50			
314300	1	20000			
314301	3	50			
314400	1	20000			
314401	3	50			
314500	1	20000			
314501	3	50			
314600	1	20000			
314601	3	50			
314700	1	20000			
314701	3	50			
314800	1	20000			
314801	3	50			
315000	1	3000			
315001	32	4			
315100	1	5000			
315101	32	6			
315200	1	7500			
315201	32	8			
315300	1	10000			
315301	32	10			
317000	1	3000			
317001	2994001	1	1	0	
317002	2994001	1	1	0	
317100	1	3000			
317101	2994001	1	1	0	
317102	2994001	1	1	0	
317200	1	3000			
317201	2994001	1	1	0	
317202	2994001	1	1	0	
317300	1	3000			
317301	2994001	1	1	0	
317302	2994001	1	1	0	
317400	1	3000			
317401	2994001	1	1	0	
317402	2994001	1	1	0	
318000	1	5000			
318001	3934001	1	1	0	
318002	3934001	1	1	0	
318100	1	5000			
318101	3934001	1	1	0	
318102	3934001	1	1	0	
318200	1	5000			
318201	3934001	1	1	0	
318202	3934001	1	1	0	
318300	1	5000			
318301	3934001	1	1	0	
318302	3934001	1	1	0	
318400	1	5000			
318401	3934001	1	1	0	
318402	3934001	1	1	0	
319000	1	3000			
319001	2994001	1	1	0	
319002	2994001	1	1	0	
319100	1	3000			
319101	2994001	1	1	0	
319102	2994001	1	1	0	
319200	1	3000			
319201	2994001	1	1	0	
319202	2994001	1	1	0	
319300	1	3000			
319301	2994001	1	1	0	
319302	2994001	1	1	0	
319400	1	3000			
319401	2994001	1	1	0	
319402	2994001	1	1	0	
319500	1	3000			
319501	2994001	1	1	0	
319502	2994001	1	1	0	
319600	1	3000			
319601	2994001	1	1	0	
319602	2994001	1	1	0	
319700	1	3000			
319701	2994001	1	1	0	
319702	2994001	1	1	0	
319800	1	3000			
319801	2994001	1	1	0	
319802	2994001	1	1	0	
319900	1	3000			
319901	2994001	1	1	0	
319902	2994001	1	1	0	
320000	1	3000			
320001	2994001	1	1	0	
320002	2994001	1	1	0	
321000	1	50			
321001	3934001	1	1	0	
321002	3934001	1	1	0	
321100	1	50			
321101	3934001	1	1	0	
321102	3934001	1	1	0	
321200	1	50			
321201	3934001	1	1	0	
321202	3934001	1	1	0	
321300	1	50			
321301	3934001	1	1	0	
321302	3934001	1	1	0	
321400	1	50			
321401	3934001	1	1	0	
321402	3934001	1	1	0	
321500	1	50			
321501	3934001	1	1	0	
321502	3934001	1	1	0	
321600	1	50			
321601	3934001	1	1	0	
321602	3934001	1	1	0	
321700	1	50			
321701	3934001	1	1	0	
321702	3934001	1	1	0	
321800	1	50			
321801	3934001	1	1	0	
321802	3934001	1	1	0	
321900	1	50			
321901	3934001	1	1	0	
