Id	SourceGroupId	Type	Priority	PreTaskId	Result	RewardId	GroupId	LoginVisible	Condition[0]	StartTime	EndTime
50054	0	5	9420	0	6000	50054	0	0	50054		
50055	0	5	9410	0	7000	50055	0	0	50055		
50056	0	5	9400	0	8000	50056	0	0	50056		
50057	0	5	9390	0	9000	50057	0	0	50057		
50058	0	5	9380	0	10000	50058	0	0	50058		
50059	0	5	9999	0	1	50059	0	0	50059		
50060	0	5	9998	0	1	50060	0	0	50060		
50061	0	5	9997	0	2	50061	0	0	50061		
50062	0	5	9996	0	2	50062	0	0	50062		
50063	0	5	9995	0	2	50063	0	0	50063		
50064	0	5	9994	0	3	50064	0	0	50064		
50065	0	5	9993	0	3	50065	0	0	50065		
50066	0	5	9992	0	3	50066	0	0	50066		
50067	0	5	9991	0	3	50067	0	0	50067		
50068	0	5	9990	0	3	50068	0	0	50068		
50069	0	5	9000	0	36	50069	0	0	50069		
50070	0	5	8990	0	36	50070	0	0	50070		
50071	0	5	8980	0	18	50071	0	0	50071		
50072	0	5	8970	0	36	50072	0	0	50072		
50073	0	5	8960	0	18	50073	0	0	50073		
50074	0	5	8950	0	36	50074	0	0	50074		
50075	0	5	8940	0	18	50075	0	0	50075		
50076	0	5	8930	0	36	50076	0	0	50076		
50077	0	5	8920	0	18	50077	0	0	50077		
50078	0	5	8910	0	36	50078	0	0	50078		
50079	0	5	8900	0	18	50079	0	0	50079		
50080	0	5	8900	0	1	50080	0	0	50080		
50081	0	5	8890	0	1	16309	0	0	50081		
50082	0	5	10801	0	80	50082	0	0	50082		
15001	0	25	10000	0	1	400201	0	0	15001		
15002	0	25	9990	0	1	400202	0	0	15002		
39008	0	5	11350	0	52	39008	0	0	39008		
39009	0	5	11349	0	52	39010	0	0	39008		
39010	0	5	11348	0	52	39011	0	0	39008		
78020	0	68	9700	0	1	75131	0	0	78020		
78021	0	68	9600	0	1	75132	0	0	78021		
78022	0	68	9500	0	1	75133	0	0	78022		
78023	0	68	9800	0	1	75134	0	0	78023		
78024	0	68	9400	0	1	75135	0	0	78024		
78025	0	68	9300	0	1	75136	0	0	78025		
78026	0	68	9900	0	1	75137	0	0	78026		
78027	0	68	10000	0	1	75138	0	0	78027		
78028	0	68	9200	0	6000	75139	0	0	78028		
78029	0	68	9100	0	30000	75140	0	0	78029		
78030	0	68	9000	0	50000	75141	0	0	78030		
49000	0	5	10810	0	80	49000	0	0	49000		
49001	0	5	11340	0	52	49001	0	0	49001		
85951	1004	80	10214	0	1	61151	0	0	85951		
85965	1004	80	10314	0	1	61165	0	0	85965		
86023	1004	80	10213	0	1	61150	0	0	86023		
86024	1004	80	10214	0	1	61151	0	0	86024		
86025	1004	80	10301	0	1	61152	0	0	86025		
86026	1004	80	10302	0	1	61153	0	0	86026		
86027	1004	80	10303	0	1	61154	0	0	86027		
86028	1004	80	10304	0	1	61155	0	0	86028		
86029	1004	80	10305	0	1	61156	0	0	86029		
86030	1004	80	10306	0	1	61157	0	0	86030		
86031	1004	80	10307	0	1	61158	0	0	86031		
86032	1004	80	10308	0	1	61159	0	0	86032		
86033	1004	80	10309	0	1	61160	0	0	86033		
86034	1004	80	10310	0	1	61161	0	0	86034		
86035	1004	80	10311	0	1	61162	0	0	86035		
86036	1004	80	10312	0	1	61163	0	0	86036		
86037	1004	80	10313	0	1	61164	0	0	86037		
86038	1004	80	10314	0	1	61165	0	0	86038		
86052	1004	80	10214	0	1	61151	0	0	86052		
86053	1004	80	10301	0	1	61152	0	0	86053		
86054	1004	80	10302	0	1	61153	0	0	86054		
86055	1004	80	10303	0	1	61154	0	0	86055		
86056	1004	80	10304	0	1	61155	0	0	86056		
86057	1004	80	10305	0	1	61156	0	0	86057		
86058	1004	80	10306	0	1	61157	0	0	86058		
86059	1004	80	10307	0	1	61158	0	0	86059		
86060	1004	80	10308	0	1	61159	0	0	86060		
86061	1004	80	10309	0	1	61160	0	0	86061		
86062	1004	80	10310	0	1	61161	0	0	86062		
86063	1004	80	10311	0	1	61162	0	0	86063		
86064	1004	80	10312	0	1	61163	0	0	86064		
86065	1004	80	10313	0	1	61164	0	0	86065		
86066	1004	80	10314	0	1	61165	0	0	86066		
86078	1004	80	10412	0	1	61149	0	0	86078		
86079	1004	80	10413	0	1	61150	0	0	86079		
86080	1004	80	10414	0	1	61151	0	0	86080		
86092	1004	80	10512	0	1	61163	0	0	86092		
86093	1004	80	10513	0	1	61164	0	0	86093		
86094	1004	80	10514	0	1	61165	0	0	86094		
86214	1004	80	10614	0	1	61151	0	0	86214		
86228	1004	80	10714	0	1	61165	0	0	86228		
86326	1004	80	10814	0	1	61151	0	0	86326		
86340	1004	80	10914	0	1	61165	0	0	86340		
86513	1004	79	10116	0	1	69127	0	0	86513		
86514	1004	79	10117	0	2	69128	0	0	86514		
86515	1004	79	10118	0	3	69129	0	0	86515		
86516	1004	79	10119	0	14	69130	0	0	86516		
97625	0	68	9700	0	1	61215	0	0	97625		
97626	0	68	9600	0	1	61216	0	0	97626		
97627	0	68	9500	0	1	61217	0	0	97627		
97628	0	68	9800	0	1	61218	0	0	97628		
97629	0	68	9400	0	1	61219	0	0	97629		
97630	0	68	9300	0	1	61220	0	0	97630		
97631	0	68	9900	0	1	61221	0	0	97631		
97632	0	68	10000	0	1	61222	0	0	97632		
97633	0	68	9200	0	15000	61223	0	0	97633		
97634	0	68	9100	0	30000	61224	0	0	97634		
97635	0	68	9000	0	45000	61225	0	0	97635		
97645	21005	68	9300	0	30000	62429	0	0	97645		
97646	21005	68	9200	0	45000	62430	0	0	97646		
90933	21707	68	9200	0	80000	64660	0	0	90933		
120446	0	2	9530	0	300	65480	0	0	120446		2025/2/24 7:00
99928	38007	68	9400	0	60000	67087	0	0	92911		
99929	38007	68	9300	0	120000	67088	0	0	92912		
99930	38007	68	9200	0	200000	67089	0	0	92913		
2120001	0	7	9645	0	1	2100000	0	0	2120001		
3000330	1002	3	9710	0	1	5001200	0	0	30013	2025/1/13 7:00	2025/2/20 7:00
3000331	1002	3	9700	0	2	5001201	0	0	30014	2025/1/13 7:00	2025/2/20 7:00
3000332	1002	3	9690	0	3	5001202	0	0	30015	2025/1/13 7:00	2025/2/20 7:00
3000333	1002	3	9680	0	4	5001203	0	0	30016	2025/1/13 7:00	2025/2/20 7:00
3000334	1002	3	9670	0	5	5001204	0	0	30017	2025/1/13 7:00	2025/2/20 7:00
3000335	1002	3	9660	0	6	5001205	0	0	30018	2025/1/13 7:00	2025/2/20 7:00
3000336	1002	3	9650	0	100000	5001206	0	0	30019	2025/1/13 7:00	2025/2/20 7:00
3000337	1002	3	9640	0	7	5001207	0	0	30020	2025/1/13 7:00	2025/2/20 7:00
3000338	1002	3	9630	0	8	5001208	0	0	30021	2025/1/13 7:00	2025/2/20 7:00
3000339	1002	3	9620	0	9	5001209	0	0	30022	2025/1/13 7:00	2025/2/20 7:00
3000340	1002	3	9610	0	10	5001210	0	0	30023	2025/1/13 7:00	2025/2/20 7:00
3000341	1002	3	9600	0	11	5001211	0	0	30024	2025/1/13 7:00	2025/2/20 7:00
3000342	1002	3	9590	0	12	5001212	0	0	30025	2025/1/13 7:00	2025/2/20 7:00
3000343	1002	3	9580	0	200000	5001213	0	0	30026	2025/1/13 7:00	2025/2/20 7:00
3000345	0	2	10000	0	1	5001215	0	0	2000	2025/1/10 7:00	2025/2/20 7:00
3000346	0	2	9635	0	5	5001216	0	0	2003	2025/1/10 7:00	2025/2/20 7:00
3000347	0	2	9960	0	1	5001217	0	0	2004	2025/1/10 7:00	2025/2/20 7:00
3000348	0	2	9650	0	2	5001218	0	0	2005	2025/1/10 7:00	2025/2/20 7:00
3000349	0	2	9640	0	3	5001219	0	0	2006	2025/1/10 7:00	2025/2/20 7:00
3000350	0	2	9930	0	1	5001220	0	0	2007	2025/1/10 7:00	2025/2/20 7:00
3000351	0	2	9880	0	1	5001221	0	0	2012	2025/1/10 7:00	2025/2/20 7:00
3000352	0	2	9870	0	1	5001222	0	0	2013	2025/1/10 7:00	2025/2/20 7:00
3000353	0	2	9860	0	100	5001223	0	0	2014	2025/1/10 7:00	2025/2/20 7:00
3000354	0	2	9550	0	200	5001224	0	0	2015	2025/1/10 7:00	2025/2/20 7:00
3000355	0	2	9540	0	300	5001225	0	0	2016	2025/1/10 7:00	2025/2/20 7:00
3000356	0	2	9830	0	1	5001226	0	0	2017	2025/1/10 7:00	2025/2/20 7:00
3000357	0	2	9810	0	1	5001227	0	0	2018	2025/1/10 7:00	2025/2/20 7:00
3000358	0	2	9770	0	3	5001228	0	0	2019	2025/1/10 7:00	2025/2/20 7:00
3000359	0	2	9790	0	3	5001229	0	0	2020	2025/1/10 7:00	2025/2/20 7:00
3000360	0	2	9890	0	1	5001230	0	0	2021	2025/1/10 7:00	2025/2/20 7:00
3000361	0	2	9800	0	1	5001231	0	0	2022	2025/1/10 7:00	2025/2/20 7:00
3000630	1001	3	9790	0	1	5001786	0	0	30001	2025/2/24 7:00	2025/4/7 7:00
3000631	1001	3	9780	0	2	5001787	0	0	30002	2025/2/24 7:00	2025/4/7 7:00
3000632	1001	3	9770	0	3	5001788	0	0	30003	2025/2/24 7:00	2025/4/7 7:00
3000633	1001	3	9760	0	4	5001789	0	0	30004	2025/2/24 7:00	2025/4/7 7:00
3000634	1001	3	9750	0	5	5001790	0	0	30005	2025/2/24 7:00	2025/4/7 7:00
3000635	1001	3	9740	0	6	5001791	0	0	30006	2025/2/24 7:00	2025/4/7 7:00
3000636	1001	3	9730	0	200000	5001792	0	0	30011	2025/2/24 7:00	2025/4/7 7:00
3000637	1001	3	9720	0	400000	5001793	0	0	30012	2025/2/24 7:00	2025/4/7 7:00
3000638	1002	3	9710	0	1	5001794	0	0	30013	2025/2/24 7:00	2025/4/7 7:00
3000639	1002	3	9700	0	2	5001795	0	0	30014	2025/2/24 7:00	2025/4/7 7:00
3000640	1002	3	9690	0	100000	5001796	0	0	30019	2025/2/24 7:00	2025/4/7 7:00
3000641	1002	3	9680	0	200000	5001797	0	0	30026	2025/2/24 7:00	2025/4/7 7:00
3000654	0	2	10000	0	1	5001809	0	0	2000	2025/2/20 7:00	2025/4/2 7:00
3000655	0	2	9635	0	5	5001810	0	0	2003	2025/2/20 7:00	2025/4/2 7:00
3000656	0	2	9960	0	1	5001811	0	0	2004	2025/2/20 7:00	2025/4/2 7:00
3000657	0	2	9650	0	2	5001812	0	0	2005	2025/2/20 7:00	2025/4/2 7:00
3000658	0	2	9640	0	3	5001813	0	0	2006	2025/2/20 7:00	2025/4/2 7:00
3000659	0	2	9930	0	1	5001814	0	0	2007	2025/2/20 7:00	2025/4/2 7:00
3000660	0	2	9880	0	1	5001815	0	0	2012	2025/2/20 7:00	2025/4/2 7:00
3000661	0	2	9870	0	1	5001816	0	0	2013	2025/2/20 7:00	2025/4/2 7:00
3000662	0	2	9860	0	100	5001817	0	0	2014	2025/2/20 7:00	2025/4/2 7:00
3000663	0	2	9550	0	200	5001818	0	0	2015	2025/2/20 7:00	2025/4/2 7:00
3000664	0	2	9540	0	300	5001819	0	0	2016	2025/2/20 7:00	2025/4/2 7:00
3000665	0	2	9830	0	1	5001820	0	0	2017	2025/2/20 7:00	2025/4/2 7:00
3000666	0	2	9810	0	1	5001822	0	0	2018	2025/2/20 7:00	2025/4/2 7:00
3000667	0	2	9770	0	3	5001823	0	0	2019	2025/2/20 7:00	2025/4/2 7:00
3000668	0	2	9790	0	3	5001824	0	0	2020	2025/2/20 7:00	2025/4/2 7:00
3000669	0	2	9890	0	1	5001821	0	0	2021	2025/2/20 7:00	2025/4/2 7:00
3000670	0	2	9800	0	1	5001825	0	0	2022	2025/2/20 7:00	2025/4/2 7:00
3000926	0	2	10000	0	1	5002128	0	0	2000	2025/4/2 7:00	2025/5/14 7:00
3000927	0	2	9635	0	5	5002132	0	0	2003	2025/4/2 7:00	2025/5/14 7:00
3000928	0	2	9960	0	1	5002129	0	0	2004	2025/4/2 7:00	2025/5/14 7:00
3000929	0	2	9650	0	2	5002130	0	0	2005	2025/4/2 7:00	2025/5/14 7:00
3000930	0	2	9640	0	3	5002131	0	0	2006	2025/4/2 7:00	2025/5/14 7:00
3000931	0	2	9930	0	1	5002133	0	0	2007	2025/4/2 7:00	2025/5/14 7:00
3000932	0	2	9880	0	1	5002134	0	0	2012	2025/4/2 7:00	2025/5/14 7:00
3000933	0	2	9870	0	1	5002135	0	0	2013	2025/4/2 7:00	2025/5/14 7:00
3000934	0	2	9860	0	100	5002136	0	0	2014	2025/4/2 7:00	2025/5/14 7:00
3000935	0	2	9550	0	200	5002137	0	0	2015	2025/4/2 7:00	2025/5/14 7:00
3000936	0	2	9540	0	300	5002138	0	0	2016	2025/4/2 7:00	2025/5/14 7:00
3000937	0	2	9830	0	1	5002139	0	0	2017	2025/4/2 7:00	2025/5/14 7:00
3000938	0	2	9810	0	1	5002141	0	0	2018	2025/4/2 7:00	2025/5/14 7:00
3000939	0	2	9770	0	3	5002142	0	0	2019	2025/4/2 7:00	2025/5/14 7:00
3000940	0	2	9790	0	3	5002143	0	0	2020	2025/4/2 7:00	2025/5/14 7:00
3000941	0	2	9890	0	1	5002140	0	0	2021	2025/4/2 7:00	2025/5/14 7:00
3000942	0	2	9800	0	1	5002144	0	0	2022	2025/4/2 7:00	2025/5/14 7:00
3000913	1001	3	9790	0	1	5002115	0	0	30001	2025/4/7 7:00	2025/5/19 7:00
3000914	1001	3	9780	0	2	5002116	0	0	30002	2025/4/7 7:00	2025/5/19 7:00
3000915	1001	3	9770	0	3	5002117	0	0	30003	2025/4/7 7:00	2025/5/19 7:00
3000916	1001	3	9760	0	4	5002118	0	0	30004	2025/4/7 7:00	2025/5/19 7:00
3000917	1001	3	9750	0	5	5002119	0	0	30005	2025/4/7 7:00	2025/5/19 7:00
3000918	1001	3	9740	0	6	5002120	0	0	30006	2025/4/7 7:00	2025/5/19 7:00
3000919	1001	3	9730	0	200000	5002121	0	0	30011	2025/4/7 7:00	2025/5/19 7:00
3000920	1001	3	9720	0	400000	5002122	0	0	30012	2025/4/7 7:00	2025/5/19 7:00
3000921	1002	3	9710	0	1	5002123	0	0	30013	2025/4/7 7:00	2025/5/19 7:00
3000922	1002	3	9700	0	2	5002124	0	0	30014	2025/4/7 7:00	2025/5/19 7:00
3000923	1002	3	9690	0	100000	5002125	0	0	30019	2025/4/7 7:00	2025/5/19 7:00
3000924	1002	3	9680	0	200000	5002126	0	0	30026	2025/4/7 7:00	2025/5/19 7:00
3001102	0	2	10000	0	1	5002483	0	0	2000	2025/5/14 7:00	2025/6/25 7:00
3001103	0	2	9635	0	5	5002487	0	0	2003	2025/5/14 7:00	2025/6/25 7:00
3001104	0	2	9960	0	1	5002484	0	0	2004	2025/5/14 7:00	2025/6/25 7:00
3001105	0	2	9650	0	2	5002485	0	0	2005	2025/5/14 7:00	2025/6/25 7:00
3001106	0	2	9640	0	3	5002486	0	0	2006	2025/5/14 7:00	2025/6/25 7:00
3001107	0	2	9930	0	1	5002488	0	0	2007	2025/5/14 7:00	2025/6/25 2:00
