SkipId	Origin	UiName	ParamId	Explain	FunctionalId	IsHideFunc	CustomParams[1]	CustomParams[2]	CustomParams[3]	CustomParams[4]	CustomParams[5]	ConditionId	IsRecord	TimeId	NotShowUI[1]	NotShowUI[2]	NotShowUI[3]	StartTime	CloseTime
40079	2	UiAutoWindow	80	V2.13 Version Close-up Image		1													
40080	2	UiAutoWindow	81	V2.13 + Karenina Scire Pool Special Effect Coating Rerun Close-up		1													
40081	2	UiAutoWindow	82	V2.13 Hanying Concomitant Effect Coating Close-up		1													
40082	2	UiAutoWindow	83	V2.13 Echo Effect Coating Close-up		1													
40083	2	UiAutoWindow	84	V2.14 Close-up Image		1													
40084	2	UiAutoWindow	85	V2.14 Special Ayla Swimsuit Close-up Image		1													
40085	2	UiAutoWindow	86	V2.14 S21 Children's Day VFX Close-up Image		1													
40086	2	UiAutoWindow	87	V2.15 Close-up Image		1													
40087	2	UiAutoWindow	88	V2.15 Lightning Alpha Spring Pool Coating Close-up Image		1													
40088	2	UiAutoWindow	89	V2.15 Lucia Concomitant Effect Coating Close-up Image		1													
40089	2	UiAutoWindow	90	V2.15 Hanying Swimsuit Close-up Image		1													
40090	2	UiAutoWindow	91	V2.15 Luna Swimsuit Close-up Image		1													
40091	2	UiAutoWindow	92	V2.16 Close-up Image		1													
40092	2	UiAutoWindow	93	V2.16 Lamia Pool Coating Rerun Close-up Image		1													
40093	2	UiAutoWindow	94	V2.16 Karenina Special Effect Coating Close-up Image		1													
40094	2	UiAutoWindow	95	V2.17 Close-up Image		1													
40095	2	UiAutoWindow	96	V2.17 Bianca Card Pool Coating Close-up Image		1													
40096	2	UiAutoWindow	97	V2.17 Watanabe Effect Coating Close-up Image		1													
40097	2	UiAutoWindow	98	V2.17 Nanami Alternative Effect Coating Close-up Image		1													
40098	2	UiAutoWindow	99	V3.0 Version Close-up Image		1													
40099	2	UiAutoWindow	100	V3.0 Luna Pool Coating Close-up Image		1													
40100	2	UiAutoWindow	101	V3.0 The Merciful One Concomitant Close-up Image		1													
40101	2	UiAutoWindow	102	V3.0 Lamia Braised Fish Close-up Image		1													
40102	2	UiAutoWindow	103	V3.1 Version Close-up Image		1													
40103	2	UiAutoWindow	104	V3.1 Qu Close-up Image		1													
40104	2	UiAutoWindow	105	V3.2 Version Close-up Image		1													
40105	2	UiAutoWindow	106	V3.2 Lucia Pool Coating Close-up Image		1													
40106	2	UiAutoWindow	107	V3.2 Selena Concomitant Close-up Image		1													
40107	2	UiAutoWindow	108	V3.2 Hanying Spring Festival Coating Close-up Image		1													
40108	2	UiAutoWindow	109	v3.3版本打脸图		1													
40109	2	UiAutoWindow	110	V3.3 Pool Three in One Close-up		1													
40110	2	UiAutoWindow	111	V3.3 Pool Three in One Crimson Weave Close-up		1													
40111	2	UiAutoWindow	112	V3.3 Pool Three in One Lamia Close-up		1													
40112	2	UiAutoWindow	113	V3.3 Pool Three in One Bianca Close-up		1													
40113	2	UiAutoWindow	114	V3.3 Lilith Effect Coating Close-up Image		1													
40114	2	UiAutoWindow	115	v3.4版本打脸图		1													
40115	2	UiAutoWindow	116	V3.4 Vera Alternative Coating Close-up Image		1													
40116	2	UiAutoWindow	117	V3.4 Nanami Effect Coating Close-up Image		1													
40117	2	UiAutoWindow	118	V3.5 Close-up Image		1													
40118	2	UiAutoWindow	119	V3.5 Pool Four in One Close-up		1													
40119	2	UiAutoWindow	120	V3.5 Pool Four in One Liv Close-up		1													
40120	2	UiAutoWindow	121	V3.5 Pool Four in One Karenina Close-up		1													
40121	2	UiAutoWindow	122	V3.5 Pool Four in One Vera Close-up		1													
40122	2	UiAutoWindow	123	V3.5 Pool Four in One Luna Close-up		1													
40123	2	UiAutoWindow	124	V3.5 The Merciful One Effect Coating Close-up Image		1													
40124	2	UiAutoWindow	125	V3.5 Echo Effect Coating Close-up Image		1													
40125	2	UiAutoWindow	126	V3.6 Close-up Image		1													
40126	2	UiAutoWindow	127	V3.6 Bianca Concomitant Coating Close-up		1													
40127	2	UiAutoWindow	128	V3.6 Lucia Swimsuit Coating Close-up		1													
40128	2	UiAutoWindow	129	V3.6 Selena Pool Coating Close-up		1													
40129	2	UiAutoWindow	130	v3.6 Preview Trailer		1													
40130	2	UiAutoWindow	131	V3.7 Close-up Image		1													
40131	2	UiAutoWindow	132	V3.7 Wanshi Coating Close-up		1													
40132	2	UiAutoWindow	133	V3.7 Qu Coating Close-up		1													
40133	2	UiAutoWindow	134	Summer Event Cogsgiving Gifts Sign-in		1													
40134	2	UiAutoWindow	135	3.8 Version 7-Day Sign-in		1													
40135	2	UiAutoWindow	136	V3.8 Version Close-up Image		1													
40136	2	UiAutoWindow	137	V3.8 Veronica Concomitant Coating Close-up		1													
40137	2	UiAutoWindow	138	V3.8 Lilith Effect Coating Close-up Image		1													
40138	2	UiAutoWindow	139	V3.8 Pool 500 Four in One Close-up		1													
40139	2	UiAutoWindow	140	V3.8 Pool Four in One Alpha Close-up		1													
40140	2	UiAutoWindow	141	V3.8 Pool Four in One Lamia Close-up		1													
40141	2	UiAutoWindow	142	V3.8 Pool Four in One Bianca Close-up		1													
40142	2	UiAutoWindow	143	V3.8 Pool Four in One Lucia Close-up		1													
40143	2	UiAutoWindow	144	v4.0版本打脸图		1													
40144	2	UiAutoWindow	145	v4.0丽芙伴生皮打脸		1													
40145	2	UiAutoWindow	146	v4.0慈悲者328卡池打脸		1													
40146	2	UiAutoWindow	147	v4.0露娜涂装玩法打脸		1													
40147	2	UiAutoWindow	148	v4.0版本PV预告打脸		1													
40148	2	UiAutoWindow	149	v4.0三日补给		1													
40149	2	UiAutoWindow	150	v4.0月卡plus		1													
40150	2	UiAutoWindow	151	v4.0周年回顾打脸		1													
40151	2	UiAutoWindow	152	v4.1版本打脸		1													
40152	2	UiAutoWindow	153	v4.1布偶熊伴生皮打脸		1													
40153	2	UiAutoWindow	154	v4.1神寂启示录涂装打脸		1													
40154	2	UiAutoWindow	155	v4.2涂装折扣活动打脸		1													
40155	2	UiAutoWindow	156	v4.2版本打脸		1													
40156	2	UiAutoWindow	157	v4.2伴生皮打脸		1													
40157	2	UiAutoWindow	158	v4.2七实涂装打脸		1													
40158	2	UiAutoWindow	159	v4.2比安卡涂装打脸		1													
40159	2	UiAutoWindow	160	v4.3可肝商店新增打脸图		1													
40160	2	UiAutoWindow	161	v4.0版本PV预告打脸		1													
40161	2	UiAutoWindow	163	4.3版本预热打脸		1													
40162	2	UiAutoWindow	164	4.3版本薇拉涂装打脸图		1													
40163	2	UiAutoWindow	162	4.3涅缇娅好感领取打脸图		1													
40164	2	UiAutoWindow	165	4.3版本曲涂装打脸图		1													
40165	2	UiAutoWindow	166	4.4版本黄油小狗打脸图		1													
40166	2	UiAutoWindow	167	4.4版本预热打脸		1													
40167	2	UiAutoWindow	168	4.4神威特效皮		1													
40168	2	UiAutoWindow	169	4.4500卡池1		1													
40169	2	UiAutoWindow	170	4.4赛琳娜500卡池1		1													
40170	2	UiAutoWindow	171	4.4囚影500卡池1		1													
40171	2	UiAutoWindow	172	4.4拉弥亚500卡池1		1													
40172	2	UiAutoWindow	173	4.4小露500卡池1		1													
40173	2	UiAutoWindow	174	4.4500卡池2		1													
40174	2	UiAutoWindow	175	4.4囚影500卡池2		1													
40175	2	UiAutoWindow	176	4.4拉弥亚500卡池2		1													
40176	2	UiAutoWindow	177	4.4深痕500卡池2		1													
40177	2	UiAutoWindow	178	4.4小露500卡池2		1													
40178	2	UiAutoWindow	179	4.5冰白毛特效皮		1						1050153							
40179	2	UiAutoWindow	180	4.5丽芙特效皮		1						1050153							
40180	2	UiAutoWindow	181	4.5奶龙特效皮		1						1050153							
40181	2	UiAutoWindow	182	4.5空花指挥官涂装		1						1050153							
40182	2	UiAutoWindow	183	4.5版本预热打脸		1						1050153							
40183	2	UiAutoWindow	184	v4.6可肝商店新增打脸图		1													
40185	2	UiAutoWindow	186	4.6 Helentine SFX Coating		1						1050153							
40186	2	UiAutoWindow	187	4.6 Selena SFX Coating		1						1050153							
40187	2	UiAutoWindow	188	V4.6 Preview Popup Image		1						1050153							
40188	2	UiAutoWindow	189			1						1050153							
40189	2	UiAutoWindow	190			1						1050153							
40190	2	UiAutoWindow	191			1						1050153							
40756	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
40757	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
40758	7	OnOpenUiArena		War Zone	10204	1							1						
40759	7	OnOpenUiArena		War Zone	10204	1							1						
40760	7	OnOpenUiFubenBossSingle		Phantom Pain Cage	10203	1							1						
40761	7	OnOpenUiFubenBossSingle		Phantom Pain Cage	10203	1							1						
40762	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
40763	7	OpenGuildBoss		Simulated Siege		1							1						
40764	7	OpenGuildBoss		Simulated Siege		1							1						
40765	7	OnOpenMaintainerAction		Operation Guardians	1302	1							1						
40766	7	OnOpenMaintainerAction		Operation Guardians	1302	1							1						
40767	7	OnOpenMaintainerAction		Operation Guardians	1302	1							1						
40768	7	OnOpenUiOnlineBoss		Go to Co-op	10302	1													
40769	4	UiMain		Advance to the main interface		1													
40770	4	UiMain		Advance to the main interface		1													
40771	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
40772	7	OnOpenUiArena		War Zone	10204	1							1						
40773	7	OnOpenUiFubenBossSingle		Phantom Pain Cage	10203	1							1						
40774	7	OnOpenMaintainerAction		Operation Guardians	1302	1							1						
40775	7	OpenGuildBoss		Simulated Siege		1							1						
40776	4	UiMain		Advance to the main interface		1													
40777	7	OnOpenMaintainerAction		Operation Guardians	1302	1							1						
40778	7	OnOpenMentorSystem		Advance to the mentorship system	1303	1							1						
40779	7	SkipToUiPurchase				1	0	202						41904					
50000	2	UiSignBanner	1			1													
50001	2	UiSignBanner	2			1													
50004	2	UiSignBanner	3			1													
50005	2	UiSignBanner	4			1													
50006	2	UiPurchase	2	Pack Page		1	1	0	0										
50007	2	UiPurchase	3	Monthly Pass Interface		1	1	0	0										
50008	2	UiPurchase	1	Recharge Page		1	1	0	0										
50009	6	UiSign		1st Recharge Page		1	3	0	0										
50010	2	UiSignBanner	5	Christmas Sign-in		1													
50011	2	UiSignBanner	6	Space Station Sign-in		1													
50012	2	UiSignBanner	7	Spring Festival Sign-in		1													
50013	2	UiSignBanner	8	Eternal Engine Sign-in		1													
50014	2	UiSignBanner	9	Nona Ouroboros Sign-in		1													
50015	2	UiSignBanner	10	Metropolis Log-in		1													
50016	2	UiSignBanner	11	Water Park Sign-in		1													
50017	2	UiSignBanner	12	Rosetta Sign-in		1													
50018	2	UiSignBanner	13	National Day Celebrations Sign-in		1													
50019	2	UiSignBanner	14	Qu Sign-in		1													
50021	2	UiSignBanner	15	Anniversary 7-day Sign-in		1													
50022	2	UiSignBanner	16	Anniversary 3-Day Sign-in		1													
50023	2	UiSignBanner	17	Nier 7-day Sign-in		1													
50024	2	UiPurchase	4	Black Card Exchange		1	1	0	0										
50025	2	UiSignBanner	18	New Year Sign-in		1													
50026	2	UiSignBanner	19	Spring Tribute Sign-in		1													
50027	2	UiSignBanner	20	New Year Sign-in		1													
50028	2	UiSignBanner	21	Echo Aria Sign-In		1													
50029	2	UiSignBanner	22	Imprisoned Sight Sign-in		1													
50030	2	UiSignBanner	23	No. 21 Sign-in		1													
50031	2	UiSignBanner	24	Moe War Sign-in		1													
50032	2	UiSignBanner	25	S Vera Sign-in		1													
50033	2	UiSignBanner	26	Summer Breeze Sign-in		1													
50034	2	UiSignBanner	27	Mid-Autumn Sign-in		1													
50035	2	UiSignBanner	28	Roland Sign-in		1													
50036	2	UiSignBanner	29	Liv: Empyrea Sign-in		1													
50037	2	UiPurchase	1	Rainbow Card Recharge Screen		1	1	0	0										
50038	2	UiSignBanner	30	S Selena Sign-in		1													
50039	2	UiSignBanner	31	Anniversary 3-Day Sign-in		1													
50040	2	UiSignBanner	32	Pulao Sign-in		1													
50041	2	UiSignBanner	33	New Year's 3-day Sign-in		1													
50043	2	UiSignBanner	36	Nanami the Robot Sign-in		1													
50044	2	UiSignBanner	35	2022 Spring Festival Sign-in		1													
50045	2	UiSignBanner	37	Haicma Sign-in		1													
50046	2	UiSignBanner	38	Super Karenina Sign-in		1													
50047	2	UiSignBanner	39	Super Karenina 51 Sign-in		1													
50048	2	UiSignBanner	40	Noan Sign-in		1													
50049	2	UiSignBanner	41	Noan Dragon Boat Festival Sign-in		1													
50050	2	UiSignBanner	42	3.8 Mid-Autumn 3-Day Sign-in		1						84100111							
50051	2	UiSignBanner	43	Super Bianca Sign-in		1													
50052	2	UiSignBanner	44	Bambinata Sign-in		1													
50053	2	UiSignBanner	45	Bambinata Mid-Autumn Sign-in		1													
50054	2	UiSignBanner	46	Lee: Hyperreal Sign-in		1													
50055	2	UiSignBanner	48	S Ayla Version Sign-in		1													
50056	2	UiSignBanner	49	3rd Year Anniversary 3-day Sign-in		1													
50057	2	UiSignBanner	50	S Crimson Abyss Version 7-Day Sign-in		1													
50058	2	UiSignBanner	51	2.1 Lantern Festival 3-Day Sign-in		1													
50059	2	UiSignBanner	52	2.1 Spring Festival 3-Day Sign-in		1													
50060	2	UiSignBanner	53	2.2 Version 7-Day Sign-in		1													
50061	2	UiSignBanner	54	S-Rank Construct Choice Pack Sign-in		1													
50062	2	UiSignBanner	55	2.3 Version 7-Day Sign-in		1													
50063	2	UiSignBanner	56	2.4 Labor Day Sign-in		1													
50064	2	UiSignBanner	57	2.4 Version Sign-in		1													
50065	2	UiSignBanner	58	2.5 Dragon Boat Festival Sign-in		1													
50066	2	UiSignBanner	59	2.5 Version Sign-in		1													
50067	2	UiSignBanner	60	2.6 Version Sign-in		1													
50068	2	UiSignBanner	61	2.7 Version Sign-in		1													
50069	2	UiSignBanner	62	2.8 Mid-Autumn 3-Day Sign-in		1													
50070	2	UiSignBanner	63	2.8 Version 7-Day Sign-in		1													
50071	2	UiSignBanner	64	2.9 Anniversary 3-Day Sign-in		1													
50072	2	UiSignBanner	65	2.9 Version 7-Day Sign-in		1													
50073	2	UiSignBanner	66	2.10 New Year's Day 3-Day Sign-in		1													
50074	2	UiSignBanner	67	V2.10 7-Day Sign-in		1													
50075	2	UiSignBanner	68	2.11 Spring Festival 3-Day Sign-in		1													
50076	2	UiSignBanner	69	2.11 7-Day Sign-in		1													
50077	2	UiSignBanner	70	2.12 Version 7-Day Sign-in		1													
50078	2	UiSignBanner	71	V2.13 7-Day Sign-in		1													
50079	2	UiSignBanner	72	V2.13 Labor Day 3-Day Sign-in		1													
50080	2	UiSignBanner	73	V2.14 7-Day Sign-in		1													
50081	2	UiSignBanner	74	V2.14 Dragon Boat Festival 3-Day Sign-in		1													
50082	2	UiSignBanner	75	V2.15 7-Day Sign-in		1													
50083	7	SkipToWeekCardBuyTips		[Fixed Jump] Weekly Card to Top-up Interface Weekly Card Purchase Prompt Window		1													
50084	2	UiSignBanner	76	[Each Create New] To 2.15 Weekly Card Sign-in Prompt Window		1													
50042	7	SkipToWeekChallenge		Weekly Mission		1													
50085	2	UiSignBanner	77	V2.16 7-Day Sign-in		1													
50086	2	UiSignBanner	78	V2.16 Mid-Autumn 3-Day Sign-in		1													
50087	2	UiSignBanner	79	2.17 Version 7-Day Sign-in		1													
50088	2	UiSignBanner	80	3.0 Anniversary 3-Day Sign-in		1													
50089	2	UiSignBanner	81	3.0 Version 7-Day Sign-in		1													
50090	2	UiSignBanner	82	3.0 Anniversary Special Biweekly Sign-in		1													
50091	2	UiSignBanner	83	V3.1 7-Day Sign-in		1													
50092	2	UiSignBanner	84	3.1 New Year's Day 3-Day Sign-in		1													
50093	2	UiSignBanner	85	3.2 Version 7-Day Sign-in		1													
50094	2	UiSignBanner	86	3.2 Spring Festival 3-Day Sign-in		1													
50095	2	UiSignBanner	87	[Each Create New] To v3.02 Weekly Card Sign-in Prompt Window		1													
50096	2	UiSignBanner	88	3.3 Version 7-Day Sign-in		1													
50097	2	UiSignBanner	89	3.4 Version 7-Day Sign-in		1								37051					
50098	2	UiSignBanner	90	3.5 Version 7-Day Sign-in		1								38651					
50099	2	UiSignBanner	91	V3.5 Dragon Boat Festival 3-Day Sign-in		1								38652					
50100	2	UiSignBanner	92	3.4 Labor Day 3-Day Sign-in		1								37057					
50101	2	UiSignBanner	93	【每次新建】v3.06周卡签到弹窗跳转		1													
50102	2	UiSignBanner	94	3.6 Version 7-Day Sign-in		1								39452					
50103	2	UiSignBanner	95	3.7 Version 7-Day Sign-in		1								40602					
50104	2	UiSignBanner	96	Go to Recycle		1								41902					
50105	2	UiSignBanner	97	Go to Main Stage		1								41903					
50106	2	UiSignBanner	98	[Each Create New] To v4.0 Beginner Daily Card Sign-in Prompt Window		1													
50107	2	UiSignBanner	99	4.0版本七日签到		1								42953					
50108	2	UiSignBanner	100	4.0周年三日签到		1								42954					
50109	2	UiSignBanner	101	4.0双周签到		1								42955					
50110	2	UiSignBanner	102	4.1版本签到		1								43502					
50111	2	UiSignBanner	103	4.1元旦签到		1								43503					
50112	2	UiSignBanner	104	4.2版本签到		1								44551					
50113	2	UiSignBanner	105	4.2春节签到		1								44552					
50114	2	UiSignBanner	106	【每次新建】v4.2周卡签到弹窗跳转		1													
50115	2	UiSignBanner	107	4.3-4.4预热签到		1								45911					
50116	2	UiSignBanner	108	4.3版本签到		1								45110					
50117	2	UiSignBanner	109	4.4版本签到		1								46110					
50118	2	UiSignBanner	110	4.4劳动节签到		1								46111					
50119	2	UiSignBanner	111	4.5版本签到		1						1050153		47110					
50120	2	UiSignBanner	112	4.5端午节签到		1						1050153		47111					
50121	2	UiSignBanner	113	【每次新建】v4.5周卡签到弹窗跳转		1													
50122	2	UiSignBanner	114	4.6版本签到		1								48110					
500	1	UiMedalUnlock		Go to Unlock Medals		1													
11	2	UiDrawGroup	1	Research System		1													
21	4		2	Back to Main		1													
31	5		3			1													
41	1		4			1													
51	1		5			1													
12	2		6			1													
13	3		7			1													
23	1	UiFuben		Enter	10101	1													
98	1	UiNewFuben		Go to Normal Story		1													
100	3	UiNewFuben	10010101	Go to Normal Story		1													
101	3	UiNewFuben	10010102	Go to Normal Story		1													
102	3	UiNewFuben	10010103	Go to Normal Story		1													
103	3	UiNewFuben	10010104	Go to Normal Story		1													
104	3	UiNewFuben	10010201	Go to Normal Story		1													
105	3	UiNewFuben	10010202	Go to Normal Story		1													
106	1	UiCharacterSystemV2P6		Go to Equip	101	1	0												
107	1	UiCharacterSystemV2P6		Go to Enhance	301	1	0												
108	3	UiNewFuben	10010203	Go to Normal Story		1													
109	3	UiNewFuben	10010204	Go to Normal Story		1													
110	3	UiNewFuben	10010301	Go to Normal Story		1													
111	3	UiNewFuben	10010302	Go to Normal Story		1													
112	1	UiCharacterSystemV2P6		Go to Equip	101	1	0												
113	1	UiCharacterSystemV2P6		Go to Enhance	301	1	0												
114	3	UiNewFuben	10010303	Go to Normal Story		1													
115	6	UiTask		Go to Mission		1	1	0	0										
