Id	Type	AttribId	PromotedId
10810046	2	108046	108046
15210041	1	152041	152041
15210042	1	152042	152042
15210043	1	152043	152043
15210044	1	152044	152044
15210045	1	152045	152045
15210046	1	152046	152046
12910021	3	129021	129021
12910022	3	129022	129022
12910023	3	129023	129023
12910024	3	129024	129024
12910025	3	129025	129025
12910026	3	129026	129026
11710041	6	117041	117041
11710042	6	117042	117042
11710043	6	117043	117043
11710044	6	117044	117044
11710045	6	117045	117045
11710046	6	117046	117046
13010021	2	130021	130021
13010022	2	130022	130022
13010023	2	130023	130023
13010024	2	130024	130024
13010025	2	130025	130025
13010026	2	130026	130026
12410031	2	124031	124031
12410032	2	124032	124032
12410033	2	124033	124033
12410034	2	124034	124034
12410035	2	124035	124035
12410036	2	124036	124036
12110031	2	121031	121031
12110032	2	121032	121032
12110033	2	121033	121033
12110034	2	121034	121034
12110035	2	121035	121035
12110036	2	121036	121036
10210061	1	102061	102061
10210062	1	102062	102062
10210063	1	102063	102063
10210064	1	102064	102064
10210065	1	102065	102065
10210066	1	102066	102066
13110021	1	131021	131021
13110022	1	131022	131022
13110023	1	131023	131023
13110024	1	131024	131024
13110025	1	131025	131025
13110026	1	131026	131026
10510051	2	105051	105051
10510052	2	105052	105052
10510053	2	105053	105053
10510054	2	105054	105054
10510055	2	105055	105055
10510056	2	105056	105056
13210031	7	132031	132031
13210032	7	132032	132032
13210033	7	132033	132033
13210034	7	132034	132034
13210035	7	132035	132035
13210036	7	132036	132036
13310031	5	133031	133031
13310032	5	133032	133032
13310033	5	133033	133033
13310034	5	133034	133034
13310035	5	133035	133035
13310036	5	133036	133036
15310051	1	153051	153051
15310052	1	153052	153052
15310053	1	153053	153053
15310054	1	153054	153054
15310055	1	153055	153055
15310056	1	153056	153056
13410021	1	134021	134021
13410022	1	134022	134022
13410023	1	134023	134023
13410024	1	134024	134024
13410025	1	134025	134025
13410026	1	134026	134026
11310041	5	113041	113041
11310042	5	113042	113042
11310043	5	113043	113043
11310044	5	113044	113044
11310045	5	113045	113045
11310046	5	113046	113046
13510031	1	135031	135031
13510032	1	135032	135032
13510033	1	135033	135033
13510034	1	135034	135034
13510035	1	135035	135035
13510036	1	135036	135036
13610031	1	136031	136031
13610032	1	136032	136032
13610033	1	136033	136033
13610034	1	136034	136034
13610035	1	136035	136035
13610036	1	136036	136036
10410051	1	104051	104051
10410052	1	104052	104052
10410053	1	104053	104053
10410054	1	104054	104054
10410055	1	104055	104055
10410056	1	104056	104056
13710021	1	137021	137021
13710022	1	137022	137022
13710023	1	137023	137023
13710024	1	137024	137024
13710025	1	137025	137025
13710026	1	137026	137026
13810031	5	138031	138031
13810032	5	138032	138032
13810033	5	138033	138033
13810034	5	138034	138034
13810035	5	138035	138035
13810036	5	138036	138036
10310051	1	103051	103051
10310052	1	103052	103052
10310053	1	103053	103053
10310054	1	103054	103054
10310055	1	103055	103055
10310056	1	103056	103056
12910031	5	129031	129031
12910032	5	129032	129032
12910033	5	129033	129033
12910034	5	129034	129034
12910035	5	129035	129035
12910036	5	129036	129036
11410041	8	114041	114041
11410042	8	114042	114042
11410043	8	114043	114043
11410044	8	114044	114044
11410045	8	114045	114045
11410046	8	114046	114046
13910031	5	139031	139031
13910032	5	139032	139032
13910033	5	139033	139033
13910034	5	139034	139034
13910035	5	139035	139035
13910036	5	139036	139036
10610041	8	106041	106041
10610042	8	106042	106042
10610043	8	106043	106043
10610044	8	106044	106044
10610045	8	106045	106045
10610046	8	106046	106046
1002	1	1002	1
1018	1	1018	1
1009	2	1009	1
1004	1	1004	1
1016	2	1016	1
1023	3	1023	1
1217	1	90008	90004
1317	1	89	0
1006	1	1006	1
1011	1	1011	1
1003	1	1003	1
1026	1	13	1
1012	1	1012	1
1001	1	1001	1
1005	2	1005	1
1007	1	1007	1
1008	1	1008	1
1013	3	1013	1
1014	1	1014	1
1102	1	1102	1
1103	1	1103	1
1106	4	1106	1
1116	4	89	0
1022	1	1022	1
1015	2	1015	1
1092	1	8482	8482
1101	3	1101	1
1017	1	1017	1
1117	1	89	0
1108	1	1108	1
1032	1	1032	1
1132	1	1132	1
1232	1	1032	1
1302	1	1302	1302
1312	1	1312	1302
1104	4	1104	1
1105	2	1105	1
1107	2	1107	1
8382	2	1107	1
1109	3	1109	1
1301	1	1301	1
1112	1	1112	1
1303	2	1303	1
1393	1	1393	1
1383	2	0	1
1373	2	0	1
1365	1	0	1
1353	1	0	1
1113	2	1113	1
1193	2	0	1
1901	1	1901	0
1033	2	1033	1
1093	1	1093	1
1083	1	1093	1
1073	1	1093	1
1311	1	1311	1
1304	2	1304	1
1394	1	1093	1
1384	1	1093	1
1374	1	1093	1
7304	2	1304	1
7314	2	1304	1
7374	1	1093	1
1305	2	156031	156031
1027	1	107041	107041
1306	3	1306	1
1024	1	1004	1
1021	1	101041	1
1221	1	101041	1
1121	1	123021	123021
8511	2	8511	8511
1019	5	1009	1
1052	1	1022	1
1752	1	1022	1
1852	1	1022	1
1952	1	1022	1
1307	1	1107	1
1114	3	124021	124021
1124	2	124031	124031
1067	2	124031	124031
1313	1	122031	122031
1028	5	126031	4706
1029	5	122031	122031
1138	1	1022	1
1038	2	108041	108041
1041	3	129021	129021
1042	3	129021	129021
4100	1	0	1
4101	1	4101	1
4201	1	4201	1
4112	1	4101	1
4212	1	4201	1
4114	1	4101	1
4214	1	4201	1
4115	1	4101	1
4215	1	4201	1
4135	1	4101	1
4235	1	4201	1
4137	1	4101	1
4237	1	4201	1
4301	1	4301	1
4401	1	4401	1
4105	1	4105	1
4205	1	4205	1
4123	1	4101	1
4223	1	4201	1
4128	1	4101	1
4228	1	4201	1
4129	1	4101	1
4229	1	4201	1
4136	1	4101	1
4236	1	4201	1
4103	1	4101	1
4203	1	4201	1
4104	1	4101	1
4204	1	4201	1
4126	1	4103	1
4226	1	4203	1
4106	1	4103	1
4206	1	4203	1
4116	1	4103	1
4216	1	4203	1
4120	1	4103	1
4220	1	4203	1
4124	1	4103	1
4224	1	4203	1
4125	1	4103	1
4225	1	4203	1
4107	1	4105	1
4207	1	4205	1
4108	1	4101	1
4208	1	4201	1
4110	1	4101	1
4210	1	4201	1
4111	1	4101	1
4211	1	4201	1
4113	1	4101	1
4213	1	4201	1
4118	1	4101	1
4218	1	4201	1
4121	1	4101	1
4221	1	4201	1
4122	1	4101	1
4222	1	4201	1
4127	1	4101	1
4227	1	4201	1
4131	1	4101	1
4231	1	4201	1
4232	1	4201	1
4109	1	4105	1
4209	1	4205	1
4117	1	4105	1
4217	1	4205	1
4119	1	4101	1
4219	1	4201	1
4130	1	4101	1
4230	1	4201	1
4133	1	4101	1
4233	1	4201	1
4132	1	4101	1
4134	1	4201	1
4234	1	4101	1
4138	1	4201	1
4238	1	4101	1
1201	2	1201	1
1202	2	1202	1
1207	1	1202	1
1203	2	1203	1
1205	1	1205	1
1208	1	1205	1
1204	1	1204	1
1206	1	1206	1
1211	1	101041	1
1222	1	0	0
9364	2	0	0
1126	1	152041	1
1136	1	122031	122031
1146	1	122031	122031
1156	1	122031	122031
1118	6	1022	1
1918	6	1093	1
1062	1	1062	1
1962	1	0	0
1043	2	130021	130021
1119	2	121036	121036
1129	2	121036	121036
1139	2	121036	121036
1149	2	121036	121036
4700	1	4700	1
4705	1	4705	1
4706	1	4706	4706
4707	1	4706	4706
1054	1	4706	4706
1055	1	4706	4706
1056	1	4706	4706
1057	1	4706	4706
1058	1	4706	4706
4001	1	4001	9
4002	1	4001	9
4003	1	4001	9
4004	1	4001	9
4005	1	4001	9
4006	1	4001	9
4007	1	4001	9
4008	1	4001	9
4009	1	4001	9
4010	1	4001	9
4011	1	4001	9
4012	1	4001	9
4013	1	4001	9
4014	1	4001	9
4015	1	4001	9
4016	1	4001	9
4017	1	4001	9
4018	1	4001	9
4019	1	4001	9
4020	1	4001	9
4021	1	4001	9
4022	1	4001	9
4023	1	4001	9
4024	1	4001	9
4025	1	4001	9
4026	1	4001	9
4027	1	4001	9
4028	1	4001	9
4029	1	4001	9
4030	1	4001	9
4031	1	4001	9
4032	1	4001	9
4033	1	4001	9
4034	1	4001	9
4035	1	4001	9
4036	1	4001	9
4037	1	4001	9
4038	1	4001	9
4039	1	4001	9
4040	1	4001	9
4041	1	4001	9
4042	1	4001	9
4043	1	4001	9
4044	1	4001	9
4045	1	4001	9
4046	1	4001	9
4047	1	4001	9
4048	1	4001	9
4049	1	4001	9
4050	1	4001	9
4051	1	4001	9
4052	1	4001	9
4053	1	4001	9
4054	1	4001	9
4055	1	4001	9
4056	1	4001	9
5001	1	5001	5001
5002	1	5001	5001
5003	3	5001	5001
5004	2	5001	5001
5018	1	5001	5001
5019	1	5005	5001
5024	2	5001	5001
5025	1	5001	5001
4710	3	4710	1
4712	3	4712	1
4714	1	9096	1
4711	3	9064	1
1318	1	1318	1
1010	1	130021	130021
1020	1	130021	130021
1031	1	130021	130021
1035	1	4101	1
4102	1	4101	1
4202	1	4201	1
8401	1	1107	1
1308	6	1022	1
1862	1	1062	1
1025	5	124031	124031
1030	6	121037	1
1130	6	121037	1
4703	3	4703	1
1125	1	153051	153051
1034	1	1022	1
1265	1	121038	1
1465	1	0	0
1565	1	121038	0
1039	1	130021	130021
1331	1	1107	1
1141	5	129021	129021
1142	5	129021	129021
1123	5	1318	1
1064	1	1062	1
1964	1	2	1
1864	1	2	1
1764	1	2	1
1036	6	121037	1
1936	6	121037	1
1836	6	121037	1
1736	6	121037	1
1053	1	1318	1
1063	1	1318	1
1153	1	1318	1
1040	5	1305	1
1046	6	121037	1
1946	6	121037	1
1846	6	121037	1
1049	2	1062	1
1060	2	1062	1
1059	2	1062	1
1065	2	1062	1
1066	2	1062	1
5029	1	0	5001
5030	1	5001	5001
5050	1	0	5001
5051	1	0	5001
5052	1	0	5001
5053	1	0	5001
5054	1	0	5001
5055	1	0	5001
5056	1	5001	5001
5057	1	5001	5001
5058	1	5001	5001
1072	1	1022	1
1972	1	2	1
1872	1	2	1
1772	1	2	1
1672	1	2	1
1601	6	121037	1
1602	6	121037	1
1050	5	1318	1
1051	1	1062	1
9039	2	2	1
2006	2	2	1
2007	2	2	1
2010	2	2	1
2011	2	2	1
2012	0	2	1
2013	1	2	1
2014	1	11	1
2015	1	12	1
2017	2	23	23
8213	2	2	1
8214	2	2	1
8215	2	2	1
8216	1	2	1
8701	2	1	0
8702	2	1	0
8703	2	1	0
8705	2	2	0
8710	2	2	0
8731	2	8213	81300
8732	2	1	0
8733	3	8213	81300
8734	2	8213	81300
8736	1	1	1
8737	2	8737	1
8738	1	1	1
8739	2	8737	1
8740	2	8737	1
8741	2	8737	1
8742	2	8742	99
8750	1	8750	8750
8751	2	8751	8751
8752	2	8752	8752
8753	2	8753	8753
1664	1	2	1
7001	1	0	0
7002	1	0	0
7003	1	0	0
7004	1	0	0
7005	1	0	0
7007	1	0	0
7008	1	0	0
7012	1	0	0
7013	1	0	0
7015	1	0	0
7103	1	0	0
9003	2	2	0
9009	1	2	0
9010	1	2	0
9011	2	2	0
9012	2	2	0
9013	3	2	0
9014	1	2	0
9015	1	2	0
9016	1	2	0
9017	2	2	0
9018	2	2	0
9019	2	2	0
9020	1	2	0
9021	2	2	0
9025	1	2	0
9036	3	5	0
9042	3	2	0
9601	1	2	0
9602	1	2	0
9603	1	2	0
9604	1	2	0
9605	1	2	0
9606	1	2	0
9607	1	2	0
9608	1	4	0
9609	1	4	0
9610	1	4	0
9611	1	4	0
9612	1	4	0
9613	1	4	0
9614	1	4	0
9615	1	4	0
9616	1	4	0
9617	1	4	0
9942	1	9942	0
9041	3	2	0
9040	3	2	0
9045	2	2	0
9046	2	2	0
9943	1	9943	0
9944	1	9943	0
9945	1	9945	0
9946	1	0	0
9618	1	9942	0
9619	1	9620	0
9620	1	9620	0
9621	1	9620	0
9622	1	9620	0
9623	1	9623	0
9947	1	9942	0
9948	1	0	0
9951	2	5	0
9037	2	3	0
9044	1	95	0
9033	2	5	0
9034	2	3	0
9026	1	4	0
9958	1	12	0
9954	1	12	0
9955	1	12	0
9960	2	10	0
9022	2	86	0
9043	3	3	0
9751	1	14	0
9752	1	15	0
9753	1	16	0
9754	1	17	0
9755	1	18	0
9756	1	19	0
9757	1	20	0
9758	1	21	0
9759	1	0	0
9957	1	0	0
8743	2	8737	1
8744	2	8742	99
9083	3	9081	9300
9084	3	9081	9300
9085	2	9070	9300
9088	2	9070	9300
9087	2	9087	9300
9086	2	9086	9299
9089	2	9089	9299
9090	2	9090	9299
9091	2	9091	9299
9092	3	9002	9299
9921	1	2	0
9922	3	2	0
9923	2	2	0
9035	1	10	0
2008	2	2	0
2009	2	10	0
2019	2	10	0
2016	2	2	1
9513	2	8190	8190
9038	2	10	0
9914	2	10	8190
9913	2	1105	1
9981	1	4	0
9982	1	2	0
9983	1	4	0
8152	1	4	0
8340	1	8340	8340
8341	1	8340	0
8342	1	8340	0
8343	1	8340	0
8344	1	8340	0
9066	1	9066	9066
9069	1	9069	9300
8370	1	83700	9300
9074	1	9074	9300
8371	1	83710	9300
9076	1	9076	9300
9077	1	9077	9300
9078	1	9078	9300
9079	1	9079	9300
9081	1	9081	9300
9080	1	9080	9300
9082	1	9080	9300
8410	1	84100	8340
8411	1	84110	8340
9070	1	9070	9300
8380	3	8380	9300
8381	2	9070	82161
8383	2	9070	82161
8384	2	8380	8380
8080	3	8380	9300
9971	1	88	0
9050	1	6	0
9973	1	6	0
9974	0	8171	0
9047	1	2	0
9048	1	2	0
9049	1	2	0
9060	1	9060	9300
9061	1	9060	9300
9062	1	9060	9300
9063	1	9063	9300
9064	1	9064	9300
9065	1	9065	9300
9067	1	9067	9300
9068	1	9068	9200
8360	2	8360	9200
9071	1	9071	9300
9072	1	9072	9300
9073	1	9073	9300
9075	1	9075	9300
8390	2	8390	9300
8400	1	8390	9300
8420	1	8420	9300
8421	1	8420	9300
8422	1	8420	9300
8423	1	8420	9300
8424	1	8420	9300
8425	1	8420	9300
8426	1	8420	9300
8430	2	8430	9300
8431	2	8431	9300
9095	1	9095	9300
7506	2	10	8190
99196	2	0	0
99197	2	0	0
99198	2	0	0
99200	2	0	0
99201	2	0	0
99202	2	0	0
99203	2	0	0
9310	3	9310	9399
9316	2	9316	9398
9318	1	9318	9398
9319	1	9319	9398
9315	1	4	0
9321	1	9318	9398
9323	2	9323	9398
9325	1	9325	9299
9326	1	0	0
9327	1	0	0
9328	1	0	0
9331	3	9331	9398
9369	3	9369	9299
93695	3	9369	9299
93696	3	9369	9299
93697	3	9369	9299
93698	3	9369	9299
93699	3	9369	9299
9980	2	10	8190
9801	3	9043	9100
9917	3	9043	9100
9911	2	10	8190
99161	1	84	0
99162	1	84	0
99163	1	84	0
99164	1	84	0
99165	1	4	0
99168	1	14	0
99169	1	14	0
99191	1	10	0
99194	1	10	0
99195	1	10	0
99199	1	10	0
99207	1	10	0
99208	1	10	0
99209	3	10	0
5007	1	9942	0
5008	1	9942	0
4704	1	9942	0
9985	1	4	0
9986	2	0	0
99131	2	0	0
99132	2	0	0
99133	2	0	0
99134	2	0	0
99851	2	0	0
99852	2	0	0
99853	2	0	0
99854	2	0	0
99855	2	0	0
99856	2	0	0
99857	2	0	0
99858	2	0	0
99859	2	0	0
99860	2	0	0
99861	2	0	0
99862	2	0	0
99863	2	0	0
99864	2	0	0
99865	2	0	0
99866	2	0	0
99867	2	0	0
99868	2	0	0
99869	2	0	0
99850	2	0	0
99110	2	10	0
99111	2	10	0
99112	2	10	0
99113	2	10	0
99114	2	10	0
99115	2	10	0
99116	2	10	0
99117	2	10	0
99118	2	10	0
99119	2	10	0
99120	2	10	0
99121	2	10	0
99122	2	10	0
99123	2	10	0
99124	2	10	0
9915	3	5005	9410
5005	3	5005	9410
405801	1	4001	9
405901	1	4001	9
99181	2	10	0
99192	2	10	0
4713	1	4713	9398
50281	2	0	0
50282	2	0	0
50283	2	0	0
50284	2	0	0
9961	2	9086	9299
99610	2	0	0
9962	2	9086	9299
99611	2	155031	1
9093	1	9093	9300
9094	1	9094	9300
8450	1	8420	9300
8451	1	8420	9300
8452	1	8420	9300
8481	1	8420	9300
8480	1	8420	9300
8488	1	8420	9300
8220	1	8350	8350
8221	1	8420	9300
8222	1	8420	9300
8223	1	8420	9300
8229	1	9094	9300
8540	1	8350	8350
8541	1	8420	9300
8542	1	8420	9300
8543	1	8420	9300
8544	1	8420	9300
8545	1	8420	9300
9630	1	4	0
96300	2	0	0
96301	2	0	0
96302	2	0	0
96303	2	0	0
96304	2	0	0
96305	2	0	0
96306	2	0	0
96307	2	0	0
96308	2	0	0
96309	2	0	0
96310	2	0	0
96311	2	0	0
96312	2	0	0
96313	2	0	0
96314	2	0	0
96315	2	0	0
99126	2	0	0
8440	3	8440	8390
9197	2	9197	1
9096	2	9096	1
9097	2	9097	1
9099	2	9099	1
9098	1	9098	9399
9301	1	9301	9399
9302	3	9302	9399
9303	2	9303	9399
9304	2	9304	9399
9307	2	9307	9398
9313	2	9313	9391
9320	1	9320	9391
9341	1	9343	9399
9343	1	9343	9299
9347	1	9347	9299
9348	1	9347	9299
9355	1	9347	9299
9356	1	9347	9199
8577	1	9347	9299
8027	1	9347	9299
8460	2	8460	0
8461	2	8460	0
8462	2	8460	0
8463	2	0	0
8464	2	8460	0
8459	2	8460	0
8470	2	8470	1
8476	2	8470	1
8471	2	8471	8470
8472	2	8472	8470
8501	2	8471	8470
8502	2	8472	8470
9305	2	9305	9399
9306	2	9306	9399
9760	1	9760	9399
9761	1	9761	9399
9762	1	9762	9399
9308	3	9308	9399
9309	3	9308	9399
9312	2	9312	9299
9317	2	9317	9299
8482	1	8482	8482
8485	1	8482	8482
8483	1	8482	8482
8484	1	8482	8482
8486	1	8482	8482
8487	1	8482	8482
8490	2	8490	9399
8491	2	9307	0
8492	2	9307	0
9763	2	9763	9199
8494	2	9307	0
9337	2	9337	1
9338	1	9338	1
9339	1	9339	1
9344	1	9344	1
8336	1	8571	8571
9363	1	9337	1
8510	1	8510	0
8530	2	9305	9399
8531	2	9305	9399
8532	2	9305	9399
8533	2	9305	9399
8534	2	9305	9399
8550	2	8550	9322
8551	2	9305	9399
8552	2	9305	9399
8553	2	1014	9399
8554	2	9305	9305
8535	2	8535	9398
8536	2	8536	9398
8538	2	8535	9398
8557	2	8535	9398
8558	2	8535	9398
8029	2	8535	9398
9311	3	9311	9399
9314	2	7402	9391
9322	1	9322	9399
9324	3	9324	9399
9329	2	9329	9391
9333	2	9333	9399
9374	2	9374	9399
9378	2	9374	9399
8580	1	8316	8316
8037	1	8565	9398
8038	1	8316	8316
8043	1	8565	9398
9764	2	9764	9100
9765	2	9765	9100
9330	2	9330	9199
9332	2	9332	9303
9334	2	9334	9199
9335	2	9335	9199
8172	2	8175	0
9336	2	9336	9199
9766	2	9764	9100
9350	2	9350	9100
9351	2	9351	9100
9352	2	9352	9100
9367	2	9367	9100
9767	2	1113	1
8555	2	8555	9399
8556	2	8556	9399
8548	2	8555	9399
8549	2	8556	9399
8072	2	8556	9399
8546	1	8510	0
8547	1	8510	0
8561	2	8510	0
8192	1	8192	8192
9354	0	9354	9399
9358	0	9354	9199
8337	0	8571	8571
9373	1	8192	8192
8785	2	8235	0
8060	0	8060	8192
8055	0	8060	8192
8061	0	8060	8192
8562	1	8562	8562
8079	1	8562	8562
9340	2	9340	0
9342	2	9342	0
8230	2	8190	0
9345	2	9342	0
9346	2	1393	0
8231	2	8420	9300
8495	2	8495	0
8496	2	8496	0
8497	2	8420	9300
8498	1	8420	0
8334	1	8334	9398
8335	1	8334	9398
8754	1	8510	0
8755	2	8535	9398
