Id	GroupId	Condition	UnLockTime
120104	12	84602816	
120105	12	84602822	
120106	12	84602825	
120107	12	84602826	
120108	12	84602828	
120109	12	84602828	
120110	12	84602829	
120111	12	84602830	
120112	12	84602833	
120113	12	84602834	
120114	12	84602834	
120115	12	84602834	
120116	12	84602834	
120117	12	84602835	
120118	12	84602835	
120119	12	84602856	
120120	12	84602857	
120121	12	84602859	
120122	12	84602859	
120123	12	84602859	
120124	12	84602866	
120125	12	84602868	
120126	12	84602871	
120127	12	84602872	
120128	12	84602873	
120129	12	84602876	
120130	12	84602876	
120131	12	84602876	
120132	12	84602876	
120133	12	84602876	
120134	12	84602876	
120135	12	84103357	
120136	12	84103358	
120137	12	84103359	
120138	12	84103360	
120139	12	84103361	
120140	12	84103362	
120141	12	84103363	
120142	12	84103364	
120143	12	84103364	
120144	12	84103427	
120145	12	84103430	
120146	12	84103436	
120147	12	84103438	
120148	12	84103441	
120149	12	84103443	
120150	12	84103443	
120151	12	84103443	
130001	13	84102468	
130002	13	84102463	
130003	13	84102551	
130004	13	84102573	
130005	13	84102579	
130006	13	84103210	
140001	14	1004048	
140002	14	1004049	
140003	15	1004102	
140004	15	1004103	
140005	15	1004104	
140006	15	1004105	
140007	15	1004106	
160001	16	1020643	
160002	16	1020646	
160003	16	1020838	
170001	17	84602840	
170002	17	84602852	
170003	17	84330002	
170004	17	84330003	
170005	17	84330004	
170006	17	84330004	
170007	17	84330004	
180001	18	1020871	
180002	18	1020871	
180003	18	1020871	
180004	18	1020871	
180005	18	1020871	
180006	18	1020871	
180007	18	1020871	
180008	18	1021001	
180009	18	1021001	
106900	6	2084602133	
