Id	DailyLimit	TotalLimit	BuyLimit	TimeId	Config[1]	Config[2]	Config[3]	Config[4]	Config[5]	Config[6]	Config[7]	Config[8]	Config[9]	Config[10]	ExchangeType	CanMutiply	AutoClose	IsRestrictFreeBuy	ItemCombineGroupId
2361	0	0	0	0	2361										2	2	1	0	0
2362	0	0	0	0	2362										2	2	1	0	0
2363	0	0	0	0	2363										2	2	1	0	0
2364	0	0	0	0	2364										2	2	1	0	0
2365	0	0	0	0	2365										2	2	1	0	0
2366	0	0	0	0	2366										2	2	1	0	0
2367	0	0	0	0	2367										2	2	1	0	0
2368	0	0	0	0	2368										2	2	1	0	0
2369	0	0	0	0	2369										2	2	1	0	0
62901	5	0	0	0	629011	629012	629013	629014	629015						1	1	0	0	0
63001	0	50	0	0	63001										2	2	1	0	0
50104	0	1000	0	0	50104										2	2	1	0	0
32002	0	135	135	0	32002										2	2	1	0	0
32003	0	135	135	0	32003										2	2	1	0	0
32004	0	135	135	0	32004										2	2	1	0	0
32005	0	135	135	0	32005										2	2	1	0	0
32006	0	135	135	0	32006										2	2	1	0	0
32007	0	135	135	0	32007										2	2	1	0	0
32008	0	135	135	0	32008										2	2	1	0	0
32009	0	135	135	0	32009										2	2	1	0	0
32010	0	135	135	0	32010										2	2	1	0	0
32011	0	135	135	0	32011										2	2	1	0	0
32012	0	135	135	0	32012										2	2	1	0	0
32013	0	135	135	0	32013										2	2	1	0	0
32014	0	135	135	0	32014										2	2	1	0	0
32015	0	135	135	0	32015										2	2	1	0	0
32016	0	135	135	0	32016										2	2	1	0	0
32017	0	135	135	0	32017										2	2	1	0	0
32018	0	135	135	0	32018										2	2	1	0	0
32019	0	135	135	0	32019										2	2	1	0	0
32020	0	135	135	0	32020										2	2	1	0	0
32021	0	135	135	0	32021										2	2	1	0	0
33002	0	135	135	0	33002										2	2	1	0	0
33003	0	135	135	0	33003										2	2	1	0	0
33004	0	135	135	0	33004										2	2	1	0	0
33005	0	135	135	0	33005										2	2	1	0	0
33006	0	135	135	0	33006										2	2	1	0	0
33007	0	135	135	0	33007										2	2	1	0	0
33008	0	135	135	0	33008										2	2	1	0	0
97009	0	0	0	0	97009										2	2	1	0	0
2391	0	0	0	0	2391										2	2	1	0	0
2392	0	0	0	0	2392										2	2	1	0	0
2393	0	0	0	0	2393										2	2	1	0	0
2394	0	0	0	0	2394										2	2	1	0	0
2395	0	0	0	0	2395										2	2	1	0	0
2396	0	0	0	0	2396										2	2	1	0	0
2397	0	0	0	0	2397										2	2	1	0	0
2398	0	0	0	0	2398										2	2	1	0	0
2399	0	0	0	0	2399										2	2	1	0	0
2400	0	0	0	0	2400										2	2	1	0	0
2422	0	0	0	0	2422										2	2	1	0	0
2423	0	0	0	0	2423										2	2	1	0	0
2424	0	0	0	0	2424										2	2	1	0	0
2425	0	0	0	0	2425										2	2	1	0	0
2426	0	0	0	0	2426										2	2	1	0	0
2427	0	0	0	0	2427										2	2	1	0	0
2428	0	0	0	0	2428										2	2	1	0	0
2429	0	0	0	0	2429										2	2	1	0	0
2430	0	0	0	0	2430										2	2	1	0	0
2431	0	0	0	0	2431										2	2	1	0	0
2434	0	0	0	0	2434										2	2	1	0	0
2435	0	0	0	0	2435										2	2	1	0	0
2436	0	0	0	0	2436										2	2	1	0	0
2437	0	0	0	0	2437										2	2	1	0	0
2438	0	0	0	0	2438										2	2	1	0	0
2439	0	0	0	0	2439										2	2	1	0	0
2440	0	0	0	0	2440										2	2	1	0	0
2441	0	0	0	0	2441										2	2	1	0	0
2442	0	0	0	0	2442										2	2	1	0	0
2443	0	0	0	0	2443										2	2	1	0	0
2444	0	0	0	0	2444										2	2	1	0	0
2445	0	0	0	0	2445										2	2	1	0	0
2448	0	0	0	0	2448										2	2	1	0	0
2449	0	0	0	0	2449										2	2	1	0	0
2450	0	0	0	0	2450										2	2	1	0	0
2451	0	0	0	0	2451										2	2	1	0	0
2452	0	0	0	0	2452										2	2	1	0	0
2453	0	0	0	0	2453										2	2	1	0	0
2454	0	0	0	0	2454										2	2	1	0	0
2455	0	0	0	0	2455										2	2	1	0	0
2456	0	0	0	0	2456										2	2	1	0	0
2457	0	0	0	0	2457										2	2	1	0	0
2458	0	0	0	0	2458										2	2	1	0	0
2478	0	0	0	0	2478										2	2	1	0	0
2479	0	0	0	0	2479										2	2	1	0	0
2480	0	0	0	0	2480										2	2	1	0	0
2481	0	0	0	0	2481										2	2	1	0	0
2482	0	0	0	0	2482										2	2	1	0	0
2483	0	0	0	0	2483										2	2	1	0	0
2484	0	0	0	0	2484										2	2	1	0	0
2485	0	0	0	0	2485										2	2	1	0	0
2486	0	0	0	0	2486										2	2	1	0	0
2487	0	0	0	0	2487										2	2	1	0	0
2488	0	0	0	0	2488										2	2	1	0	0
2489	0	0	0	0	2489										2	2	1	0	0
2554	0	0	0	0	2554										2	2	1	0	0
2555	0	0	0	0	2555										2	2	1	0	0
2556	0	0	0	0	2556										2	2	1	0	0
2557	0	0	0	0	2557										2	2	1	0	0
2558	0	0	0	0	2558										2	2	1	0	0
2559	0	0	0	0	2559										2	2	1	0	0
2560	0	0	0	0	2560										2	2	1	0	0
2561	0	0	0	0	2561										2	2	1	0	0
2562	0	0	0	0	2562										2	2	1	0	0
2563	0	0	0	0	2563										2	2	1	0	0
2565	0	0	0	0	2565										2	2	1	0	0
2566	0	0	0	0	2566										2	2	1	0	0
2567	0	0	0	0	2567										2	2	1	0	0
2568	0	0	0	0	2568										2	2	1	0	0
2569	0	0	0	0	2569										2	2	1	0	0
2570	0	0	0	0	2570										2	2	1	0	0
2571	0	0	0	0	2571										2	2	1	0	0
2572	0	0	0	0	2572										2	2	1	0	0
2573	0	0	0	0	2573										2	2	1	0	0
2574	0	0	0	0	2574										2	2	1	0	0
2576	0	0	0	0	2576										2	2	1	0	0
2577	0	0	0	0	2577										2	2	1	0	0
2578	0	0	0	0	2578										2	2	1	0	0
2579	0	0	0	0	2579										2	2	1	0	0
2580	0	0	0	0	2580										2	2	1	0	0
2581	0	0	0	0	2581										2	2	1	0	0
2582	0	0	0	0	2582										2	2	1	0	0
2583	0	0	0	0	2583										2	2	1	0	0
2584	0	0	0	0	2584										2	2	1	0	0
2585	0	0	0	0	2585										2	2	1	0	0
2586	0	0	0	0	2586										2	2	1	0	0
2587	0	0	0	0	2587										2	2	1	0	0
2593	0	0	0	0	2593										2	2	1	0	0
2594	0	0	0	0	2594										2	2	1	0	0
2595	0	0	0	0	2595										2	2	1	0	0
2596	0	0	0	0	2596										2	2	1	0	0
2597	0	0	0	0	2597										2	2	1	0	0
2606	0	0	0	0	2606										2	2	1	0	0
2598	0	0	0	0	2598										2	2	1	0	0
2599	0	0	0	0	2599										2	2	1	0	0
2600	0	0	0	0	2600										2	2	1	0	0
2601	0	0	0	0	2601										2	2	1	0	0
2602	0	0	0	0	2602										2	2	1	0	0
2603	0	0	0	0	2603										2	2	1	0	0
2631	0	0	0	0	2631										2	2	1	0	0
2632	0	0	0	0	2632										2	2	1	0	0
2633	0	0	0	0	2633										2	2	1	0	0
2634	0	0	0	0	2634										2	2	1	0	0
2635	0	0	0	0	2635										2	2	1	0	0
2636	0	0	0	0	2636										2	2	1	0	0
2637	0	0	0	0	2637										2	2	1	0	0
2638	0	0	0	0	2638										2	2	1	0	0
2639	0	0	0	0	2639										2	2	1	0	0
2640	0	0	0	0	2640										2	2	1	0	0
2641	0	0	0	0	2641										2	2	1	0	0
2642	0	0	0	0	2642										2	2	1	0	0
2643	0	0	0	0	2643										2	2	1	0	0
2644	0	0	0	0	2644										2	2	1	0	0
2645	0	0	0	0	2645										2	2	1	0	0
2646	0	0	0	0	2646										2	2	1	0	0
2647	0	0	0	0	2647										2	2	1	0	0
2648	0	0	0	0	2648										2	2	1	0	0
2649	0	0	0	0	2649										2	2	1	0	0
2650	0	0	0	0	2650										2	2	1	0	0
2651	0	0	0	0	2651										2	2	1	0	0
2652	0	0	0	0	2652										2	2	1	0	0
2653	0	0	0	0	2653										2	2	1	0	0
2654	0	0	0	0	2654										2	2	1	0	0
2655	0	0	0	0	2655										2	2	1	0	0
2680	0	0	0	0	2680										2	2	1	0	0
2681	0	0	0	0	2681										2	2	1	0	0
2682	0	0	0	0	2682										2	2	1	0	0
2683	0	0	0	0	2683										2	2	1	0	0
2684	0	0	0	0	2684										2	2	1	0	0
2685	0	0	0	0	2685										2	2	1	0	0
2686	0	0	0	0	2686										2	2	1	0	0
2687	0	0	0	0	2687										2	2	1	0	0
2688	0	0	0	0	2688										2	2	1	0	0
2689	0	0	0	0	2689										2	2	1	0	0
2690	0	0	0	0	2690										2	2	1	0	0
2691	0	0	0	0	2691										2	2	1	0	0
2692	0	0	0	0	2692										2	2	1	0	0
2715	0	0	0	0	2715										2	2	1	0	0
2716	0	0	0	0	2716										2	2	1	0	0
2717	0	0	0	0	2717										2	2	1	0	0
2718	0	0	0	0	2718										2	2	1	0	0
2719	0	0	0	0	2719										2	2	1	0	0
2720	0	0	0	0	2720										2	2	1	0	0
2721	0	0	0	0	2721										2	2	1	0	0
2722	0	0	0	0	2722										2	2	1	0	0
2723	0	0	0	0	2723										2	2	1	0	0
2724	0	0	0	0	2724										2	2	1	0	0
2725	0	0	0	0	2725										2	2	1	0	0
2726	0	0	0	0	2726										2	2	1	0	0
2727	0	0	0	0	2727										2	2	1	0	0
2730	0	0	0	0	2730										2	2	1	0	0
2731	0	0	0	0	2731										2	2	1	0	0
2732	0	0	0	0	2732										2	2	1	0	0
2733	0	0	0	0	2733										2	2	1	0	0
2734	0	0	0	0	2734										2	2	1	0	0
2735	0	0	0	0	2735										2	2	1	0	0
2736	0	0	0	0	2736										2	2	1	0	0
2737	0	0	0	0	2737										2	2	1	0	0
2738	0	0	0	0	2738										2	2	1	0	0
2739	0	0	0	0	2739										2	2	1	0	0
2740	0	0	0	0	2740										2	2	1	0	0
2741	0	0	0	0	2741										2	2	1	0	0
2742	0	0	0	0	2742										2	2	1	0	0
2743	0	0	0	0	2743										2	2	1	0	0
2744	0	0	0	0	2744										2	2	1	0	0
2745	0	0	0	0	2745										2	2	1	0	0
2746	0	0	0	0	2746										2	2	1	0	0
2747	0	0	0	0	2747										2	2	1	0	0
2749	0	0	0	0	2749										2	2	1	0	0
2750	0	0	0	0	2750										2	2	1	0	0
2751	0	0	0	0	2751										2	2	1	0	0
2752	0	0	0	0	2752										2	2	1	0	0
2753	0	0	0	0	2753										2	2	1	0	0
2754	0	0	0	0	2754										2	2	1	0	0
2755	0	0	0	0	2755										2	2	1	0	0
2756	0	0	0	0	2756										2	2	1	0	0
2757	0	0	0	0	2757										2	2	1	0	0
2758	0	0	0	0	2758										2	2	1	0	0
2759	0	0	0	0	2759										2	2	1	0	0
2760	0	0	0	0	2760										2	2	1	0	0
2782	0	0	0	0	2782										2	2	1	0	0
2783	0	0	0	0	2783										2	2	1	0	0
2784	0	0	0	0	2784										2	2	1	0	0
2785	0	0	0	0	2785										2	2	1	0	0
2786	0	0	0	0	2786										2	2	1	0	0
2787	0	0	0	0	2787										2	2	1	0	0
2788	0	0	0	0	2788										2	2	1	0	0
2789	0	0	0	0	2789										2	2	1	0	0
2790	0	0	0	0	2790										2	2	1	0	0
2791	0	0	0	0	2791										2	2	1	0	0
2792	0	0	0	0	2792										2	2	1	0	0
2793	0	0	0	0	2793										2	2	1	0	0
2796	0	0	0	0	2796										2	2	1	0	0
2797	0	0	0	0	2797										2	2	1	0	0
2798	0	0	0	0	2798										2	2	1	0	0
2799	0	0	0	0	2799										2	2	1	0	0
2800	0	0	0	0	2800										2	2	1	0	0
2801	0	0	0	0	2801										2	2	1	0	0
2802	0	0	0	0	2802										2	2	1	0	0
2803	0	0	0	0	2803										2	2	1	0	0
2804	0	0	0	0	2804										2	2	1	0	0
2805	0	0	0	0	2805										2	2	1	0	0
2806	0	0	0	0	2806										2	2	1	0	0
2807	0	0	0	0	2807										2	2	1	0	0
2822	0	0	0	0	2822										2	2	1	0	0
2823	0	0	0	0	2823										2	2	1	0	0
2824	0	0	0	0	2824										2	2	1	0	0
2825	0	0	0	0	2825										2	2	1	0	0
2826	0	0	0	0	2826										2	2	1	0	0
2827	0	0	0	0	2827										2	2	1	0	0
2828	0	0	0	0	2828										2	2	1	0	0
2829	0	0	0	0	2829										2	2	1	0	0
2830	0	0	0	0	2830										2	2	1	0	0
2831	0	0	0	0	2831										2	2	1	0	0
2832	0	0	0	0	2832										2	2	1	0	0
2833	0	0	0	0	2833										2	2	1	0	0
2849	0	0	0	0	2849										2	2	1	0	0
2850	0	0	0	0	2850										2	2	1	0	0
2851	0	0	0	0	2851										2	2	1	0	0
2852	0	0	0	0	2852										2	2	1	0	0
2853	0	0	0	0	2853										2	2	1	0	0
2854	0	0	0	0	2854										2	2	1	0	0
2855	0	0	0	0	2855										2	2	1	0	0
2856	0	0	0	0	2856										2	2	1	0	0
2857	0	0	0	0	2857										2	2	1	0	0
2858	0	0	0	0	2858										2	2	1	0	0
2859	0	0	0	0	2859										2	2	1	0	0
2860	0	0	0	0	2860										2	2	1	0	0
2865	0	0	0	0	2865										2	2	1	0	0
2866	0	0	0	0	2866										2	2	1	0	0
2867	0	0	0	0	2867										2	2	1	0	0
2868	0	0	0	0	2868										2	2	1	0	0
2869	0	0	0	0	2869										2	2	1	0	0
2870	0	0	0	0	2870										2	2	1	0	0
2871	0	0	0	0	2871										2	2	1	0	0
2872	0	0	0	0	2872										2	2	1	0	0
2873	0	0	0	0	2873										2	2	1	0	0
2874	0	0	0	0	2874										2	2	1	0	0
2875	0	0	0	0	2875										2	2	1	0	0
2876	0	0	0	0	2876										2	2	1	0	0
2880	0	0	0	0	2880										2	2	1	0	0
2881	0	0	0	0	2881										2	2	1	0	0
2882	0	0	0	0	2882										2	2	1	0	0
2883	0	0	0	0	2883										2	2	1	0	0
2884	0	0	0	0	2884										2	2	1	0	0
2885	0	0	0	0	2885										2	2	1	0	0
2886	0	0	0	0	2886										2	2	1	0	0
2887	0	0	0	0	2887										2	2	1	0	0
2888	0	0	0	0	2888										2	2	1	0	0
2889	0	0	0	0	2889										2	2	1	0	0
2890	0	0	0	0	2890										2	2	1	0	0
2891	0	0	0	0	2891										2	2	1	0	0
2907	0	0	0	0	2907										2	2	1	0	0
2908	0	0	0	0	2908										2	2	1	0	0
2909	0	0	0	0	2909										2	2	1	0	0
2910	0	0	0	0	2910										2	2	1	0	0
2911	0	0	0	0	2911										2	2	1	0	0
2912	0	0	0	0	2912										2	2	1	0	0
2913	0	0	0	0	2913										2	2	1	0	0
2914	0	0	0	0	2914										2	2	1	0	0
2915	0	0	0	0	2915										2	2	1	0	0
2916	0	0	0	0	2916										2	2	1	0	0
2917	0	0	0	0	2917										2	2	1	0	0
2918	0	0	0	0	2918										2	2	1	0	0
400000	0	0	0	0	400000										0	0	0	0	0
2920	0	0	0	0	2920										2	2	1	0	0
2921	0	0	0	0	2921										2	2	1	0	0
2922	0	0	0	0	2922										2	2	1	0	0
2923	0	0	0	0	2923										2	2	1	0	0
2924	0	0	0	0	2924										2	2	1	0	0
2925	0	0	0	0	2925										2	2	1	0	0
2926	0	0	0	0	2926										2	2	1	0	0
2927	0	0	0	0	2927										2	2	1	0	0
2928	0	0	0	0	2928										2	2	1	0	0
2929	0	0	0	0	2929										2	2	1	0	0
2930	0	0	0	0	2930										2	2	1	0	0
2931	0	0	0	0	2931										2	2	1	0	0
2936	0	0	0	0	2936										2	2	1	0	0
2937	0	0	0	0	2937										2	2	1	0	0
2938	0	0	0	0	2938										2	2	1	0	0
2939	0	0	0	0	2939										2	2	1	0	0
2940	0	0	0	0	2940										2	2	1	0	0
2941	0	0	0	0	2941										2	2	1	0	0
2942	0	0	0	0	2942										2	2	1	0	0
2943	0	0	0	0	2943										2	2	1	0	0
2944	0	0	0	0	2944										2	2	1	0	0
2945	0	0	0	0	2945										2	2	1	0	0
2946	0	0	0	0	2946										2	2	1	0	0
2947	0	0	0	0	2947										2	2	1	0	0
2961	0	0	0	0	2961										2	2	1	0	0
2962	0	0	0	0	2962										2	2	1	0	0
2963	0	0	0	0	2963										2	2	1	0	0
2964	0	0	0	0	2964										2	2	1	0	0
2965	0	0	0	0	2965										2	2	1	0	0
2966	0	0	0	0	2966										2	2	1	0	0
2968	0	0	0	0	2968										2	2	1	0	0
2969	0	0	0	0	2969										2	2	1	0	0
2970	0	0	0	0	2970										2	2	1	0	0
2971	0	0	0	0	2971										2	2	1	0	0
2972	0	0	0	0	2972										2	2	1	0	0
2973	0	0	0	0	2973										2	2	1	0	0
2975	0	0	0	0	2975										2	2	1	0	0
