Id	GroupIndex	StageIndex	DifficultyId	Name	NameEn	Icon	ShowMonsterIcon	ShowMonsterName	Type	LinkIds[1]	LinkIds[2]	LinkIds[3]	LinkIds[4]	LinkIds[5]	LinkIds[6]	HpMax	Desc	GuildWarStageId	BaseSubHp	MaxSubHp	MaxPoint	MinSubDamage	FactorA	FactorB	FactorC	FactorD	FightCostEnergy	SweepCostEnergy	HelpTitle	HelpDetail	DeployCharacterMax	DeployCharacterNum[1]	DeployCharacterNum[2]	DeployCharacterNum[3]	DeployCharacterNum[4]	DeployCharacterNum[5]	DeployCharacterNum[6]	DeployCharacterNum[7]	DeployCharacterNum[8]	DeployCharacterNum[9]	DeployCharacterNum[10]	DeployBuff[1]	DeployBuff[2]	DeployBuff[3]	DeployBuff[4]	DeployBuff[5]	DeployBuff[6]	DeployBuff[7]	DeployBuff[8]	DeployBuff[9]	DeployBuff[10]	ShowFightEventId[1]	ShowFightEventId[2]	FightEventId[1]	FightEventId[2]	BgIcon	TreatMstInterval	TreatMstPercent	ResidueStageId	ModelId	RootId
220	2	1	2	Dangerous Cliff	High-risk Cliffs	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon8.png	Assets/Product/Texture/Image/RoleCharacter/Mb1MelinoeMd010001.png	Melinoe	19	207	215					10000	Upon defeat, the Slumberer will come back with higher Nightmare Level. All enemies' <color=#4169E1>ATK and HP will increase!</color>	174	580	1330	1200	750	0.625	54.0	5.0	1200.0	20	20	Melinoe	1. Upon defeat, the Slumberer will come back with higher Nightmare Level. All enemies' <color=#4169E1>ATK and HP will increase!</color>\n2. When attacked, the Slumberer will accumulate Nightmare. At full Nightmare, it will cast the Ultimate Signature and enter the Berserk mode temporarily!	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500	2240422		2240288			1	10	97	Mb1MelinoeMd010001UI	
2021	3	1	2	Broken Walls	The Pass I	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/ZhuNormal01.png	Chomper	2							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	141	950	1600	810	650	0.6	36.0	5.0	810.0	20	20	Juncture I	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500	2240415		2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					202
2031	3	2	2	Broken Walls	The Pass II	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/DeporterNormal01.png	Deporter-R	2							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	142	950	1600	810	650	0.6	36.0	5.0	810.0	20	20	Juncture II	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500	2240415		2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					203
2041	3	3	2	Broken Walls	Cliff Fortress	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/VoodooNormal01.png	Voodoo	16							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	108	700	1450	810	750	0.5	250.0	265.0	680.0	20	20	Cliff Fortress	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500	2240415	2240403	2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					204
2051	3	4	2	Broken Walls	The Pass III	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/Mo1YeyaMd000001.png	Hydraulic	2							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	143	950	1600	810	650	0.6	36.0	5.0	810.0	20	20	Juncture III	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500	2240415		2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					205
2061	3	5	2	Broken Walls	The Pass IV	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/Me1XunshoushiMd000001.png	Tamer	2							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	144	950	1600	810	650	0.6	36.0	5.0	810.0	20	20	Juncture IV	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500	2240415		2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					206
2071	3	6	2	Broken Walls	Treacherous Gap	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/DiaorenyixingNormal01.png	Guardian	5							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	162	700	1150	810	450	0.6	36.0	5.0	810.0	20	20	Icy Pass	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500	2240421	2240415	2240404	2240409	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang6.png					207
2111	4	1	2	Broken Walls	The Pass I	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/KaixiNormal01.png	Cathy	2							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	145	950	1600	810	650	0.6	36.0	5.0	810.0	20	20	Juncture I	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500	2240415		2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					211
2121	4	2	2	Broken Walls	The Pass II	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/ZhangyuNormal01.png	Naval 5 - Squid	2							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	146	950	1600	810	650	0.6	36.0	5.0	810.0	20	20	Juncture II	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500	2240415		2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					212
2131	4	3	2	Broken Walls	The Pass III	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/JiebajixianxinNormal01.png	DB02-Sanitizer	2							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	147	950	1600	810	650	0.6	36.0	5.0	810.0	20	20	Juncture III	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500	2240415		2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					213
2141	4	4	2	Broken Walls	The Pass IV	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/JiebajixianxinNormal01.png	DB02-Sanitizer	2							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	148	950	1600	810	650	0.6	36.0	5.0	810.0	20	20	Juncture IV	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500	2240415		2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					214
2151	4	5	2	Broken Walls	Treacherous Gap	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/YaziNormal01.png	Yazi	5							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	163	700	1150	810	450	0.6	36.0	5.0	810.0	20	20	Fire Pass	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500	2240278	2240415	2240404	2240282	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang6.png					215
2201	2	1	2	Dangerous Cliff	Dangerous Cliff	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon12.png	Assets/Product/Texture/Image/RoleCharacter/Mb1MelinoeMd010001.png	Melinoe	19							10000	Warning! The Slumberer has evolved into its ultimate form!	177	580	1330	1200	750	0.625	54.0	5.0	1200.0	20	20	Melinoe	Warning! The Slumberer has evolved into its ultimate form!	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500	2240423		2240288			1	10	97	Mb1MelinoeMd010001UI	220
2022	3	1	2	Ruins	The Pass I	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		950	1600	810	650	0.6	36.0	5.0	810.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					202
2032	3	2	2	Ruins	The Pass II	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		950	1600	810	650	0.6	36.0	5.0	810.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					203
2042	3	3	2	Ruins	Cliff Fortress	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		700	1450	810	750	0.5	250.0	265.0	680.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					204
2052	3	4	2	Ruins	The Pass III	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		950	1600	810	650	0.6	36.0	5.0	810.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					205
2062	3	5	2	Ruins	The Pass IV	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		950	1600	810	650	0.6	36.0	5.0	810.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					206
2072	3	6	2	Ruins	Treacherous Gap	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		700	1250	810	450	0.6	36.0	5.0	810.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					207
2112	4	1	2	Ruins	The Pass I	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		950	1600	810	650	0.6	36.0	5.0	810.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					211
2122	4	2	2	Ruins	The Pass II	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		950	1600	810	650	0.6	36.0	5.0	810.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					212
2132	4	3	2	Ruins	The Pass III	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		950	1600	810	650	0.6	36.0	5.0	810.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					213
2142	4	4	2	Ruins	The Pass IV	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		950	1600	810	650	0.6	36.0	5.0	810.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					214
2152	4	5	2	Ruins	Treacherous Gap	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		700	1250	810	450	0.6	36.0	5.0	810.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	150	300	450	600	750	900	1050	1200	1350	1500					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					215
301	1	1	3	Resource Security Area I	Resource Security Area	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon1.png	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon1.png	Resource Security Area	1	302	311	321				10000															80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000										
302	3	1	3	Juncture I	The Pass I	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png	Assets/Product/Texture/Image/RoleCharacter/YijukongzhongjianshiqiNormal01.png	Heteromer Aerial Monitors	2	303	301					10000	Fear not the trivial critter mobs. Just <color=#0f70bc>pull them in and wipe them out</color>.\n<color=#BFBFBF>To Be Continued...</color>	13	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture I	1. Fear not the trivial critter mobs! \n2.<color=#4169E1>Pull them in</color> and quickly take them out!	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000										
303	3	2	3	Juncture II	The Pass II	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png	Assets/Product/Texture/Image/RoleCharacter/YijushaojiejipaoNormal01.png	Heteromer Sentry Gun	2	304	302					10000	Fear not the trivial critter mobs. Just <color=#0f70bc>pull them in and wipe them out</color>.\n<color=#BFBFBF>To Be Continued...</color>	14	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture II	1. Fear not the trivial critter mobs! \n2.<color=#4169E1>Pull them in</color> and quickly take them out!	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000										
304	3	3	3	Cliff Fortress	Cliff Fortress	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon14.png	Assets/Product/Texture/Image/RoleCharacter/VoodooNormal01.png	Voodoo	16	305	303	312	313	322	323	10000	A large number of enemies have blocked the path forward. Focus on breaking through them.	109	300	850	1315	550	0.5	350.0	475.0	680.0	20	20	Cliff Fortress	1. A large number of enemies have blocked the path forward. Focus on breaking through them.\n2. <color=#4169E1>Defeat</color> enemies or <color=#4169E1>break</color> their Super Armor to enter Matrix.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240403									
305	3	4	3	Juncture III	The Pass III	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png	Assets/Product/Texture/Image/RoleCharacter/Mo1BopuerMd01000.png	Popper	2	306	304					10000	Fear not the trivial critter mobs. Just <color=#0f71bc>pull them in and wipe them out</color>.\n<color=#BFBFBF>To Be Continued...</color>	15	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture III	1. Fear not the trivial critter mobs! \n2.<color=#4169E1>Pull them in</color> and quickly take them out!	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000										
306	3	5	3	Juncture IV	The Pass IV	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png	Assets/Product/Texture/Image/RoleCharacter/BeyaNormal01.png	Blair	2	307	305	314	324			10000	Fear not the trivial critter mobs. Just <color=#0f70bc>pull them in and wipe them out</color>.\n<color=#BFBFBF>To Be Continued...</color>	16	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture IV	1. Fear not the trivial critter mobs! \n2.<color=#4169E1>Pull them in</color> and quickly take them out!	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000										
307	3	6	3	Icy Pass	Treacherous Gap	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon4_1.png	Assets/Product/Texture/Image/RoleCharacter/DiaorenyixingNormal01.png	Guardian	5	330	306					10000	The last area of defense before Boss	125	450	750	1315	300	0.6	58.5	5.0	1315.0	20	20	Icy Pass	1. Defeated enemies turn into <color=#4169E1>Souls</color> and attack the <color=#4169E1>Core Shield</color>.\n2. Clearing each wave briefly <color=#4169E1>removes the Core's Invincibility</color>.\n3. While the Core's <color=#4169E1>Invincibility</color> is down, focus your attacks and destroy it.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240421		2240409							
311	4	1	3	Juncture I	The Pass I	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png	Assets/Product/Texture/Image/RoleCharacter/BaixianshengNormal01.png	Mr. White	2	312	301					10000	Fear not the trivial critter mobs. Just <color=#0f70bc>pull them in and wipe them out</color>.\n<color=#BFBFBF>To Be Continued...</color>	17	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture I	1. Fear not the trivial critter mobs! \n2.<color=#4169E1>Pull them in</color> and quickly take them out!	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000										
312	4	2	3	Juncture II	The Pass II	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png	Assets/Product/Texture/Image/RoleCharacter/TuziNormal01.png	Ground 3 - Rabbit	2	304	311					10000	Fear not the trivial critter mobs. Just <color=#0f70bc>pull them in and wipe them out</color>.\n<color=#BFBFBF>To Be Continued...</color>	18	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture II	1. Fear not the trivial critter mobs! \n2.<color=#4169E1>Pull them in</color> and quickly take them out!	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000										
313	4	3	3	Juncture III	The Pass III	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png	Assets/Product/Texture/Image/RoleCharacter/XiongrenNormal01.png	Polar Bear	2	314	304					10000	Fear not the trivial critter mobs. Just <color=#0f71bc>pull them in and wipe them out</color>.\n<color=#BFBFBF>To Be Continued...</color>	19	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture III	1. Fear not the trivial critter mobs! \n2.<color=#4169E1>Pull them in</color> and quickly take them out!	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000										
314	4	4	3	Juncture IV	The Pass IV	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png	Assets/Product/Texture/Image/RoleCharacter/JiebajixianxinNormal01.png	DB02-Sanitizer	2	315	313	306				10000	Fear not the trivial critter mobs. Just <color=#0f70bc>pull them in and wipe them out</color>.\n<color=#BFBFBF>To Be Continued...</color>	20	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture IV	1. Fear not the trivial critter mobs! \n2.<color=#4169E1>Pull them in</color> and quickly take them out!	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000										
315	4	5	3	Fire Pass	Treacherous Gap	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon4_2.png	Assets/Product/Texture/Image/RoleCharacter/YaziNormal01.png	Acid Ant	5	330	314					10000	The last area of defense before Boss	126	450	750	1315	300	0.6	58.5	5.0	1315.0	20	20	Fire Pass	1. Defeated enemies turn into <color=#4169E1>Souls</color> and attack the <color=#4169E1>Core Shield</color>.\n2. Clearing each wave briefly <color=#4169E1>removes the Core's Invincibility</color>.\n3. While the Core's <color=#4169E1>Invincibility</color> is down, focus your attacks and destroy it.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240278		2240282							
321	5	1	3	Juncture I	The Pass I	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png	Assets/Product/Texture/Image/RoleCharacter/Mo1BopuerMd01000.png	Popper	2	322	301					10000	Fear not the trivial critter mobs. Just <color=#0f70bc>pull them in and wipe them out</color>.\n<color=#BFBFBF>To Be Continued...</color>	21	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture I	1. Fear not the trivial critter mobs! \n2.<color=#4169E1>Pull them in</color> and quickly take them out!	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000										
322	5	2	3	Juncture II	The Pass II	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png	Assets/Product/Texture/Image/RoleCharacter/YaziNormal01.png	Kemuri	2	304	321					10000	Fear not the trivial critter mobs. Just <color=#0f70bc>pull them in and wipe them out</color>.\n<color=#BFBFBF>To Be Continued...</color>	22	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture II	1. Fear not the trivial critter mobs! \n2.<color=#4169E1>Pull them in</color> and quickly take them out!	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000										
323	5	3	3	Juncture III	The Pass III	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png	Assets/Product/Texture/Image/RoleCharacter/Taieyixing01.png	Tai'E	2	324	304					10000	Fear not the trivial critter mobs. Just <color=#0f71bc>pull them in and wipe them out</color>.\n<color=#BFBFBF>To Be Continued...</color>	23	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture III	1. Fear not the trivial critter mobs! \n2.<color=#4169E1>Pull them in</color> and quickly take them out!	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000										
324	5	4	3	Juncture IV	The Pass IV	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png	Assets/Product/Texture/Image/RoleCharacter/YaziNormal01.png	Kemuri	2	325	323	306				10000	Fear not the trivial critter mobs. Just <color=#0f70bc>pull them in and wipe them out</color>.\n<color=#BFBFBF>To Be Continued...</color>	24	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture IV	1. Fear not the trivial critter mobs! \n2.<color=#4169E1>Pull them in</color> and quickly take them out!	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000										
325	5	5	3	Void Pass	Treacherous Gap	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon4_3.png	Assets/Product/Texture/Image/RoleCharacter/ZhizunNormal01.png	Gear	5	330	324					10000	The last area of defense before Boss	127	450	750	1315	300	0.6	58.5	5.0	1315.0	20	20	Void Pass	1. Defeated enemies turn into <color=#4169E1>Souls</color> and attack the <color=#4169E1>Core Shield</color>.\n2. Clearing each wave briefly <color=#4169E1>removes the Core's Invincibility</color>.\n3. While the Core's <color=#4169E1>Invincibility</color> is down, focus your attacks and destroy it.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240424		2240419							
330	2	1	3	Dangerous Cliff	High-risk Cliffs	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon8.png	Assets/Product/Texture/Image/RoleCharacter/Mb1MelinoeMd010001.png	Melinoe	19	307	315	325				10000	Upon defeat, the Slumberer will come back with higher Nightmare Level. All enemies' <color=#4169E1>ATK and HP will increase!</color>	175	300	700	1960	400	0.625	87.75	5.0	1960.0	20	20	Melinoe	1. Upon defeat, the Slumberer will come back with higher Nightmare Level. All enemies' <color=#4169E1>ATK and HP will increase!</color>\n2. When attacked, the Slumberer will accumulate Nightmare. At full Nightmare, it will cast the Ultimate Signature and enter the Berserk mode temporarily!	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240422		2240288			1	10	103	Mb1MelinoeMd010001UI	
3021	3	1	3	Broken Walls	The Pass I	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/YijukongzhongjianshiqiNormal01.png	Heteromer Aerial Monitor	2							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	149	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture I	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240415		2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					302
3031	3	2	3	Broken Walls	The Pass II	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/YijushaojiejipaoNormal01.png	Heteromer Sentry Gun	2							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	150	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture II	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240415		2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					303
3041	3	3	3	Broken Walls	Cliff Fortress	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/VoodooNormal01.png	Voodoo	16							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	109	300	850	1315	550	0.5	350.0	475.0	680.0	20	20	Cliff Fortress	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240415	2240403	2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					304
