Id	AttribId[1]	AttribId[2]	AttribDes1[1]	AttribDes1[2]	AttribDes2[1]	AttribDes2[2]	ItemId[1]	ItemId[2]	ItemId[3]	ItemId[4]	ItemId[5]	ItemCount[1]	ItemCount[2]	ItemCount[3]	ItemCount[4]	ItemCount[5]	ItemCrystalId[1]	ItemCrystalId[2]	ItemCrystalId[3]	ItemCrystalCount[1]	ItemCrystalCount[2]	ItemCrystalCount[3]	AwarenessAttrDesc	AwarenessAttrValue
3046011	40460114	40460115	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70111	70112	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3046012	40460124	40460125	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70121	70122	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3056001	40560014	40560015	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70011	70012	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3056002	40560024	40560025	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70021	70022	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3056003	40560034	40560035	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70031	70032	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3056004	40560044	40560045	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70041	70042	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3056005	40560054	40560055	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70051	70052	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3056006	40560064	40560065	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70061	70062	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3056007	40560074	40560075	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70071	70072	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3056008	40560084	40560085	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70081	70082	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3056009	40560094	40560095	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70091	70092	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3056010	40560104	40560105	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70101	70102	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3056011	40560114	40560115	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70111	70112	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3056012	40560124	40560125	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70121	70122	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3066001	40660014	40660015	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70011	70012	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3066002	40660024	40660025	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70021	70022	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3066003	40660034	40660035	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70031	70032	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3066004	40660044	40660045	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70041	70042	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3066005	40660054	40660055	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70051	70052	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3066006	40660064	40660065	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70061	70062	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3066007	40660074	40660075	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70071	70072	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3066008	40660084	40660085	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70081	70082	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3066009	40660094	40660095	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70091	70092	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3066010	40660104	40660105	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70101	70102	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3066011	40660114	40660115	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70111	70112	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3066012	40660124	40660125	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70121	70122	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3016014	40160144	40160145	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	79991	79992	70141	70142	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3026014	40260144	40260145	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	79991	79992	70141	70142	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3036014	40360144	40360145	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	79991	79992	70141	70142	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3046014	40460144	40460145	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70141	70142	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3056014	40560144	40560145	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70141	70142	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3066014	40660144	40660145	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70141	70142	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3016013	40160134	40160135	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	79991	79992	70131	70132	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3026013	40260134	40260135	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	79991	79992	70131	70132	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3036013	40360134	40360135	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	79991	79992	70131	70132	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3046013	40460134	40460135	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70131	70132	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3056013	40560134	40560135	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70131	70132	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3066013	40660134	40660135	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70131	70132	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3016015	40160154	40160155	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	79991	79992	70151	70152	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3026015	40260154	40260155	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	79991	79992	70151	70152	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3036015	40360154	40360155	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	79991	79992	70151	70152	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3046015	40460154	40460155	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70151	70152	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3056015	40560154	40560155	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70151	70152	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3066015	40660154	40660155	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70151	70152	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3016016	40160164	40160165	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	79991	79992	70161	70162	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3026016	40260164	40260165	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	79991	79992	70161	70162	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3036016	40360164	40360165	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	79991	79992	70161	70162	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3046016	40460164	40460165	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70161	70162	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3056016	40560164	40560165	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70161	70162	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3066016	40660164	40660165	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70161	70162	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3016017	40160174	40160175	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	79991	79992	70171	70172	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3026017	40260174	40260175	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	79991	79992	70171	70172	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3036017	40360174	40360175	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	79991	79992	70171	70172	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3046017	40460174	40460175	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70171	70172	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3056017	40560174	40560175	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70171	70172	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3066017	40660174	40660175	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70171	70172	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3016018	40160184	40160185	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	79991	79992	70181	70182	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3026018	40260184	40260185	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	79991	79992	70181	70182	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3036018	40360184	40360185	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	79991	79992	70181	70182	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3046018	40460184	40460185	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70181	70182	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3056018	40560184	40560185	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70181	70182	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3066018	40660184	40660185	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	79991	79992	70181	70182	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
3016019	40160194	40160195	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	79991	79992	70191	70192	50000	9	3	6	1	1	70001	70002	50000	480	80	DMG Bonus: +	1
