Id	WeaponId	Level	LevelName	ConsumeItemIds[1]	ConsumeItemCounts[1]	OverrunType	ChipBindType	ActiveSuitItemId	ActiveSuitItemCount	Desc	Ability	ShowOverrunEffect	Name	UiNodePosX[1]	UiNodePosX[2]	UiNodePosX[3]	UiNodePosX[4]	UiNodePosX[5]	UiNodePosX[6]	UiNodePosX[7]	UiNodePosY[1]	UiNodePosY[2]	UiNodePosY[3]	UiNodePosY[4]	UiNodePosY[5]	UiNodePosY[6]	UiNodePosY[7]	UiLinePointList[1]	UiLinePointList[2]	UiLinePointList[3]	UiLinePointList[4]	UiLinePointList[5]	UiLinePointList[6]	UiLinePointList[7]	SelectedCameraPosX	SelectedCameraPosY	SelectedCameraPosZ	SelectedCameraRotX	MagicIds[1]	ShowOverrunSkillId	CharacterId	SelectedCameraRotY	SelectedCameraRotZ	UpSkillGroupId	UpSkillGroupLevel
76	2596001	1	1	34000	25	1	1	47	1200	Harmony Absorption: Piece count for Memory Set effects +2	90																																		
77	2606001	1	1	34000	25	1	1	47	1200	Harmony Absorption: Piece count for Memory Set effects +2	90																																		
78	2616001	1	1	34000	25	1	1	47	1200	Harmony Absorption: Piece count for Memory Set effects +2	90																																		
79	2626001	1	1	34000	25	1	1	47	1200	Harmony Absorption: Piece count for Memory Set effects +2	90																																		
80	2636001	1	1	34000	25	1	1	47	1200	Harmony Absorption: Piece count for Memory Set effects +2	90																																		
81	2646001	1	1	34000	25	1	1	47	1200	Harmony Absorption: Piece count for Memory Set effects +2	90																																		
82	2656001	1	1	34000	25	1	1	47	1200	Harmony Absorption: Piece count for Memory Set effects +2	90																																		
83	2526001	2	2	34001	25	2				Obtain Harmony Skill — Frostbound Finale	90	1	Harmony Awakening	234.3	235.8	218.1999					247.8	99.4	215.3999					-462.21,-125.4|-234.6,0|-196.27,0	-301,0|-196.27,0	-569.5,-66.5|-232.7,0|-196.27,0					-0.3808	-0.7911	-21.5736	-25.0774	117538	1	1531005	18.5643	0.6338		
84	2526001	3	2_1	34001	5	3				Core Passive: Classical Romanticism +1			Core Harmony — 1	97.3	130.3	208.8999	244.0				-215.5	-272.2	-178.1999	257.6				-496.94,127.6|-194.3,2.3|-149.31,2.3	-819.2,270.7|-225.1,2.3|-149.31,2.3	-733.74,144.7|-214.1,2.3|-149.31,2.3	-715.12,-401.3|-232.2,2.3|-149.31,2.3				0.1266	0.1826	-22.3013	2.3903			1531005	2.0265	-3.9964	1535210	1
85	2526001	4	2_2	34001	5	3				Core Passive: Classical Romanticism +1			Core Harmony — 2			-608.89	-674.0999	-541.0999					157.0	-288.2999	-323.7999					225.43,-553.9|172,15.8|139,15.8	545.6,-217.1|197,15.8|139,15.8	553.6,-201.9|197,15.8|139,15.8			0.8113	-0.7896	-21.4414	-19.9232			1531005	-20.2796	-44.8978	1535210	1
86	2526001	5	2_3	34001	5	3				Core Passive: Classical Romanticism +1			Core Harmony — 3				-737.0	-743.9	-564.2999	-321.5				130.0	71.3	206.6	262.1				262.94,357.8|189,18.5|140.9,18.5	215,278.1|191,18.5|140.9,18.5	256.79,295|194.5,18.5|140.9,18.5	846.66,403.1|219.2,18.5|140.9,18.5	-0.3009	1.4071	-21.5305	31.8264			1531005	14.9245	-62.7462	1535210	1
87	2526001	6	2_4	34001	5	3				Signature: Fugal Sonata +1			Signature Harmony — 1					142.3	276.0	240.5					248.3	72.4	-188.6					-511.1,125.4|-206.3,3.2|-148.12,3.2	-490.4,129.6|-206.3,3.2|-148.12,3.2	-239.39,216.8|-206.3,3.2|-148.12,3.2	-0.8112	-0.5552	-21.3847	-23.2469			1531005	32.8851	-32.4511	1535170	1
88	2526001	7	2_5	34001	5	3				Signature: Fugal Sonata +1			Signature Harmony — 2						-644.9	-615.0999						-213.8	-40.5999						679.9,-196.4|194.5,18.5|140.9,18.5	286.52,-461.7|195.8,18.5|140.9,18.5	-0.6251	0.4575	-21.4584	-4.6015			1531005	26.7199	24.891	1535170	1
89	2666001	1	1	34000	25	1	1	47	1200	Harmony Absorption: Piece count for Memory Set effects +2	90																																		
