Id	EquipId	Times	LevelLimit	AttribId	AttribPromotedId	Exp	LevelUpTemplateId	UseItemId	UseMoney	ItemId[1]	ItemCount[1]	ItemId[2]	ItemCount[2]	ItemId[3]	ItemCount[3]	ItemId[4]	ItemCount[4]	ConditionId	ResId
177	2066002	3	40	20660023	20660023	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2066002
178	2066002	4	45	20660024	20660024	15280	605	0	0									0	2066002
179	2073001	0	15	20730010	20730010	100	301	1	4000	40103	2							5000	2073001
180	2073001	1	20	20730011	20730011	370	302	1	8000	40100	2	40103	2					5000	2073001
181	2073001	2	25	20730012	20730012	1020	303	0	0									0	2073001
182	2074001	0	20	20740010	20740010	300	401	1	6000	40103	4							5000	2074001
183	2074001	1	25	20740011	20740011	760	402	1	12000	40100	4	40103	4					5000	2074001
184	2074001	2	30	20740012	20740012	1700	403	1	18000	40110	2	40113	2	40100	2	40103	2	5000	2074001
185	2074001	3	35	20740013	20740013	3270	404	1	24000	40110	4	40113	4					5000	2074001
186	2075001	0	25	20750010	20750010	500	501	1	8000	40103	6							5000	2075001
187	2075001	1	30	20750011	20750011	1680	502	1	16000	40100	6	40103	6					5000	2075001
188	2075001	2	35	20750012	20750012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2075001
189	2075001	3	40	20750013	20750013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2075001
190	2075001	4	45	20750014	20750014	11050	505	0	0									0	2075001
191	2075002	0	25	20750020	20750020	500	501	1	8000	40103	6							5000	2075002
192	2075002	1	30	20750021	20750021	1680	502	1	16000	40100	6	40103	6					5000	2075002
193	2075002	2	35	20750022	20750022	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2075002
194	2075002	3	40	20750023	20750023	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2075002
195	2075002	4	45	20750024	20750024	11050	505	0	0									0	2075002
196	2076001	0	25	20760010	20760010	700	601	1	10000	40103	8							5000	2076001
197	2076001	1	30	20760011	20760011	2360	602	1	20000	40100	8	40103	8					5000	2076001
198	2076001	2	35	20760012	20760012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2076001
199	2076001	3	40	20760013	20760013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2076001
200	2076001	4	45	20760014	20760014	15280	605	0	0									0	2076001
201	2076002	0	25	20760020	20760020	700	601	1	10000	40103	8							5000	2076002
202	2076002	1	30	20760021	20760021	2360	602	1	20000	40100	8	40103	8					5000	2076002
203	2076002	2	35	20760022	20760022	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2076002
204	2076002	3	40	20760023	20760023	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2076002
205	2076002	4	45	20760024	20760024	15280	605	0	0									0	2076002
206	2083001	0	15	20830010	20830010	100	301	1	4000	40103	2							5000	2083001
207	2083001	1	20	20830011	20830011	370	302	1	8000	40100	2	40103	2					5000	2083001
208	2083001	2	25	20830012	20830012	1020	303	0	0									0	2083001
209	2084001	0	20	20840010	20840010	300	401	1	6000	40103	4							5000	2084001
210	2084001	1	25	20840011	20840011	760	402	1	12000	40100	4	40103	4					5000	2084001
211	2084001	2	30	20840012	20840012	1700	403	1	18000	40110	2	40113	2	40100	2	40103	2	5000	2084001
212	2084001	3	35	20840013	20840013	3270	404	1	24000	40110	4	40113	4					5000	2084001
213	2085001	0	25	20850010	20850010	500	501	1	8000	40103	6							5000	2085001
214	2085001	1	30	20850011	20850011	1680	502	1	16000	40100	6	40103	6					5000	2085001
215	2085001	2	35	20850012	20850012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2085001
216	2085001	3	40	20850013	20850013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2085001
217	2085001	4	45	20850014	20850014	11050	505	0	0									0	2085001
218	2085002	0	25	20850020	20850020	500	501	1	8000	40103	6							5000	2085002
219	2085002	1	30	20850021	20850021	1680	502	1	16000	40100	6	40103	6					5000	2085002
220	2085002	2	35	20850022	20850022	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2085002
221	2085002	3	40	20850023	20850023	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2085002
222	2085002	4	45	20850024	20850024	11050	505	0	0									0	2085002
223	2086001	0	25	20860010	20860010	700	601	1	10000	40103	8							5000	2086001
224	2086001	1	30	20860011	20860011	2360	602	1	20000	40100	8	40103	8					5000	2086001
225	2086001	2	35	20860012	20860012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2086001
226	2086001	3	40	20860013	20860013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2086001
227	2086001	4	45	20860014	20860014	15280	605	0	0									0	2086001
228	2086002	0	25	20860020	20860020	700	601	1	10000	40103	8							5000	2086002
229	2086002	1	30	20860021	20860021	2360	602	1	20000	40100	8	40103	8					5000	2086002
230	2086002	2	35	20860022	20860022	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2086002
231	2086002	3	40	20860023	20860023	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2086002
232	2086002	4	45	20860024	20860024	15280	605	0	0									0	2086002
233	2093001	0	15	20930010	20930010	100	301	1	4000	40103	2							5000	2093001
234	2093001	1	20	20930011	20930011	370	302	1	8000	40100	2	40103	2					5000	2093001
235	2093001	2	25	20930012	20930012	1020	303	0	0									0	2093001
236	2094001	0	20	20940010	20940010	300	401	1	6000	40103	4							5000	2094001
237	2094001	1	25	20940011	20940011	760	402	1	12000	40100	4	40103	4					5000	2094001
238	2094001	2	30	20940012	20940012	1700	403	1	18000	40110	2	40113	2	40100	2	40103	2	5000	2094001
239	2094001	3	35	20940013	20940013	3270	404	1	24000	40110	4	40113	4					5000	2094001
240	2095001	0	25	20950010	20950010	500	501	1	8000	40103	6							5000	2095001
241	2095001	1	30	20950011	20950011	1680	502	1	16000	40100	6	40103	6					5000	2095001
242	2095001	2	35	20950012	20950012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2095001
243	2095001	3	40	20950013	20950013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2095001
244	2095001	4	45	20950014	20950014	11050	505	0	0									0	2095001
245	2096001	0	25	20960010	20960010	700	601	1	10000	40103	8							5000	2096001
246	2096001	1	30	20960011	20960011	2360	602	1	20000	40100	8	40103	8					5000	2096001
247	2096001	2	35	20960012	20960012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2096001
248	2096001	3	40	20960013	20960013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2096001
249	2096001	4	45	20960014	20960014	15280	605	0	0									0	2096001
250	2096002	0	25	20960020	20960020	700	601	1	10000	40103	8							5000	2096002
251	2096002	1	30	20960021	20960021	2360	602	1	20000	40100	8	40103	8					5000	2096002
252	2096002	2	35	20960022	20960022	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2096002
253	2096002	3	40	20960023	20960023	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2096002
254	2096002	4	45	20960024	20960024	15280	605	0	0									0	2096002
255	2096003	0	25	20960030	20960030	700	601	1	10000	40103	8							5000	2096003
256	2096003	1	30	20960031	20960031	2360	602	1	20000	40100	8	40103	8					5000	2096003
257	2096003	2	35	20960032	20960032	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2096003
258	2096003	3	40	20960033	20960033	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2096003
259	2096003	4	45	20960034	20960034	15280	605	0	0									0	2096003
260	2104001	0	20	21040010	21040010	300	401	1	6000	40103	4							5000	2104001
261	2104001	1	25	21040011	21040011	760	402	1	12000	40100	4	40103	4					5000	2104001
262	2104001	2	30	21040012	21040012	1700	403	1	18000	40110	2	40113	2	40100	2	40103	2	5000	2104001
263	2104001	3	35	21040013	21040013	3270	404	1	24000	40110	4	40113	4					5000	2104001
264	2105001	0	25	21050010	21050010	500	501	1	8000	40103	6							5000	2105001
265	2105001	1	30	21050011	21050011	1680	502	1	16000	40100	6	40103	6					5000	2105001
266	2105001	2	35	21050012	21050012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2105001
267	2105001	3	40	21050013	21050013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2105001
268	2105001	4	45	21050014	21050014	11050	505	0	0									0	2105001
269	2106001	0	25	21060010	21060010	700	601	1	10000	40103	8							5000	2106001
270	2106001	1	30	21060011	21060011	2360	602	1	20000	40100	8	40103	8					5000	2106001
271	2106001	2	35	21060012	21060012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2106001
272	2106001	3	40	21060013	21060013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2106001
273	2106001	4	45	21060014	21060014	15280	605	0	0									0	2106001
274	2114001	0	20	21140010	21140010	300	401	1	6000	40103	4							5000	2114001
275	2114001	1	25	21140011	21140011	760	402	1	12000	40100	4	40103	4					5000	2114001
276	2114001	2	30	21140012	21140012	1700	403	1	18000	40110	2	40113	2	40100	2	40103	2	5000	2114001
277	2114001	3	35	21140013	21140013	3270	404	1	24000	40110	4	40113	4					5000	2114001
278	2115001	0	25	21150010	21150010	500	501	1	8000	40103	6							5000	2115001
279	2115001	1	30	21150011	21150011	1680	502	1	16000	40100	6	40103	6					5000	2115001
280	2115001	2	35	21150012	21150012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2115001
281	2115001	3	40	21150013	21150013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2115001
282	2115001	4	45	21150014	21150014	11050	505	0	0									0	2115001
283	2116001	0	25	21160010	21160010	700	601	1	10000	40103	8							5000	2116001
284	2116001	1	30	21160011	21160011	2360	602	1	20000	40100	8	40103	8					5000	2116001
285	2116001	2	35	21160012	21160012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2116001
286	2116001	3	40	21160013	21160013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2116001
287	2116001	4	45	21160014	21160014	15280	605	0	0									0	2116001
288	2125001	0	25	21250010	21250010	500	501	1	8000	40103	6							5000	2125001
289	2125001	1	30	21250011	21250011	1680	502	1	16000	40100	6	40103	6					5000	2125001
290	2125001	2	35	21250012	21250012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2125001
291	2125001	3	40	21250013	21250013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2125001
292	2125001	4	45	21250014	21250014	11050	505	0	0									0	2125001
293	2126001	0	25	21260010	21260010	700	601	1	10000	40103	8							5000	2126001
294	2126001	1	30	21260011	21260011	2360	602	1	20000	40100	8	40103	8					5000	2126001
295	2126001	2	35	21260012	21260012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2126001
296	2126001	3	40	21260013	21260013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2126001
297	2126001	4	45	21260014	21260014	15280	605	0	0									0	2126001
298	2134001	0	20	21340010	21340010	300	401	1	6000	40103	4							5000	2134001
299	2134001	1	25	21340011	21340011	760	402	1	12000	40100	4	40103	4					5000	2134001
300	2134001	2	30	21340012	21340012	1700	403	1	18000	40110	2	40113	2	40100	2	40103	2	5000	2134001
301	2134001	3	35	21340013	21340013	3270	404	1	24000	40110	4	40113	4					5000	2134001
302	2135001	0	25	21350010	21350010	500	501	1	8000	40103	6							5000	2135001
303	2135001	1	30	21350011	21350011	1680	502	1	16000	40100	6	40103	6					5000	2135001
304	2135001	2	35	21350012	21350012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2135001
305	2135001	3	40	21350013	21350013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2135001
306	2135001	4	45	21350014	21350014	11050	505	0	0									0	2135001
